compound,broad_id,cohens_d,p_value,n_lost,n_intact,median_sensitivity_lost,median_sensitivity_intact,fdr
GSK2881078,BRD-K97656802-001-02-9,0.0401,0.5064452112824269,64,554,0.2058,0.1424,0.9962626903601212
AT-406,BRD-K83030136-001-02-9,0.0404,0.8491771583230269,64,557,-0.4785,-0.4741,0.9962626903601212
S63845,BRD-K91876515-001-03-9,0.0407,0.622348134697025,64,557,-0.4882,-0.4731,0.9962626903601212
NS-19504,BRD-K03808106-001-02-9,0.0408,0.8623388505421786,64,554,0.0131,0.0508,0.9962626903601212
BLU9931,BRD-K72898849-001-01-8,0.0408,0.6618509435738701,64,556,-0.8906,-0.9585,0.9962626903601212
CYC065,BRD-K00003404-001-01-9,0.041,0.7818425494985041,64,554,-8.5092,-8.3864,0.9962626903601212
nemorexant,BRD-K00003505-001-01-9,0.0411,0.8061908540864036,64,557,0.0761,0.0795,0.9962626903601212
WAY-181187,BRD-K00079493-001-02-9,0.0412,0.5495280646163985,63,545,-0.2118,-0.2642,0.9962626903601212
morphothiadin,BRD-K00003491-001-01-9,0.0412,0.6264479770268887,64,556,-0.0215,-0.0746,0.9962626903601212
chlorphenoxamine,BRD-K00003537-001-01-9,0.0415,0.7716414173760625,64,554,-0.1149,-0.0839,0.9962626903601212
radiprodil,BRD-K00005328-001-01-9,0.0415,0.6854911200232754,64,557,-0.0583,-0.0532,0.9962626903601212
BAY-85-8501,BRD-K00077971-001-02-9,0.0417,0.5980148472106778,63,545,0.1698,0.1792,0.9962626903601212
buserelin,BRD-K00003161-015-01-9,0.0417,0.49503299107805987,64,557,-0.1037,-0.1218,0.9962626903601212
DCC-3014,BRD-K00091116-001-01-9,0.0421,0.8753917339541087,63,545,-0.1714,-0.212,0.9962626903601212
relugolix,BRD-K00003216-001-01-9,0.0423,0.7132738612451412,64,557,-0.0086,-0.0856,0.9962626903601212
A-381393,BRD-K00005339-001-01-9,0.0423,0.9621544626031799,64,557,0.025,-0.0038,0.9962626903601212
TD139,BRD-K00003308-001-01-9,0.0424,0.874035253825076,64,557,0.0345,0.0399,0.9962626903601212
daidzin,BRD-K12979078-001-02-9,0.0426,0.47344633223054333,64,554,0.1891,0.1508,0.9962626903601212
MK-0941,BRD-K00079347-066-02-9,0.0428,0.6326385220606415,63,545,0.1061,0.0716,0.9962626903601212
WYE-687,BRD-K49900195-300-02-9,0.043,0.5829841581155497,64,554,-2.8179,-2.7961,0.9962626903601212
AZD8329,BRD-K00091077-001-01-9,0.0432,0.770547977382937,63,545,0.257,0.2581,0.9962626903601212
CK-101,BRD-K00005246-001-01-9,0.0435,0.16031605533010007,64,557,-0.5603,-0.6777,0.9487690209253847
PCO371,BRD-K00079290-001-02-9,0.0436,0.5485178531644483,63,545,-0.0857,-0.1174,0.9962626903601212
isopentyl-4-methoxycinnamate,BRD-K37851352-001-02-9,0.0436,0.6860671846993828,64,556,-0.0967,-0.0447,0.9962626903601212
pirmenol,BRD-K00003530-003-01-9,0.0442,0.9231263630643133,64,554,0.0501,0.0692,0.9962626903601212
Nidufexor,BRD-K00091135-001-01-9,0.0448,0.9486580453216673,63,545,-0.0064,-0.0135,0.9962626903601212
theaflavin,BRD-K60842365-001-03-9,0.0454,0.8908720689561703,64,557,-0.2818,-0.2072,0.9962626903601212
PF-514273,BRD-K00004642-001-01-9,0.0461,0.802356135240823,64,554,0.1911,0.1412,0.9962626903601212
savolitinib,BRD-K98028353-001-02-8,0.0462,0.7920813492018507,64,554,-0.0973,-0.1068,0.9962626903601212
AUT-1,BRD-K00005330-001-01-9,0.0464,0.8296262829283062,64,557,-0.055,-0.0584,0.9962626903601212
LY2510924,BRD-K00003131-001-01-9,0.0466,0.8374210150943671,64,554,0.0432,0.0536,0.9962626903601212
naxagolide,BRD-K00004670-001-01-9,0.0467,0.5245910440013211,64,554,0.0461,0.004,0.9962626903601212
Evogliptin (tartrate),BRD-K00076940-046-02-9,0.0468,0.8700211593606116,63,545,-2.8001,-2.6684,0.9962626903601212
LY334370,BRD-K00003451-001-01-9,0.0468,0.9896755620320361,64,554,0.0232,0.0142,0.9978511439730471
CEP-40783,BRD-K00003396-001-01-9,0.0472,0.8937801662396235,64,557,-2.5867,-2.4779,0.9962626903601212
dextrorotation-nimorazole-phosphate-ester,BRD-K00003272-001-01-9,0.0474,0.40820370161628017,64,554,0.1945,0.1291,0.9869805608457428
GSK2837808A,BRD-K50679358-001-02-9,0.0474,0.714073780887891,64,554,-0.0409,-0.0492,0.9962626903601212
vatinoxan,BRD-K00003277-003-01-9,0.0475,0.9397900097655301,64,556,-0.0187,-0.0027,0.9962626903601212
NRC-2694,BRD-K00076493-001-02-9,0.0475,0.261245487612935,63,545,-0.5824,-0.7065,0.9487690209253847
PDD-00017273,BRD-K00021095-001-01-9,0.0478,0.7581013711274817,64,554,-0.107,-0.1724,0.9962626903601212
AZD4635,BRD-K00003443-001-01-9,0.0478,0.8675724620461793,64,554,0.0192,-0.0104,0.9962626903601212
MK-8998,BRD-K86677390-001-02-9,0.0487,0.4500488472517973,64,554,0.2867,0.2448,0.9962626903601212
atuveciclib,BRD-K00003144-001-01-9,0.0494,0.9246861960901213,64,557,-5.5863,-5.554,0.9962626903601212
ozenoxacin,BRD-K00003184-001-01-9,0.0495,0.5131039921056113,64,556,-0.2178,-0.2835,0.9962626903601212
DCP-LA,BRD-K00005344-001-01-9,0.0495,0.5053208468659087,64,557,-0.066,-0.0763,0.9962626903601212
TC-I-2014,BRD-K05262258-001-02-9,0.0499,0.6914937356384503,64,556,-0.1874,-0.186,0.9962626903601212
tartaric-acid,BRD-K36474365-001-09-9,0.05,0.5154766802650037,64,554,-0.0183,-0.0469,0.9962626903601212
GW-542573X,BRD-K36485341-001-02-9,0.0502,0.5337283304411224,64,556,-0.0649,-0.0697,0.9962626903601212
apronal,BRD-K00003524-001-01-9,0.0508,0.8158881614523015,64,557,-0.0473,-0.0203,0.9962626903601212
MRK-560,BRD-K68795758-001-02-9,0.0519,0.4812381661070587,64,554,0.1188,0.1106,0.9962626903601212
trilaciclib,BRD-K00003412-300-01-9,0.0521,0.6099246366485838,64,557,-1.0489,-1.0738,0.9962626903601212
macitentan-n-butyl-analogue,BRD-K00003167-001-01-9,0.0526,0.5223953526656164,64,557,-0.0778,-0.1042,0.9962626903601212
4BP-TQS,BRD-A18598741-001-02-9,0.0528,0.8161522455614114,64,556,-0.0518,-0.061,0.9962626903601212
TCS-2002,BRD-K00004294-001-01-9,0.0529,0.696936178544727,64,556,0.1511,0.1153,0.9962626903601212
methacycline,BRD-K00003351-003-01-9,0.0529,0.6032415748193682,64,557,0.0153,0.0175,0.9962626903601212
tenapanor,BRD-K00003201-001-01-9,0.0529,0.9492611066546262,64,557,0.03,0.0849,0.9962626903601212
PF-06928215,BRD-K00005326-001-01-9,0.0529,0.9246861960901213,64,557,0.0764,0.0654,0.9962626903601212
SEL120-34A (monohydrochloride),BRD-K00091121-003-01-9,0.053,0.9552948238873379,63,545,-1.99,-1.9726,0.9962626903601212
D-157495,BRD-K29066607-001-02-9,0.0531,0.9276084767866899,64,557,-0.6054,-0.6012,0.9962626903601212
cenerimod,BRD-K00003248-001-01-9,0.0533,0.3135834441374513,64,556,0.0651,-0.0047,0.9514018446556411
Pibrentasvir,BRD-K00076315-001-02-9,0.0538,0.4652179431006861,63,545,-0.0401,-0.0995,0.9962626903601212
zanubrutinib,BRD-K00003413-001-01-9,0.0542,0.09259859823710782,64,554,0.0151,-0.1919,0.9275472926169483
methylcobalamin,BRD-K00003534-001-01-9,0.0544,0.642650670632883,64,554,0.1882,0.162,0.9962626903601212
threo-2-methylisocitrate-(DL),BRD-M01344114-348-01-0,0.0544,0.6774593271622081,64,554,-1.0637,-1.0612,0.9962626903601212
FK-409,BRD-K00005243-001-01-9,0.0551,0.5048507864833804,64,557,-0.1001,-0.1158,0.9962626903601212
PF-05180999,BRD-K00003097-001-01-9,0.0553,0.9100908144378718,64,557,0.0321,0.0847,0.9962626903601212
Etidocaine (hydrochloride),BRD-K00074616-003-02-9,0.0553,0.8885434961567321,63,545,-0.0985,-0.1195,0.9962626903601212
levobetaxolol,BRD-K43883465-003-02-9,0.0556,0.6101629065274172,64,554,0.1553,0.0636,0.9962626903601212
glesatinib,BRD-K00003288-003-01-9,0.0556,0.5544508958751233,64,557,-0.5338,-0.6105,0.9962626903601212
BCTC,BRD-K66541497-001-02-9,0.0557,0.18674739559940368,64,554,0.0483,-0.0272,0.9487690209253847
MK2-IN-1,BRD-K90316462-003-01-1,0.056,0.7502368452788326,64,554,-0.3098,-0.293,0.9962626903601212
vedaprofen,BRD-K00004714-001-01-9,0.0561,0.8069338140329251,64,554,0.1401,0.1186,0.9962626903601212
sodium-dodecyl-sulfate,BRD-M58433298-001-02-4,0.0563,0.9284132165028638,64,554,-0.0212,0.0163,0.9962626903601212
AMD-3465,BRD-K03019184-439-02-9,0.0565,0.9237136278613445,64,554,0.0007,0.0412,0.9962626903601212
PF-02413873,BRD-K00004632-001-01-9,0.0569,0.7806686606089641,64,557,0.0118,-0.0111,0.9962626903601212
Acrizanib,BRD-K00093439-001-01-9,0.0572,0.9697852031810738,63,545,-0.1252,-0.0771,0.9962626903601212
AZD-7648,BRD-K00091088-001-01-9,0.0581,0.7862339509049618,63,545,-0.4666,-0.4859,0.9962626903601212
AVN-492,BRD-K00003436-001-01-9,0.0581,0.8138127021792445,64,554,0.0839,0.0714,0.9962626903601212
Theliatinib,BRD-K00091285-001-01-9,0.0583,0.03096570967945484,63,545,-0.1602,-0.3772,0.9275472926169483
CC-90003,BRD-K00003116-001-01-9,0.0586,0.357986443121339,64,557,-1.1173,-1.3544,0.9704788142491085
PFI-4,BRD-K13106865-001-02-9,0.0587,0.7812748163154148,64,554,-0.0199,-0.033,0.9962626903601212
Fluciclovine,BRD-K00085357-001-01-9,0.0587,0.5797350372774701,63,545,0.0927,0.0347,0.9962626903601212
GW274150,BRD-K65840970-001-02-9,0.0591,0.8641913487726477,64,557,-0.0267,-0.0518,0.9962626903601212
Sibofimloc,BRD-K00090658-001-01-9,0.0592,0.27432792071118284,63,545,0.1078,0.0474,0.9487690209253847
treprostinil,BRD-K19706299-236-02-9,0.0592,0.5126156332299376,64,554,0.0879,0.0163,0.9962626903601212
udenafil,BRD-K00003266-001-01-9,0.0594,0.3025271457753793,64,557,0.0325,-0.0048,0.9514018446556411
furagin,BRD-K00003314-001-01-9,0.0599,0.8443065919808723,64,556,0.007,0.0045,0.9962626903601212
gemigliptin,BRD-K00003182-001-01-9,0.0599,0.44147324544927447,64,556,0.1035,0.0089,0.9962626903601212
ML10302,BRD-K69343602-003-02-9,0.06,0.8235823045717252,64,554,-0.0367,0.0284,0.9962626903601212
PF-05089771,BRD-K00003145-001-01-9,0.0603,0.34468093129601096,64,557,0.0471,-0.0238,0.9704788142491085
vecabrutinib,BRD-K00003503-001-01-9,0.0607,0.5123993220532643,64,557,-0.0872,-0.1229,0.9962626903601212
felypressin,BRD-K00003319-001-01-9,0.0617,0.9914453908476232,64,554,0.0113,0.0182,0.9978511439730471
tenofovir-alafenamide,BRD-A25988899-001-01-6,0.0617,0.2461282345668374,64,554,-0.2098,-0.2824,0.9487690209253847
IPI549,BRD-K00003385-001-01-9,0.0617,0.27673857653859735,64,557,-0.2881,-0.3959,0.9491757512047819
cenicriviroc,BRD-K00003181-001-01-9,0.0618,0.7875262284203661,64,554,0.1189,0.1198,0.9962626903601212
zoledronic-acid,BRD-K84253429-001-06-9,0.0619,0.706914616561104,64,554,-0.0343,-0.0318,0.9962626903601212
NDT-9513727,BRD-K17539220-001-02-9,0.0621,0.7671201070551901,64,554,0.056,0.0373,0.9962626903601212
devazepide,BRD-K31238592-001-02-9,0.0626,0.7784109761209971,64,557,-0.0508,-0.0924,0.9962626903601212
talaporfin,BRD-K00004965-342-01-9,0.0637,0.23225960539886836,64,554,0.2146,0.1005,0.9487690209253847
SSR180711,BRD-K00004316-003-01-9,0.0639,0.9713918915059707,64,554,-0.0822,-0.0852,0.9962626903601212
SAM-315,BRD-K00004553-001-01-9,0.0642,0.7620997639125014,64,557,-0.0211,-0.0594,0.9962626903601212
Alofanib,BRD-K00073093-001-02-9,0.0644,0.5911946680648262,63,545,-1.9179,-1.9923,0.9962626903601212
JNJ-64619178,BRD-K30421675-001-04-9,0.0645,0.935467232719885,64,554,-1.4941,-1.4581,0.9962626903601212
GPi-688,BRD-A90201073-001-02-9,0.0646,0.6252684565613682,64,554,-0.0813,-0.1165,0.9962626903601212
sugammadex,BRD-K00003322-363-01-9,0.0648,0.44927303997040124,64,557,0.0747,0.0672,0.9962626903601212
PHP-501,BRD-K07460388-019-02-9,0.065,0.24104639488926927,64,554,0.1152,0.0208,0.9487690209253847
lifirafenib,BRD-K00003275-001-01-9,0.065,0.31252302681196553,64,556,-0.2423,-0.3613,0.9514018446556411
belotecan,BRD-K00003160-003-01-9,0.0651,0.6758014043847103,64,556,-7.0342,-6.9506,0.9962626903601212
5-fluoropyrimidine,BRD-K00004679-001-01-9,0.0653,0.7425542659153593,64,557,-0.0607,-0.0969,0.9962626903601212
bendazol,BRD-K60379054-001-09-9,0.0654,0.366513097860815,64,557,0.2409,0.1621,0.9730890654238099
PSNCBAM-1,BRD-K33502629-001-02-9,0.0654,0.21923214748998343,64,554,0.05,-0.025,0.9487690209253847
roluperidone,BRD-K00003283-001-01-9,0.0657,0.24087588187103948,64,556,0.0576,-0.0023,0.9487690209253847
Dabuzalgron,BRD-K00073934-001-02-9,0.0662,0.9107298814646922,63,545,-0.0721,-0.0686,0.9962626903601212
SUN-11602,BRD-K71250460-001-02-9,0.0667,0.7201512870838119,64,554,-0.1122,-0.0953,0.9962626903601212
ombitasvir,BRD-K11072003-001-02-4,0.0672,0.30900538210102946,64,556,0.0006,-0.1059,0.9514018446556411
lazertinib,BRD-K00003501-001-01-9,0.0672,0.07739300119501392,64,556,-0.2131,-0.3947,0.9275472926169483
CBP/p300-IN-4,BRD-K00068629-001-02-9,0.0674,0.6631317567611245,63,545,-0.6257,-0.6884,0.9962626903601212
N-(p-amylcinnamoyl)-anthranilic-acid,BRD-K77817104-001-02-9,0.0682,0.5353930548200461,64,557,0.0265,-0.0254,0.9962626903601212
SJG-136,BRD-K00003173-001-01-9,0.0682,0.6422393897979483,64,557,-0.4991,-0.5412,0.9962626903601212
ERK5-IN-1,BRD-K64857848-001-06-4,0.0682,0.9290008440897657,64,554,-0.1053,-0.106,0.9962626903601212
BMS-986205,BRD-K00003418-001-01-9,0.0694,0.9521903702232531,64,557,-0.4102,-0.3496,0.9962626903601212
pamiparib,BRD-K00003461-001-01-9,0.0695,0.5855239291520711,64,554,-0.357,-0.4221,0.9962626903601212
imatinib,BRD-K92723993-001-17-4,0.0696,0.9646201913780227,64,559,-0.0164,-0.0227,0.9962626903601212
Imatinib,BRD-K92723993-001-17-4,0.0696,0.9646201913780227,64,559,-0.0164,-0.0227,0.9962626903601212
HTHQ,BRD-K00003389-001-01-9,0.0696,0.46544252158480814,64,556,-0.092,-0.1409,0.9962626903601212
MK-1903,BRD-K00004660-001-01-9,0.0698,0.17831045601931295,64,556,-0.1087,-0.2069,0.9487690209253847
6-diazo-5-oxo-L-norleucine,BRD-K84924563-001-04-9,0.0702,0.5245910440013211,64,554,0.1341,0.1016,0.9962626903601212
MK-7622,BRD-K00003194-001-01-9,0.0709,0.906009324449996,64,557,-0.0899,-0.0982,0.9962626903601212
mavacamten,BRD-K00003497-001-01-9,0.0715,0.5381715954532184,64,554,-0.0695,-0.1613,0.9962626903601212
triciribine-phosphate,BRD-K00004666-001-01-9,0.0715,0.20146981075524595,64,554,-0.3353,-0.552,0.9487690209253847
BRD9876,BRD-K89329876-001-08-9,0.0717,0.4616648138181927,64,554,0.191,0.1612,0.9962626903601212
etifoxine,BRD-K01826330-001-01-9,0.0719,0.28845084914076324,64,556,-0.1374,-0.1796,0.9514018446556411
OICR-9429,BRD-K94083718-001-03-9,0.072,0.47527343847056924,64,554,0.0807,0.0603,0.9962626903601212
avapritinib,BRD-K00003419-001-01-9,0.0721,0.5914991476426674,64,557,-0.4385,-0.4651,0.9962626903601212
trifloxystrobin,BRD-K00005342-001-01-9,0.0723,0.37003747935523723,64,557,-0.5527,-0.6821,0.9739180880252424
Tefinostat,BRD-K00091118-001-01-9,0.0725,0.9830769367441214,63,545,-3.7789,-3.6287,0.9962626903601212
thymopentin,BRD-K43977121-001-06-9,0.0727,0.6336709678897963,64,554,0.057,0.0371,0.9962626903601212
AZD-0364,BRD-K00091078-001-01-9,0.0729,0.7059790826784829,63,545,-1.984,-2.0056,0.9962626903601212
ormeloxifene,BRD-K00004639-001-01-9,0.0736,0.7790050519409192,64,554,0.1159,0.0575,0.9962626903601212
AI-10-49,BRD-K89899948-001-01-7,0.0737,0.49488656748489324,64,553,-1.3929,-1.5446,0.9962626903601212
derazantinib,BRD-K00003310-001-01-9,0.0741,0.5746879037646713,64,556,-0.3384,-0.2401,0.9962626903601212
emamectin,BRD-K00003516-057-01-9,0.0744,0.5500236296284758,64,557,-0.1959,-0.2207,0.9962626903601212
ONO-8130,BRD-K76725781-001-02-9,0.0746,0.40820370161628017,64,554,-0.0245,-0.0739,0.9869805608457428
5-octanoylsalicylic-acid,BRD-K00004681-001-01-9,0.0747,0.8056213355145949,64,557,-0.04,-0.0302,0.9962626903601212
PRN1008,BRD-K00004599-001-01-9,0.0749,0.3158251417694551,64,557,-0.1417,-0.154,0.9519134634800697
asivatrep,BRD-K00003138-001-01-9,0.0749,0.5544508958751233,64,557,0.0835,0.0383,0.9962626903601212
A-485,BRD-K30233223-001-04-9,0.0749,0.7893677501439427,64,556,-0.8227,-0.9031,0.9962626903601212
BMS-935177,BRD-K00004721-001-01-9,0.0754,0.4812381661070587,64,554,-0.307,-0.3995,0.9962626903601212
betamethasone-phosphate,BRD-K00005349-304-01-9,0.0754,0.7812748163154148,64,554,-0.0897,-0.0849,0.9962626903601212
BAY-60-7550,BRD-K86932920-001-02-9,0.0755,0.7240280473933276,64,554,-0.1699,-0.1453,0.9962626903601212
ornipressin,BRD-K00003333-001-01-9,0.0757,0.9113902890404246,64,554,-3.1174,-2.9577,0.9962626903601212
"CP-105,696",BRD-K00004654-001-01-9,0.0759,0.6768597675223615,64,557,-0.0624,-0.0597,0.9962626903601212
lurbinectedin,BRD-K00003211-001-01-9,0.0759,0.4569274360848149,64,556,-5.3589,-5.6233,0.9962626903601212
gepotidacin,BRD-K33499285-001-02-9,0.0762,0.49224676074813545,64,557,0.0585,-0.0213,0.9962626903601212
vaniprevir,BRD-K00003445-001-01-9,0.0764,0.308779068628084,64,557,0.0094,-0.0713,0.9514018446556411
HC-070,BRD-K00004601-001-01-9,0.0765,0.30564250627646117,64,557,0.034,-0.0443,0.9514018446556411
SAR439859,BRD-K00091093-001-01-9,0.0766,0.8385238923990854,63,545,0.1055,0.1344,0.9962626903601212
SCH-202676,BRD-K29562203-004-12-9,0.077,0.5553918014986501,64,554,-0.4563,-0.5537,0.9962626903601212
SY-640,BRD-K00004665-001-01-9,0.078,0.17005628176913778,64,554,0.1974,0.1049,0.9487690209253847
EPI-001,BRD-K00077340-001-02-9,0.078,0.904725955861915,63,545,-0.0825,-0.096,0.9962626903601212
mitapivat,BRD-K00003136-001-01-9,0.0786,0.2715737280663628,64,557,-0.0125,-0.0686,0.9487690209253847
polymyxin-B-sulfate,BRD-A08641215-065-05-5,0.0787,0.5529153828806643,64,554,0.0582,0.0325,0.9962626903601212
WAY-316606,BRD-K61871885-001-01-3,0.0791,0.6888989505607033,64,553,0.0644,0.0491,0.9962626903601212
5-hydroxyectoine,BRD-K03871161-001-02-9,0.0794,0.8124622794305987,64,557,-0.0917,-0.0084,0.9962626903601212
Ansofaxine hydrochloride,BRD-K00075778-003-02-9,0.0794,0.38117567299980104,63,545,-0.1254,-0.1666,0.9778833764515054
FN-1501,BRD-K00003096-001-01-9,0.0796,0.837391769139422,64,556,-7.2541,-7.2161,0.9962626903601212
evobrutinib,BRD-K00003405-001-01-9,0.0797,0.2754411307703887,64,557,-0.0562,-0.1082,0.9487690209253847
cadazolid,BRD-K00003370-001-01-9,0.0803,0.273180602681408,64,557,-0.1796,-0.219,0.9487690209253847
E3330,BRD-K00004649-001-01-9,0.0804,0.6586595971098053,64,557,0.0076,-0.0147,0.9962626903601212
BQU57,BRD-A40257118-001-02-0,0.0805,0.40820370161628017,64,554,0.0472,-0.008,0.9869805608457428
BTS-71321,BRD-K00010938-001-01-9,0.0807,0.6158735417422574,64,554,0.2572,0.2338,0.9962626903601212
AC260584,BRD-K00004583-001-01-9,0.0816,0.40269678655371677,64,557,-0.0661,-0.1034,0.9869805608457428
LDN-27219,BRD-K51485109-001-02-9,0.0817,0.5410201508890746,64,556,-0.1084,-0.1128,0.9962626903601212
Etripamil,BRD-K00090659-001-01-9,0.0826,0.5870154884553034,63,545,-0.1199,-0.1499,0.9962626903601212
fludrocortisone-acetate,BRD-K06408664-001-04-9,0.083,0.6682754033033496,64,556,-0.067,-0.036,0.9962626903601212
GSK2981278,BRD-K00003292-001-01-9,0.0833,0.4781502665459959,64,556,0.0148,0.0068,0.9962626903601212
Senaparib,BRD-K00090647-001-01-9,0.0835,0.7161374591419023,63,545,-1.9877,-1.9819,0.9962626903601212
sacubitrilat,BRD-K00003252-001-01-9,0.0837,0.9223491011407976,64,557,-0.1813,-0.1451,0.9962626903601212
UAMC-00039,BRD-K38966689-300-02-9,0.0838,0.5766988298719242,64,556,0.1198,0.0566,0.9962626903601212
tavilermide,BRD-K00003254-001-01-9,0.0839,0.3492068424093928,64,557,0.0581,0.0181,0.9704788142491085
butaprost,BRD-K00004715-001-01-9,0.0841,0.3896052502484889,64,554,0.1538,0.1369,0.9778833764515054
Febantel,BRD-K00076917-001-02-9,0.0845,0.8634652803408576,63,545,-0.0472,-0.0233,0.9962626903601212
impentamine,BRD-K20049318-303-03-9,0.0846,0.3013590299332588,64,556,0.0877,-0.0054,0.9514018446556411
TCS-3035,BRD-K81935556-001-02-9,0.0849,0.9160825447340871,64,554,-0.0592,-0.0102,0.9962626903601212
Burixafor (hydrobromide),BRD-K00091136-303-01-9,0.085,0.5117973936103185,63,545,0.1399,0.0774,0.9962626903601212
YM-244769,BRD-K52087522-300-02-9,0.0851,0.9531232444470871,64,554,0.0384,0.0797,0.9962626903601212
Afoxolaner,BRD-K00084836-001-01-9,0.0851,0.296177078574577,63,545,0.1597,0.0929,0.9514018446556411
BTK-IN-1,BRD-K00003437-001-01-9,0.0856,0.643710581222254,64,554,0.0006,0.014,0.9962626903601212
AZD5582,BRD-K88767641-001-01-7,0.0858,0.46572439820175393,64,554,-1.1407,-1.2444,0.9962626903601212
fumonisin-B1,BRD-K61915943-001-02-9,0.086,0.6195197583913505,64,554,0.2794,0.2257,0.9962626903601212
LY288513,BRD-K24675965-001-06-9,0.0862,0.1804119183593752,64,554,-0.0202,-0.0825,0.9487690209253847
AZD5991,BRD-K00005264-001-02-9,0.0864,0.966259131954269,64,557,-1.1134,-1.0541,0.9962626903601212
YM-90709,BRD-K06712146-001-04-9,0.087,0.3229237254824525,64,553,-0.1379,-0.1957,0.9588852605380689
veledimex,BRD-K00003235-001-01-9,0.0871,0.654405931172428,64,557,-0.1304,-0.1464,0.9962626903601212
MIK665,BRD-K00005263-001-02-9,0.0873,0.8113929421245076,63,545,-1.09,-1.0597,0.9962626903601212
BGP-15,BRD-K00003393-300-01-9,0.0873,0.49189022966554674,64,554,0.0024,-0.0499,0.9962626903601212
PCO-400,BRD-K52721684-001-04-8,0.0875,0.6623853736351228,64,556,-0.003,-0.0215,0.9962626903601212
Antineoplaston A10,BRD-K00091100-001-01-9,0.0877,0.6858203007362543,63,545,-0.0807,-0.0202,0.9962626903601212
GDC-0575,BRD-K00003112-001-01-9,0.0884,0.6795525744759114,64,557,-4.3018,-4.4148,0.9962626903601212
tenalisib,BRD-K00003263-001-01-9,0.089,0.49896472608325537,64,556,-0.0292,-0.0633,0.9962626903601212
STAT3-inhibitor-VI,BRD-K40853697-001-20-5,0.0891,0.45182506539067213,64,554,0.0828,0.0558,0.9962626903601212
centhaquin,BRD-K00004619-001-01-9,0.0895,0.6221299478917082,64,554,0.044,0.0292,0.9962626903601212
asciminib,BRD-K00003456-001-01-9,0.0895,0.8838909516646616,64,554,-0.1357,-0.1042,0.9962626903601212
urolithin-A,BRD-K00003383-001-01-9,0.0897,0.4894689633680246,64,557,-0.0333,-0.1098,0.9962626903601212
pemirolast,BRD-K31731454-237-04-9,0.0899,0.5544508958751233,64,557,0.0413,0.0102,0.9962626903601212
Iomazenil,BRD-K00075696-001-02-9,0.0901,0.8569187890973327,63,545,0.0807,0.07,0.9962626903601212
GNTI,BRD-K64748124-300-06-9,0.0902,0.583763070222129,64,556,0.0309,-0.0319,0.9962626903601212
MRX-2843,BRD-K00003417-001-01-9,0.0908,0.6872257692799338,64,554,-1.1574,-1.2675,0.9962626903601212
trofosfamide,BRD-A91386192-001-07-9,0.0912,0.19604448352552029,64,554,0.0733,-0.0248,0.9487690209253847
Enarodustat,BRD-K00090634-001-01-9,0.0912,0.7440418038148876,63,545,0.7287,0.7208,0.9962626903601212
CGP-25454A,BRD-K00003372-003-01-9,0.0915,0.5613572164228517,64,554,0.0877,0.0472,0.9962626903601212
PNU-177864,BRD-K04635846-003-02-9,0.0926,0.33623240071663274,64,554,0.0909,0.0122,0.9704788142491085
CycLuc1,BRD-K00005335-001-01-9,0.0933,0.3126414458738146,64,557,-0.199,-0.2191,0.9514018446556411
MG-624,BRD-K03128577-005-08-9,0.094,0.49142448041990294,64,554,-0.4462,-0.4163,0.9962626903601212
LY231617,BRD-K85804405-003-01-3,0.0941,0.42162462164741976,64,556,-0.0459,-0.0532,0.9949940755879771
adomeglivant,BRD-K00003302-001-01-9,0.0942,0.3119310740649204,64,554,-0.0003,-0.0854,0.9514018446556411
methylbenactyzium-bromide,BRD-K00003518-004-01-9,0.0944,0.24372750119397124,64,554,-0.1188,-0.2131,0.9487690209253847
minocycline,BRD-K00003346-003-01-9,0.0945,0.7902842472662005,64,557,0.0699,0.1247,0.9962626903601212
prisotinol,BRD-K00004547-001-01-9,0.0947,0.507865679867627,64,554,0.0659,0.0299,0.9962626903601212
mangafodipir,BRD-K57365211-314-03-9,0.0948,0.581878836009891,64,557,-0.028,-0.0702,0.9962626903601212
S1P1-agonist-III,BRD-K12745498-001-03-4,0.0958,0.30840586509099754,64,554,-0.0458,-0.1098,0.9514018446556411
epetraborole,BRD-K00003130-003-01-9,0.096,0.32877205713721347,64,557,-0.0726,-0.1108,0.967084363958307
edonerpic-maleate,BRD-K00003259-050-01-9,0.0964,0.8379675326354751,64,556,-0.0294,-0.0397,0.9962626903601212
tuftsin,BRD-K00003336-001-01-9,0.0967,0.49736127072341707,64,557,-0.168,-0.1264,0.9962626903601212
ML218,BRD-K92995792-003-03-9,0.0968,0.8109447206318006,64,554,-0.0948,-0.059,0.9962626903601212
iclaprim,BRD-K00003415-001-01-9,0.0985,0.24522602429635076,64,554,0.1023,0.0461,0.9487690209253847
edasalonexent,BRD-K00003258-001-01-9,0.0986,0.5542696250024276,64,556,-0.0186,-0.019,0.9962626903601212
2-Ethylhexyl 4-(dimethylamino)benzoate,BRD-A49924714-001-08-9,0.0986,0.0874433080703525,63,545,0.1883,0.0651,0.9275472926169483
TMN-355,BRD-K24527118-001-02-9,0.0988,0.3575526564867425,64,556,0.1107,0.0703,0.9704788142491085
Fosdagrocorat,BRD-K00091282-001-01-9,0.0992,0.4180407873195393,63,545,0.1241,0.0759,0.9933382971417266
VL285,BRD-K00005338-001-01-9,0.0993,0.3851385885213775,64,554,0.0632,0.0865,0.9778833764515054
