treatment_id,drug_name,cohens_d,p_value,n_del,n_intact,median_sens_del,median_sens_intact,fdr
BRD:BRD-A20239487-001-24-9,,-0.1518,0.23889704588189487,159,262,-0.0387,-0.0198,0.8167728809355821
BRD:BRD-A20348246-001-15-8,,0.0597,0.5102980580188915,160,273,0.1044,0.0608,0.9136892800497427
BRD:BRD-A20550616-001-02-9,,-0.0734,0.32752400484935806,150,258,-0.2207,-0.151,0.8692950218332163
BRD:BRD-A20589515-001-03-9,,-0.0669,0.2779129534480994,207,392,-0.1518,-0.1132,0.8479114511755912
BRD:BRD-A20644369-001-08-6,,-0.0024,0.9914411804662876,161,272,0.1025,0.0825,0.9983132905153197
BRD:BRD-A20758144-001-04-5,,0.0001,0.9011277105353352,158,268,-0.0906,-0.0588,0.9899137930003116
BRD:BRD-A20781140-001-01-7,,0.153,0.1337707347588631,158,268,-0.1954,-0.21,0.7497127982425101
BRD:BRD-A20830788-001-01-9,,-0.2041,0.18594841271168427,146,226,-0.2828,-0.2097,0.7754397725169246
BRD:BRD-A20839672-003-01-5,,-0.0391,0.9590726489974684,160,273,-0.1064,-0.1137,0.9953321976769922
BRD:BRD-A21276153-001-01-1,,0.0099,0.9697866434159973,150,258,0.047,-0.0062,0.9953495554585865
BRD:BRD-A21280314-001-06-8,,-0.1384,0.1791340476673302,159,261,0.026,0.0543,0.7719857179720939
BRD:BRD-A21446384-001-01-1,,-0.0391,0.5941061928429272,159,261,-0.0459,-0.0029,0.9329961501918992
BRD:BRD-A21474126-001-01-6,,0.0288,0.48425421609958663,159,261,-0.1303,-0.1662,0.9052344124341627
BRD:BRD-A21544762-303-01-5,,0.0694,0.5121123248844155,159,261,0.0008,-0.0296,0.9136892800497427
BRD:BRD-A21607826-003-05-1,,-0.0411,0.4799716417638571,160,271,0.4502,0.4694,0.9052344124341627
BRD:BRD-A21858158-001-23-5,,-0.1235,0.1894368641282207,160,271,0.1604,0.2255,0.7783653253556567
BRD:BRD-A22032524-074-06-5,,-0.0883,0.767130965746174,162,274,0.1205,0.117,0.9678202146925459
BRD:BRD-A22081593-001-11-1,,-0.013,0.5350889319903052,153,265,-0.5098,-0.5053,0.9242295418470508
BRD:BRD-A22106989-001-05-0,,-0.0339,0.5568251948543205,160,273,0.1547,0.2,0.9329961501918992
BRD:BRD-A22143024-231-03-8,,0.1066,0.4011918586205866,161,272,0.077,0.0582,0.8889305931741535
BRD:BRD-A22152765-003-10-0,,0.0083,0.6450148007109402,160,275,0.1135,0.0776,0.9453138419762234
BRD:BRD-A22256192-003-22-7,,-0.239,0.01055655149140309,160,274,-0.1118,-0.016,0.5209031315024123
BRD:BRD-A22267103-003-13-1,,-0.0714,0.3498598704195526,161,271,0.2374,0.257,0.877493965785386
BRD:BRD-A22305049-003-13-6,,-0.0492,0.48246328701247787,160,271,-0.0539,-0.0295,0.9052344124341627
BRD:BRD-A22380646-236-05-8,,-0.1543,0.22697205478038107,160,271,-0.0552,-0.045,0.8039333604375521
BRD:BRD-A22642447-001-01-9,,-0.0248,0.835461358480317,160,271,0.1438,0.1523,0.9795860169368592
BRD:BRD-A22707317-001-10-8,,0.1033,0.1453891574635386,160,274,0.1183,-0.0249,0.7517140198448152
BRD:BRD-A22769835-300-05-7,,-0.0484,0.4793018306918072,160,272,0.2184,0.2403,0.9052344124341627
BRD:BRD-A22844106-001-26-0,,-0.0795,0.42084686443415276,161,271,0.2237,0.1981,0.8929362331609939
BRD:BRD-A22971209-001-01-0,,0.1513,0.36760650752938306,208,393,0.0956,0.097,0.8850915916995977
BRD:BRD-A23067620-300-01-3,,0.2217,0.024429322701116613,160,271,0.2298,0.1371,0.5903092527307608
BRD:BRD-A23072235-050-18-5,,-0.1192,0.21372726629096428,149,258,-0.2885,-0.2407,0.7965655096586408
BRD:BRD-A23124853-001-01-4,,-0.036,0.8276900292648383,158,261,-0.0074,0.0251,0.9785086552788488
BRD:BRD-A23127772-001-02-3,,-0.0611,0.9746262767025867,160,269,0.2386,0.1776,0.9965115964488606
BRD:BRD-A23359898-003-10-0,,-0.1484,0.18125074062611957,161,272,0.0716,0.1373,0.7719857179720939
BRD:BRD-A23418262-001-01-5,,-0.0176,0.9135450998678059,159,261,0.0456,0.0396,0.9900649210308277
BRD:BRD-A23603052-001-03-2,,0.0332,0.6529467352601952,160,272,0.1694,0.138,0.9453138419762234
BRD:BRD-A24122750-001-03-7,,0.0282,0.8152096099751038,160,275,-0.1246,-0.1506,0.9762395974438651
BRD:BRD-A24191444-046-02-1,,0.0479,0.4131268760297905,160,271,0.0185,-0.0047,0.8927231439185629
BRD:BRD-A24191444-046-03-9,,0.0207,0.9378848993610128,150,258,0.1299,0.1134,0.9928820916017232
BRD:BRD-A24208517-003-01-8,,0.1716,0.06446366859686543,146,226,0.2233,0.1957,0.6489532629791296
BRD:BRD-A24228527-213-01-9,,0.0035,0.9634019654169909,160,272,0.3757,0.3653,0.9953495554585865
BRD:BRD-A24284985-001-09-9,,-0.1521,0.15145734320103857,160,272,-0.1726,-0.133,0.7517140198448152
BRD:BRD-A24297246-001-03-9,,-0.01,0.864662839429746,161,272,-0.0119,-0.027,0.9852119206041248
BRD:BRD-A24397426-001-10-4,,-0.017,0.9891949521915748,147,251,0.0678,0.0714,0.9983132905153197
BRD:BRD-A24514565-001-09-7,,0.0344,0.6993556914974715,160,271,-0.1418,-0.1472,0.9513793443728615
BRD:BRD-A24543851-001-05-7,,-0.0092,0.5887528609881221,160,272,-0.1453,-0.1135,0.9329961501918992
BRD:BRD-A24560335-300-01-2,,0.1034,0.45351403864807394,160,271,-0.0691,-0.0739,0.9014767234795572
BRD:BRD-A24587114-066-22-5,,-0.0248,0.9312962526379288,161,272,-0.2837,-0.3126,0.9923888191166882
BRD:BRD-A24857382-001-03-4,,0.2639,0.0207367128012383,158,261,-0.0646,-0.0919,0.5712674903591921
BRD:BRD-A25004090-001-08-4,,-0.059,0.5734429568127368,160,272,0.2253,0.2321,0.9329961501918992
BRD:BRD-A25043798-001-02-9,,0.0324,0.35747140604124805,207,392,-0.1967,-0.2223,0.8836734981394943
BRD:BRD-A25143711-001-02-2,,0.0687,0.47288066924559724,160,272,0.3024,0.2945,0.904862136202964
BRD:BRD-A25182582-001-01-8,,-0.0167,0.9387837834091801,146,225,-0.0067,0.0353,0.9928820916017232
BRD:BRD-A25234499-001-18-3,,-0.1208,0.5697166472857728,160,273,-0.1181,-0.1155,0.9329961501918992
BRD:BRD-A25492003-003-14-1,,-0.0272,0.9280390434337191,158,261,0.039,0.0196,0.9917599425877568
BRD:BRD-A25569250-001-03-3,,-0.0321,0.7717068271423605,160,271,-0.3208,-0.2763,0.9691827743502455
BRD:BRD-A25608658-001-01-1,,-0.0435,0.4238472283540945,161,272,-1.8777,-1.704,0.8932309173126242
BRD:BRD-A25619068-003-03-4,,0.0837,0.34746689228966,162,274,-0.1372,-0.1868,0.877493965785386
BRD:BRD-A25625670-001-02-7,,-0.1258,0.01291741989064734,207,392,-0.1236,-0.0427,0.5244579789804245
BRD:BRD-A25687296-300-04-3,,-0.1769,0.08087659635594943,160,272,-3.4839,-3.2353,0.673041513931646
BRD:BRD-A25800195-001-02-2,,-0.107,0.2638125633373849,149,258,0.1233,0.1422,0.8349035894501562
BRD:BRD-A25988899-001-01-6,,-0.0934,0.2748462314180775,207,392,-0.3125,-0.2578,0.8466407681697189
BRD:BRD-A26032986-050-02-1,,0.03,0.7265833796261034,160,273,-0.0876,-0.1356,0.9570618450154166
BRD:BRD-A26105646-001-06-1,,-0.0981,0.5956589922447817,146,225,-0.0389,-0.0418,0.9329961501918992
BRD:BRD-A26334849-001-06-2,,0.0775,0.4212639816034872,162,274,-0.1954,-0.2046,0.8929362331609939
BRD:BRD-A26384407-001-25-1,,0.0625,0.6067025369026944,162,274,0.1084,0.0848,0.9346603638138195
BRD:BRD-A26387268-050-04-4,,-0.0655,0.396307039767005,161,272,-0.1467,-0.0784,0.8889305931741535
BRD:BRD-A26458246-004-02-1,,-0.0924,0.607973012977808,146,226,0.146,0.1456,0.9346603638138195
BRD:BRD-A26503646-001-16-6,,0.008,0.7230891500253591,162,274,-0.1176,-0.125,0.9570618450154166
BRD:BRD-A26690767-066-01-9,,-0.0177,0.48011928542146465,160,273,-0.0844,-0.0399,0.9052344124341627
BRD:BRD-A26711594-003-10-6,,-0.2437,0.02783952111400834,162,274,0.0346,0.1097,0.5978867729719972
BRD:BRD-A26835809-300-01-3,,0.0929,0.3911236172741104,146,226,0.0629,0.0628,0.8889305931741535
BRD:BRD-A26845397-051-01-9,,-0.1602,0.13296182127364461,160,273,0.0309,0.0537,0.7497127982425101
BRD:BRD-A27143604-001-02-0,,-0.1573,0.13880740695801805,160,273,0.2739,0.307,0.7497127982425101
BRD:BRD-A27274504-001-01-6,,-0.0829,0.5668642478040966,159,261,0.06,0.0918,0.9329961501918992
BRD:BRD-A27290375-330-01-1,,-0.0391,0.9742176964689375,160,272,0.3229,0.3105,0.9965115964488606
BRD:BRD-A27370296-001-03-0,,-0.1237,0.33214177063685935,161,272,-0.0408,0.0176,0.8713469571852845
BRD:BRD-A27376179-001-01-3,,-0.1432,0.16224426507960232,158,268,-3.2558,-3.0081,0.7580792308814568
BRD:BRD-A27732521-003-08-3,,-0.1694,0.18978736187711753,158,268,-0.5149,-0.4705,0.7783653253556567
BRD:BRD-A27883417-300-01-6,,-0.0846,0.2923599659383125,158,268,-1.1214,-1.0262,0.855288310521819
BRD:BRD-A27887842-001-04-0,,-0.099,0.2996787007308679,153,265,-0.193,-0.1841,0.8581754036600409
BRD:BRD-A27911617-001-01-7,,-0.0944,0.2676990894326877,146,225,0.3487,0.3755,0.839570532431538
BRD:BRD-A27924917-001-03-3,,0.1791,0.06069701486351409,160,272,-0.0363,-0.0959,0.6374339343944089
BRD:BRD-A28044053-001-01-7,,-0.1855,0.051867811449808,160,269,-0.0713,0.023,0.6271797463553042
BRD:BRD-A28301258-001-03-0,,-0.1895,0.024322528773685553,160,273,-1.9898,-1.7332,0.5903092527307608
BRD:BRD-A28301258-001-04-8,,-0.1362,0.11796802757893189,150,258,-0.7953,-0.5017,0.7359595843721807
BRD:BRD-A28318179-003-08-5,,-0.1789,0.08548195259963487,160,273,0.0365,0.0832,0.676907527700992
BRD:BRD-A28329383-001-02-1,,-0.0366,0.5970409219121733,160,271,-0.3239,-0.3044,0.9329961501918992
BRD:BRD-A28422330-001-11-9,,-0.086,0.542912084748266,207,392,0.0898,0.102,0.9262381813526352
BRD:BRD-A28467416-002-01-0,,-0.0466,0.3617576579317874,158,268,-3.2998,-3.0954,0.883915821681412
BRD:BRD-A28545468-003-16-6,,-0.0494,0.44144218976946104,160,273,0.029,0.071,0.8988167419198507
BRD:BRD-A28856712-003-26-0,,-0.1744,0.1622047135106387,160,272,0.2807,0.3066,0.7580792308814568
BRD:BRD-A28887267-001-19-3,,-0.1561,0.11372935610857013,161,272,0.1535,0.211,0.7311604163042784
BRD:BRD-A28940325-001-24-0,,0.048,0.7067262684460816,160,272,0.1532,0.1476,0.9513963729232545
BRD:BRD-A28958257-001-01-2,,-0.0393,0.8011173242293963,160,275,-0.008,0.0049,0.9746616433466405
BRD:BRD-A28970875-300-04-9,,-0.0694,0.13032520405417938,153,265,-3.2463,-2.9308,0.7497127982425101
BRD:BRD-A29014990-001-02-3,,-0.0262,0.6255196918707295,146,225,0.0452,0.0758,0.9402978024059452
BRD:BRD-A29111201-001-04-8,,-0.1201,0.33009958875729883,161,271,0.301,0.3033,0.8697618190384397
BRD:BRD-A29148886-003-02-9,,-0.1371,0.07803898061706298,208,393,-0.1941,-0.1116,0.6674531395370543
BRD:BRD-A29260609-003-26-0,,0.001,0.9781017672669652,160,273,0.0304,0.0373,0.9968230441881646
BRD:BRD-A29281099-003-03-2,,-0.1483,0.07553556979871456,158,268,-0.1844,-0.0608,0.6673537540029525
BRD:BRD-A29289453-001-04-7,,0.0126,0.9559031020830725,160,273,0.1119,0.1359,0.9942277839682396
BRD:BRD-A29349577-001-23-0,,-0.0721,0.4000039869352875,161,271,0.1915,0.1996,0.8889305931741535
BRD:BRD-A29426959-050-13-2,,-0.2157,0.03483185272430218,160,272,0.1982,0.2436,0.6157644673119234
BRD:BRD-A29485665-001-12-8,,-0.1834,0.052118056787483005,160,271,-0.2548,-0.1699,0.6271797463553042
BRD:BRD-A29520968-001-02-7,,-0.0708,0.7558361425924892,160,271,0.179,0.211,0.9640299291334027
BRD:BRD-A29623586-001-01-3,,0.0333,0.9671836944428094,158,268,-0.044,-0.0702,0.9953495554585865
BRD:BRD-A29644307-050-17-0,,-0.0418,0.8186556045304898,162,274,-0.0099,-0.0133,0.9762395974438651
BRD:BRD-A29700858-304-01-8,,0.0608,0.7100592310664801,149,255,-0.207,-0.24,0.9524500551049782
BRD:BRD-A29700858-304-02-6,,-0.1358,0.3168927431101838,162,274,0.2676,0.3142,0.8651796243337949
BRD:BRD-A29731977-001-04-5,,0.2321,0.007052407695612932,160,273,-0.0173,-0.12,0.5046353252671404
BRD:BRD-A29734509-011-13-6,,-0.1026,0.3709573003903788,162,274,0.0254,0.0342,0.8853773847305911
BRD:BRD-A29844814-300-01-5,,-0.1333,0.2229957929450962,160,271,0.5341,0.5801,0.8028507059413701
BRD:BRD-A29854054-236-12-6,,-0.0281,0.5258767918892118,160,271,0.2471,0.2543,0.919334395972143
BRD:BRD-A29944538-003-08-3,,-0.0923,0.6370595767505556,161,271,-0.3708,-0.3575,0.9430203893909466
BRD:BRD-A30000356-001-02-9,,-0.0777,0.48024485619185886,208,393,0.1462,0.1475,0.9052344124341627
BRD:BRD-A30051119-002-01-8,,-0.1365,0.07430604926658475,160,272,-0.1191,-0.0528,0.667300062092808
BRD:BRD-A30205217-001-11-2,,0.0712,0.4372461997296683,160,272,0.22,0.1972,0.8969491529197726
BRD:BRD-A30370660-001-04-1,,-0.0754,0.31077598452370336,146,226,0.0858,0.1105,0.8619971139362524
BRD:BRD-A30403214-001-03-3,,-0.1143,0.28618606136655134,160,271,0.1931,0.1939,0.852200870651414
BRD:BRD-A30582499-003-05-1,,-0.1524,0.14618256977184255,153,265,-0.3098,-0.2565,0.7517140198448152
BRD:BRD-A30590053-003-02-9,,-0.0177,0.6945548352414035,160,275,0.1035,0.1187,0.9513793443728615
BRD:BRD-A30655177-001-14-0,,0.0555,0.5816574850698139,160,273,-0.1226,-0.1105,0.9329961501918992
BRD:BRD-A30693873-003-12-8,,0.025,0.8345656110157827,160,273,-0.0369,-0.0063,0.9795125713238811
BRD:BRD-A30703952-201-01-2,,0.0832,0.41970749561702325,158,268,0.0588,0.0139,0.8928351529790023
BRD:BRD-A30774155-001-01-2,,0.015,0.7711172274722919,158,261,0.1479,0.1375,0.9691827743502455
BRD:BRD-A30815329-001-10-5,,-0.086,0.42976771435535044,160,271,0.5035,0.5263,0.8947799399501454
BRD:BRD-A30886737-001-02-9,,0.1741,0.0959078739304124,160,272,-0.1398,-0.1802,0.7010398348167496
BRD:BRD-A30984645-001-01-5,,0.0323,0.6694971653952688,159,271,0.4527,0.4075,0.9480017880698177
BRD:BRD-A31095847-001-02-3,,0.1434,0.18621758225968432,160,271,0.4336,0.3533,0.7757161862228569
BRD:BRD-A31159102-003-30-4,,0.0319,0.550454984247974,160,269,0.0892,0.0662,0.9295173695706898
BRD:BRD-A31204924-001-14-2,,0.1337,0.11263790804216109,207,392,0.0574,0.0391,0.7290861731232352
BRD:BRD-A31362467-065-01-3,,-0.0113,0.9168326906788626,159,261,-0.26,-0.2693,0.9900649210308277
BRD:BRD-A31454688-001-01-6,,0.0148,0.7081513602348991,158,268,0.086,0.1145,0.9513963729232545
BRD:BRD-A31521121-001-26-4,,-0.1486,0.21088539876102708,143,250,0.0587,0.1084,0.7951388455311266
BRD:BRD-A31564021-001-01-8,,0.0075,0.9271701381415339,149,258,-0.0391,-0.0258,0.9915711510444188
BRD:BRD-A31575449-066-07-8,,-0.1213,0.4461788341146632,146,226,0.1562,0.1625,0.9000871098962907
BRD:BRD-A31800922-003-25-1,,-0.1243,0.2611447244007782,153,265,-0.1345,-0.0729,0.8338404661244238
BRD:BRD-A31811760-001-06-7,,-0.0121,0.9861873473324675,160,269,-0.0971,-0.1099,0.9983132905153197
BRD:BRD-A31990649-304-02-3,,-0.0649,0.5587617589363927,150,258,-0.1638,-0.1178,0.9329961501918992
BRD:BRD-A32172948-001-07-6,,0.0887,0.44679146769300504,160,271,-0.0581,-0.0854,0.9002118889126125
BRD:BRD-A32269193-001-01-5,,0.1441,0.2790787267985867,160,274,-0.044,-0.061,0.8495113978214796
BRD:BRD-A32505112-001-04-4,,-0.0202,0.7490999652584088,161,272,-0.041,-0.0264,0.9614049520525436
BRD:BRD-A32597168-001-03-6,,-0.0593,0.6350126290316113,160,269,-0.002,0.0079,0.9427827759473775
BRD:BRD-A32673558-003-03-9,,0.095,0.27070929747506667,161,271,0.0666,0.0155,0.8427859375771218
BRD:BRD-A32796301-001-01-6,,0.1484,0.26302185089302055,146,225,0.2741,0.2433,0.8349035894501562
BRD:BRD-A32988684-003-08-7,,0.0619,0.9799457182294999,160,272,-0.1357,-0.0883,0.9968230441881646
BRD:BRD-A33084557-001-06-6,,0.0036,0.921258381217451,160,271,-0.0685,-0.0601,0.9911771766934693
BRD:BRD-A33168282-003-18-0,,-0.1036,0.3529753890832381,160,269,0.1373,0.1651,0.8805440381323428
BRD:BRD-A33352494-316-01-6,,0.0978,0.3462805503211521,158,261,0.0911,0.028,0.877493965785386
BRD:BRD-A33447119-001-10-8,,0.0172,0.9718407808056405,160,274,-0.1435,-0.1381,0.9957738665463917
BRD:BRD-A33479817-003-03-7,,-0.0651,0.5446300910916264,159,261,-0.1028,-0.0757,0.9262381813526352
BRD:BRD-A33514596-003-01-2,,-0.0362,0.913116239056563,160,269,0.0814,0.0499,0.9900649210308277
BRD:BRD-A33603104-003-02-9,,0.0339,0.21135605451751394,207,392,-0.1875,-0.2365,0.7952524709201358
BRD:BRD-A33692381-001-01-9,,0.0761,0.7160228103963671,160,271,0.2143,0.2258,0.9545154224405397
BRD:BRD-A33697453-008-02-4,,-0.172,0.09779958992484598,160,271,-0.0513,0.0065,0.7044871450438293
BRD:BRD-A33711280-003-03-1,,0.0908,0.28618584188776697,160,274,0.1081,0.0937,0.852200870651414
BRD:BRD-A33894669-065-01-9,,0.0048,0.8530700908381177,158,261,-0.0434,-0.0414,0.9828903017082028
BRD:BRD-A34006693-001-15-4,,-0.0511,0.5713327500098451,159,269,0.11,0.1226,0.9329961501918992
BRD:BRD-A34205397-001-04-5,,0.1189,0.13040151943086378,161,272,0.094,0.0274,0.7497127982425101
BRD:BRD-A34255068-001-34-5,,0.0417,0.6845954889105434,160,271,0.032,0.0079,0.951056024870055
BRD:BRD-A34358106-003-01-6,,-0.1323,0.30730029098961054,160,271,-0.2408,-0.2112,0.8598571231999333
BRD:BRD-A34603619-001-01-9,,0.0824,0.3131638624964962,159,261,-0.2019,-0.2461,0.8627015016625914
BRD:BRD-A34716233-004-03-5,,-0.007,0.885299952970292,161,271,0.1006,0.0874,0.9875221598065901
BRD:BRD-A34751532-001-06-9,,0.0243,0.873230017979638,161,269,-0.0203,0.0041,0.9852119206041248
BRD:BRD-A34788695-003-10-2,,-0.1964,0.10079319459818573,158,261,0.1051,0.1414,0.7092080739084777
BRD:BRD-A35379661-001-04-6,,-0.121,0.11635163931406257,158,268,0.0457,0.0783,0.7342425981747234
BRD:BRD-A35425966-001-02-3,,-0.208,0.03433014930813161,146,225,-0.1441,-0.1057,0.614264563602898
BRD:BRD-A35588707-001-05-5,,0.1089,0.2817997153302185,161,272,-2.7576,-2.8732,0.8503174282806983
BRD:BRD-A35623999-001-05-7,,0.0095,0.6617170904483073,161,271,0.0591,0.0286,0.9477028146264515
BRD:BRD-A35667010-001-01-8,,-0.1392,0.18210238789780486,159,261,-0.0311,-0.0135,0.7719857179720939
BRD:BRD-A35868371-005-01-6,,0.1282,0.17650985852330714,160,269,-0.0162,-0.0635,0.7719857179720939
BRD:BRD-A35912562-001-02-8,,-0.0656,0.573986474600472,160,272,0.2643,0.2859,0.9329961501918992
BRD:BRD-A35989968-001-04-2,,0.1012,0.24958106450435524,160,271,0.2787,0.2256,0.8274684706955918
BRD:BRD-A36010170-001-04-0,,0.004,0.9335407452881213,160,272,0.2159,0.2534,0.9928820916017232
BRD:BRD-A36013532-001-01-3,,0.0364,0.7704509721443678,146,226,-1.3545,-1.4202,0.9691827743502455
BRD:BRD-A36057565-001-01-0,,-0.1263,0.16445886113184016,160,269,-3.7248,-3.5783,0.7580792308814568
BRD:BRD-A36074203-003-07-6,,-0.2307,0.035866143258563334,160,273,0.0588,0.1613,0.6157644673119234
BRD:BRD-A36217750-001-16-3,,-0.0715,0.45727835956764307,160,272,0.2352,0.2544,0.9023307356769242
BRD:BRD-A36267905-003-18-4,,-0.0907,0.34956804106424666,153,265,-1.7172,-1.5807,0.877493965785386
BRD:BRD-A36318220-001-08-8,,-0.1452,0.2631246474340314,160,273,0.0747,0.1062,0.8349035894501562
BRD:BRD-A36331462-001-02-1,,-0.0828,0.23829458277576077,160,269,-4.1875,-3.92,0.8162205156287797
BRD:BRD-A36456202-001-01-3,,-0.0387,0.6064136177272024,153,265,-0.2084,-0.1869,0.9346603638138195
BRD:BRD-A37288617-003-02-2,,-0.0064,0.9871355204580469,162,274,0.0443,-0.0049,0.9983132905153197
BRD:BRD-A37347161-003-02-6,,-0.1621,0.36419425122624016,160,273,-0.2189,-0.1807,0.883915821681412
BRD:BRD-A37390343-003-03-5,,0.1297,0.14749905265060773,160,273,-0.0711,-0.1193,0.7517140198448152
BRD:BRD-A37441042-003-04-8,,0.0996,0.3032899436502591,161,272,-0.146,-0.1726,0.8598571231999333
BRD:BRD-A37492983-001-10-3,,-0.1968,0.062467520819830695,160,275,0.0202,0.077,0.6407815066970085
BRD:BRD-A37704979-001-10-7,,-0.028,0.5687842631313706,161,271,-0.0417,-0.0098,0.9329961501918992
BRD:BRD-A37752546-001-01-9,,0.075,0.7749849789955666,146,226,0.1122,0.1056,0.9694738239320765
BRD:BRD-A37752546-001-02-9,,-0.0466,0.46415440818445175,208,394,0.0029,0.0076,0.9044487510828714
BRD:BRD-A37873789-003-02-9,,-0.001,0.9365538535469782,207,391,0.0126,-0.0611,0.9928820916017232
BRD:BRD-A38076815-003-10-3,,-0.1147,0.14684651298345858,162,274,0.0958,0.1217,0.7517140198448152
BRD:BRD-A38218502-001-01-2,,0.0513,0.6503017421981375,160,274,0.0462,0.0298,0.9453138419762234
BRD:BRD-A38350138-001-04-9,,0.2361,0.03630055423900069,156,264,0.0152,-0.0649,0.6157644673119234
BRD:BRD-A38592941-001-02-7,,0.1156,0.6949940423700944,162,274,0.1322,0.1163,0.9513793443728615
BRD:BRD-A38706605-001-01-2,,0.0515,0.7494427704291773,158,260,-0.2069,-0.1909,0.9614049520525436
BRD:BRD-A38747044-001-02-3,,0.1486,0.1263602842717851,161,271,0.3184,0.2783,0.7497127982425101
BRD:BRD-A39052811-048-11-0,,0.0378,0.86848375059103,160,272,0.3369,0.3152,0.9852119206041248
BRD:BRD-A39189014-003-22-7,,-0.0099,0.7969050397669413,160,272,0.1992,0.2082,0.9735751623383382
BRD:BRD-A39230911-001-10-2,,-0.1086,0.34296057972004446,160,274,0.0702,0.0782,0.8770510734740014
BRD:BRD-A39255369-001-03-1,,-0.0711,0.5120673070247708,160,274,-0.1489,-0.129,0.9136892800497427
BRD:BRD-A39390670-236-10-7,,-0.0739,0.6480189328443438,160,274,-0.0126,0.0181,0.9453138419762234
BRD:BRD-A39791822-001-05-1,,-0.1021,0.26373598675241283,161,272,0.2961,0.3629,0.8349035894501562
BRD:BRD-A39794701-003-01-6,,0.1845,0.06338845240213441,145,222,0.0298,-0.0381,0.6462576453611001
BRD:BRD-A39935389-001-05-9,,0.08,0.5833258497650551,160,274,-0.1349,-0.2261,0.9329961501918992
BRD:BRD-A40084411-003-07-7,,0.0524,0.6426810473053326,158,268,0.158,0.1353,0.9453138419762234
BRD:BRD-A40257118-001-02-0,,0.0959,0.2823342617277327,207,392,0.015,-0.0115,0.8505100430928594
BRD:BRD-A40302156-001-01-9,,-0.0879,0.5287858792586863,159,261,-0.0016,0.0035,0.9211021344706207
BRD:BRD-A40413915-003-01-2,,-0.0357,0.8526823392069312,161,271,0.2859,0.2811,0.9828903017082028
BRD:BRD-A40504327-003-02-9,,0.0596,0.43178020786129856,207,392,-0.0205,-0.0587,0.8949290633022641
BRD:BRD-A40546373-001-01-8,,0.0704,0.3855500047205409,159,261,0.0187,-0.0289,0.8889305931741535
BRD:BRD-A40639672-234-18-0,,-0.0589,0.6543984812267643,158,268,0.1328,0.1572,0.9453138419762234
BRD:BRD-A40777960-001-04-2,,-0.0529,0.49581330082106545,160,272,0.2508,0.2816,0.9093851930890664
BRD:BRD-A40787240-066-04-6,,-0.0886,0.27695962528171014,158,268,-0.0963,-0.0559,0.8479114511755912
BRD:BRD-A40940854-001-01-1,,0.1042,0.19212142540859922,160,272,0.4693,0.4046,0.7808964435563936
BRD:BRD-A41250306-001-11-7,,-0.1232,0.3888611640883216,160,275,-0.6448,-0.6111,0.8889305931741535
BRD:BRD-A41304429-001-14-8,,-0.1507,0.30159948542688664,160,272,-0.1392,-0.0454,0.8598571231999333
BRD:BRD-A41385909-001-01-3,,-0.0268,0.9906214150729268,150,258,-0.0756,-0.054,0.9983132905153197
BRD:BRD-A41387824-001-06-0,,-0.1588,0.1073373138745152,207,392,-0.0537,0.0153,0.7249029323868887
BRD:BRD-A41450521-075-10-8,,0.0483,0.35927102530838084,160,269,-0.0049,-0.0403,0.883915821681412
BRD:BRD-A41451487-001-11-2,,-0.1036,0.36909404468572604,158,268,0.0637,0.0596,0.8850915916995977
BRD:BRD-A41692738-001-07-6,,-0.0891,0.5139356840636622,160,271,-0.0433,-0.0218,0.914374933748138
BRD:BRD-A41698174-003-12-0,,0.0722,0.5646213847095902,159,261,-0.0112,-0.0318,0.9329961501918992
BRD:BRD-A41714661-001-02-0,,-0.0533,0.9717568071714051,160,273,0.096,0.1019,0.9957738665463917
BRD:BRD-A41774846-001-01-4,,0.0286,0.6974782026658533,160,275,0.3211,0.3137,0.9513793443728615
BRD:BRD-A41995253-001-04-5,,-0.0274,0.5972218972075354,161,271,-0.0622,-0.0509,0.9329961501918992
