drug_name,targets,pathway_id,pathway_name,raw_distance,z_score,p_value,proximity_score,significant
ALTANSERIN,HTR2A,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
AMOXAPINE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
AMOXAPINE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
AMOXAPINE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
AMOXAPINE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
AMOXAPINE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
AMOXAPINE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
AMOXAPINE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
AMOXAPINE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
AMOXAPINE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
AMOXAPINE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
AMOXAPINE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
ANANDAMIDE,CNR1;CNR2,R-HSA-112316,neuronal system,3.2857,0.4806,0.684587,0.0,False
ANANDAMIDE,CNR1;CNR2,GO:0007399,nervous system development,3.5,1.0817,0.860305,0.0,False
ANANDAMIDE,CNR1;CNR2,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
ANANDAMIDE,CNR1;CNR2,hsa04728,dopaminergic synapse,2.3333,-0.9935,0.160232,0.1987,False
ANANDAMIDE,CNR1;CNR2,GO:0007409,axonogenesis,3.25,-0.0694,0.472347,0.0139,False
ANANDAMIDE,CNR1;CNR2,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
ANANDAMIDE,CNR1;CNR2,GO:0030182,neuron differentiation,3.25,0.3801,0.648079,0.0,False
ANANDAMIDE,CNR1;CNR2,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
ANANDAMIDE,CNR1;CNR2,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
ANANDAMIDE,CNR1;CNR2,GO:0048699,generation of neurons,3.3333,0.296,0.616389,0.0,False
ANANDAMIDE,CNR1;CNR2,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
APLYSAMINE,HRH3,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
APLYSAMINE,HRH3,GO:0007399,nervous system development,3.8333,0.7856,0.783957,0.0,False
APLYSAMINE,HRH3,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
APLYSAMINE,HRH3,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
APLYSAMINE,HRH3,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
APLYSAMINE,HRH3,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
APLYSAMINE,HRH3,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
APLYSAMINE,HRH3,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
APLYSAMINE,HRH3,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
APLYSAMINE,HRH3,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
APLYSAMINE,HRH3,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
APOMORPHINE,DRD1;DRD2,R-HSA-112316,neuronal system,3.0,-0.2933,0.38465,0.0587,False
APOMORPHINE,DRD1;DRD2,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
APOMORPHINE,DRD1;DRD2,GO:0007268,chemical synaptic transmission,2.625,-1.1273,0.129812,0.2255,False
APOMORPHINE,DRD1;DRD2,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
APOMORPHINE,DRD1;DRD2,GO:0007409,axonogenesis,2.75,-1.3783,0.084059,0.2757,False
APOMORPHINE,DRD1;DRD2,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
APOMORPHINE,DRD1;DRD2,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
APOMORPHINE,DRD1;DRD2,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
APOMORPHINE,DRD1;DRD2,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
APOMORPHINE,DRD1;DRD2,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
APOMORPHINE,DRD1;DRD2,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
APRACLONIDINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
APRACLONIDINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
APRACLONIDINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
APRACLONIDINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
APRACLONIDINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
APRACLONIDINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
APRACLONIDINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
APRACLONIDINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
APRACLONIDINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
APRACLONIDINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
APRACLONIDINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
APROFENE,CHRM1;CHRM4,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
APROFENE,CHRM1;CHRM4,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
APROFENE,CHRM1;CHRM4,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
APROFENE,CHRM1;CHRM4,hsa04728,dopaminergic synapse,2.6667,-0.1818,0.427863,0.0364,False
APROFENE,CHRM1;CHRM4,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
APROFENE,CHRM1;CHRM4,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
APROFENE,CHRM1;CHRM4,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
APROFENE,CHRM1;CHRM4,GO:0001764,neuron migration,2.5,-0.7027,0.241133,0.1405,False
APROFENE,CHRM1;CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
APROFENE,CHRM1;CHRM4,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
APROFENE,CHRM1;CHRM4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
ARECOLINE,CHRM1;CHRM4,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
ARECOLINE,CHRM1;CHRM4,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
ARECOLINE,CHRM1;CHRM4,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
ARECOLINE,CHRM1;CHRM4,hsa04728,dopaminergic synapse,2.6667,-0.1818,0.427863,0.0364,False
ARECOLINE,CHRM1;CHRM4,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
ARECOLINE,CHRM1;CHRM4,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
ARECOLINE,CHRM1;CHRM4,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
ARECOLINE,CHRM1;CHRM4,GO:0001764,neuron migration,2.5,-0.7027,0.241133,0.1405,False
ARECOLINE,CHRM1;CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
ARECOLINE,CHRM1;CHRM4,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
ARECOLINE,CHRM1;CHRM4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
ASTEMIZOLE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
ASTEMIZOLE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
ASTEMIZOLE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
ASTEMIZOLE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
ASTEMIZOLE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
ASTEMIZOLE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
ASTEMIZOLE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
ASTEMIZOLE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
ASTEMIZOLE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
ASTEMIZOLE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
ASTEMIZOLE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
ATOMOXETINE,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
ATOMOXETINE,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
ATOMOXETINE,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
ATOMOXETINE,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
ATOMOXETINE,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
ATOMOXETINE,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
ATOMOXETINE,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
ATOMOXETINE,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
ATOMOXETINE,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
ATOMOXETINE,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
ATOMOXETINE,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
ATROPINE,CHRM1;CHRM4,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
ATROPINE,CHRM1;CHRM4,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
ATROPINE,CHRM1;CHRM4,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
ATROPINE,CHRM1;CHRM4,hsa04728,dopaminergic synapse,2.6667,-0.1818,0.427863,0.0364,False
ATROPINE,CHRM1;CHRM4,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
ATROPINE,CHRM1;CHRM4,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
ATROPINE,CHRM1;CHRM4,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
ATROPINE,CHRM1;CHRM4,GO:0001764,neuron migration,2.5,-0.7027,0.241133,0.1405,False
ATROPINE,CHRM1;CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
ATROPINE,CHRM1;CHRM4,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
ATROPINE,CHRM1;CHRM4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
AZAPROPHEN,CHRM1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
AZAPROPHEN,CHRM1,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
AZAPROPHEN,CHRM1,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
AZAPROPHEN,CHRM1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
AZAPROPHEN,CHRM1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
AZAPROPHEN,CHRM1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
AZAPROPHEN,CHRM1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
AZAPROPHEN,CHRM1,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
AZAPROPHEN,CHRM1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
AZAPROPHEN,CHRM1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
AZAPROPHEN,CHRM1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
AZD6280,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
AZD6280,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
AZD6280,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
AZD6280,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
AZD6280,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
AZD6280,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
AZD6280,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
AZD6280,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
AZD6280,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
AZD6280,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
AZD6280,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
AZD7325,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
AZD7325,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
AZD7325,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
AZD7325,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
AZD7325,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
AZD7325,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
AZD7325,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
AZD7325,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
AZD7325,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
AZD7325,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
AZD7325,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
BASMISANIL,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
BASMISANIL,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
BASMISANIL,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
BASMISANIL,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
BASMISANIL,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
BASMISANIL,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
BASMISANIL,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
BASMISANIL,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
BASMISANIL,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
BASMISANIL,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
BASMISANIL,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
BAY-207,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
BAY-207,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
BAY-207,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
BAY-207,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
BAY-207,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
BAY-207,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
BAY-207,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
BAY-207,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
BAY-207,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
BAY-207,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
BAY-207,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
BAY-826,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
BAY-826,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
BAY-826,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
BAY-826,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
BAY-826,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
BAY-826,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
BAY-826,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
BAY-826,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
BAY-826,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
BAY-826,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
BAY-826,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
BAY-974,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
BAY-974,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
BAY-974,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
BAY-974,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
BAY-974,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
BAY-974,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
BAY-974,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
BAY-974,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
BAY-974,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
BAY-974,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
BAY-974,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
BENZETHONIUM CHLORIDE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
BENZETHONIUM CHLORIDE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
BENZTROPINE,CHRM4,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
BENZTROPINE,CHRM4,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
BENZTROPINE,CHRM4,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
BENZTROPINE,CHRM4,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
BENZTROPINE,CHRM4,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
BENZTROPINE,CHRM4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
BENZTROPINE,CHRM4,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
BENZTROPINE,CHRM4,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
BENZTROPINE,CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
BENZTROPINE,CHRM4,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
BENZTROPINE,CHRM4,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
BETA-CCM,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
BETA-CCM,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
BETA-CCM,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
BETA-CCM,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
BETA-CCM,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
BETA-CCM,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
BETA-CCM,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
BETA-CCM,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
BETA-CCM,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
BETA-CCM,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
BETA-CCM,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
BP-897,DRD1;DRD3,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
BP-897,DRD1;DRD3,GO:0007399,nervous system development,3.3333,0.5616,0.712822,0.0,False
BP-897,DRD1;DRD3,GO:0007268,chemical synaptic transmission,2.75,-0.7669,0.221571,0.1534,False
BP-897,DRD1;DRD3,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
BP-897,DRD1;DRD3,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
BP-897,DRD1;DRD3,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
BP-897,DRD1;DRD3,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
BP-897,DRD1;DRD3,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
BP-897,DRD1;DRD3,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
BP-897,DRD1;DRD3,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
BP-897,DRD1;DRD3,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
BRIMONIDINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
BRIMONIDINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
BRIMONIDINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
BRIMONIDINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
BRIMONIDINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
BRIMONIDINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
BRIMONIDINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
BRIMONIDINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
BRIMONIDINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
BRIMONIDINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
BRIMONIDINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
BROLAMFETAMINE,HTR2A,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
BROLAMFETAMINE,HTR2A,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
BROLAMFETAMINE,HTR2A,GO:0007268,chemical synaptic transmission,2.875,-1.1319,0.128838,0.2264,False
BROLAMFETAMINE,HTR2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
BROLAMFETAMINE,HTR2A,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
BROLAMFETAMINE,HTR2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
BROLAMFETAMINE,HTR2A,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
BROLAMFETAMINE,HTR2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
BROLAMFETAMINE,HTR2A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
