drug_a,drug_b,n_pathways_union,n_target_classes,target_classes,covered_pathways,complementarity,combo_score,ddi_severity,ddi_mechanism,ddi_recommendation,safety_score,adjusted_score,safety_a,safety_b,a_in_trials,b_in_trials
CLOZAPINE,DULOXETINE,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7122,unknown,,,0.35,0.2493,,,,
CLOZAPINE,FLUOXETINE,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7122,unknown,,,0.35,0.2493,,,,
CLOZAPINE,NEFAZODONE,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7122,unknown,,,0.35,0.2493,,,,
CLOZAPINE,PAROXETINE,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7122,unknown,,,0.35,0.2493,,,,
CLOZAPINE,SERTRALINE,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7122,unknown,,,0.35,0.2493,,,,
CLOZAPINE,VENLAFAXINE,4,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7122,unknown,,,0.35,0.2493,,,,
ARIPIPRAZOLE,OLANZAPINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.525,0.2492,tier_1_favorable,,True,
ECOPIPAM,ZIPRASIDONE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4746,unknown,,,0.525,0.2492,tier_1_favorable,,True,
CLOZAPINE,XANOMELINE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5903,unknown,,,0.42,0.2479,,tier_2_acceptable,,False
KETANSERIN,XANOMELINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5785,unknown,,,0.42,0.243,,tier_2_acceptable,,False
ARIPIPRAZOLE,KETANSERIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.462,unknown,,,0.525,0.2426,tier_1_favorable,,True,
ARIPIPRAZOLE,SEROTONIN,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.462,unknown,,,0.525,0.2426,tier_1_favorable,,True,
ARIPIPRAZOLE,DOPAMINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4611,unknown,,,0.525,0.2421,tier_1_favorable,,True,
DOPAMINE,ECOPIPAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4598,unknown,,,0.525,0.2414,,tier_1_favorable,,True
ARIPIPRAZOLE,FLUOXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6433,moderate,CYP2D6 inhibition may increase aripiprazole levels,Reduce aripiprazole dose to 50%,0.375,0.2412,tier_1_favorable,,True,
ARIPIPRAZOLE,PAROXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6433,moderate,CYP2D6 inhibition may increase aripiprazole levels,Reduce aripiprazole dose,0.375,0.2412,tier_1_favorable,,True,
CLONIDINE,ATOMOXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,CITALOPRAM,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,DULOXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,FLUOXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,NEFAZODONE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,PAROXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,SERTRALINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,VENLAFAXINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,ATOMOXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,CITALOPRAM,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,DULOXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,FLUOXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,NEFAZODONE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,PAROXETINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,SERTRALINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
GUANFACINE,VENLAFAXINE,3,2,adrenergic;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,1,0.4591,unknown,,,0.525,0.241,tier_1_favorable,,True,
CLONIDINE,PIMAVANSERIN,3,2,adrenergic;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,0,0.3539,minor,No significant PK interaction; complementary 5-HT2A/alpha2 mechanisms,Favorable combination for TS,0.675,0.2389,tier_1_favorable,,True,
GUANFACINE,PIMAVANSERIN,3,2,adrenergic;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system,0,0.3539,minor,No significant PK interaction; complementary 5-HT2A/alpha2 mechanisms,Favorable combination for TS,0.675,0.2389,tier_1_favorable,,True,
QUETIAPINE,ATOMOXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
QUETIAPINE,CITALOPRAM,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
QUETIAPINE,DULOXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
QUETIAPINE,FLUOXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
QUETIAPINE,NEFAZODONE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
QUETIAPINE,PAROXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
QUETIAPINE,SERTRALINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
QUETIAPINE,VENLAFAXINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6767,unknown,,,0.35,0.2368,,,,
ATOMOXETINE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
CITALOPRAM,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
DULOXETINE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
FLUOXETINE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
NEFAZODONE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
PAROXETINE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
SERTRALINE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
VENLAFAXINE,L-745870,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6756,unknown,,,0.35,0.2365,,,,
ZIPRASIDONE,ATOMOXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
ZIPRASIDONE,CITALOPRAM,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
ZIPRASIDONE,DULOXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
ZIPRASIDONE,FLUOXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
ZIPRASIDONE,NEFAZODONE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
ZIPRASIDONE,PAROXETINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
ZIPRASIDONE,SERTRALINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
ZIPRASIDONE,VENLAFAXINE,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6743,unknown,,,0.35,0.236,,,,
HALOPERIDOL,CLONIDINE,4,3,adrenergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5172,unknown,,,0.455,0.2353,tier_3_caution,tier_1_favorable,False,True
HALOPERIDOL,GUANFACINE,4,3,adrenergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5172,unknown,,,0.455,0.2353,tier_3_caution,tier_1_favorable,False,True
ARIPIPRAZOLE,(R)-SKF-38393,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4436,unknown,,,0.525,0.2329,tier_1_favorable,,True,
ARIPIPRAZOLE,A-86929,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4436,unknown,,,0.525,0.2329,tier_1_favorable,,True,
ARIPIPRAZOLE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4436,unknown,,,0.525,0.2329,tier_1_favorable,,True,
ARIPIPRAZOLE,DIHYDREXIDINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4436,unknown,,,0.525,0.2329,tier_1_favorable,,True,
ARIPIPRAZOLE,FENOLDOPAM,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4436,unknown,,,0.525,0.2329,tier_1_favorable,,True,
ARIPIPRAZOLE,MAZAPERTINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4436,unknown,,,0.525,0.2329,tier_1_favorable,,True,
ARIPIPRAZOLE,ISOCLOZAPINE,4,3,cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4429,unknown,,,0.525,0.2325,tier_1_favorable,,True,
ECOPIPAM,(R)-SKF-38393,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4422,unknown,,,0.525,0.2322,tier_1_favorable,,True,
ECOPIPAM,A-86929,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4422,unknown,,,0.525,0.2322,tier_1_favorable,,True,
ECOPIPAM,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4422,unknown,,,0.525,0.2322,tier_1_favorable,,True,
ECOPIPAM,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4422,unknown,,,0.525,0.2322,tier_1_favorable,,True,
ECOPIPAM,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4422,unknown,,,0.525,0.2322,tier_1_favorable,,True,
ECOPIPAM,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4422,unknown,,,0.525,0.2322,tier_1_favorable,,True,
ECOPIPAM,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4416,unknown,,,0.525,0.2318,tier_1_favorable,,True,
OLANZAPINE,XANOMELINE,4,4,adrenergic;cholinergic;dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.5512,unknown,,,0.42,0.2315,,tier_2_acceptable,,False
KETANSERIN,ATOMOXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
KETANSERIN,CITALOPRAM,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
KETANSERIN,DULOXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
KETANSERIN,FLUOXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
KETANSERIN,NEFAZODONE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
KETANSERIN,PAROXETINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
KETANSERIN,SERTRALINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
KETANSERIN,VENLAFAXINE,4,3,dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6603,unknown,,,0.35,0.2311,,,,
ATOMOXETINE,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6595,unknown,,,0.35,0.2308,,,,
CITALOPRAM,GR-127935,4,3,cholinergic;dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6595,unknown,,,0.35,0.2308,,,,
