treatment_id,compound,compound_key,d,pvalue,n_mut,n_wt,median_sens_mut,median_sens_wt,qvalue
BRD:BRD-M29182745-001-01-4,,BRD-M29182745,-0.3509,0.17003664110546984,25,373,-0.1442,0.0255,0.806786776426494
BRD:BRD-K92723993-001-06-7,Imatinib,BRD-K92723993,-0.3508,0.09741942890589184,32,411,-0.8071,-0.6261,0.756951946836023
BRD:BRD-K21452876-003-01-8,,BRD-K21452876,-0.3506,0.07267217329448575,32,393,-0.7124,-0.5855,0.7186517827439032
BRD:BRD-K84783599-001-01-0,,BRD-K84783599,-0.3501,0.038987698619511214,32,393,-0.4712,-0.3323,0.6408354951136063
BRD:BRD-K68395654-001-03-1,,BRD-K68395654,-0.3498,0.008369852287724596,32,410,-0.4766,-0.1366,0.4908349797770115
BRD:BRD-K20290250-001-02-1,,BRD-K20290250,-0.3493,0.14315503030153098,27,386,-0.2257,-0.1456,0.7984674928098296
BRD:BRD-K74965187-001-01-3,,BRD-K74965187,-0.3487,0.07235480198518121,31,346,-0.1473,-0.04,0.7186517827439032
BRD:BRD-K00005335-001-01-9,CycLuc1,BRD-K00005335,-0.3475,0.04276887820469356,38,574,-0.4121,-0.209,0.6408354951136063
BRD:BRD-K12994359-001-18-4,,BRD-K12994359,-0.3472,0.07594608941983211,32,393,-0.2837,-0.1026,0.7186517827439032
BRD:BRD-K02130563-001-11-4,,BRD-K02130563,-0.3472,0.04102416606616199,31,408,-4.0968,-3.7124,0.6408354951136063
BRD:BRD-K00003367-001-01-9,uki-1,BRD-K00003367,-0.3465,0.015085512158534188,38,574,-0.23,-0.0952,0.5258261695600608
BRD:BRD-K00337317-001-06-6,,BRD-K00337317,-0.3461,0.06627797271398653,32,408,-0.1131,0.0607,0.7186517827439032
BRD:BRD-K51911221-001-01-2,,BRD-K51911221,-0.346,0.0497404011324408,32,410,-4.6495,-4.1507,0.6635203587479306
BRD:BRD-K20745393-003-01-0,,BRD-K20745393,-0.3458,0.06955396625000551,31,406,-0.0067,0.0724,0.7186517827439032
BRD:BRD-A90926615-001-01-9,,BRD-A90926615,-0.3455,0.04396335912509367,32,408,-0.0519,0.0725,0.6425277875284288
BRD:BRD-K99475619-001-01-2,,BRD-K99475619,-0.3428,0.07797314514563898,31,401,-5.1721,-4.1797,0.7186517827439032
BRD:BRD-K00004663-001-01-9,tinazoline,BRD-K00004663,-0.3424,0.014854081462265072,38,571,-0.1497,0.0085,0.5258261695600608
BRD:BRD-K73293050-001-03-1,,BRD-K73293050,-0.3424,0.020313796256273546,31,406,-2.5989,-2.238,0.5502692648511895
BRD:BRD-K29066607-001-02-9,D-157495,BRD-K29066607,-0.3424,0.0645279190543762,38,574,-0.733,-0.5982,0.7186517827439032
BRD:BRD-K63253858-001-01-5,,BRD-K63253858,-0.3421,0.07497208409038368,31,346,-0.2012,-0.1596,0.7186517827439032
BRD:BRD-K50785021-001-02-1,,BRD-K50785021,-0.3419,0.04709003007897624,32,411,0.2817,0.352,0.6580661876711204
BRD:BRD-K42019693-001-01-5,,BRD-K42019693,-0.3419,0.02188621146364593,31,347,0.2265,0.3165,0.5502692648511895
BRD:BRD-A59001851-001-02-1,,BRD-A59001851,-0.3419,0.03933103337179301,32,393,-0.2915,-0.2198,0.6408354951136063
BRD:BRD-K24556407-001-02-3,,BRD-K24556407,-0.3404,0.08135444603341065,32,408,-0.2104,0.0391,0.7192920099043585
BRD:BRD-A20550616-001-02-9,,BRD-A20550616,-0.3367,0.13951514075345595,27,387,-0.3676,-0.1726,0.7966920413432186
BRD:BRD-K40718343-001-02-6,,BRD-K40718343,-0.3366,0.08354376878054794,32,411,-0.5095,0.0107,0.724472784188915
BRD:BRD-K81935556-001-02-9,TCS-3035,BRD-K81935556,-0.3361,0.012931093638057636,38,571,-0.112,-0.0159,0.519539205931428
BRD:BRD-K25279140-001-01-5,,BRD-K25279140,-0.3359,0.055860219973528705,32,392,-0.3814,0.1441,0.6866904036392745
BRD:BRD-K90027355-001-13-3,,BRD-K90027355,-0.3349,0.16992762917816756,27,387,-0.6179,-0.2489,0.806786776426494
BRD:BRD-K69932463-001-10-6,,BRD-K69932463,-0.3337,0.06614240260218086,31,406,-3.4509,-2.9128,0.7186517827439032
BRD:BRD-K80608265-001-01-6,,BRD-K80608265,-0.3335,0.11607600353782646,32,376,-0.2364,-0.0508,0.7705218631983937
BRD:BRD-K13390322-001-06-3,,BRD-K13390322,-0.3333,0.07264080222157167,31,401,-4.4702,-3.7394,0.7186517827439032
BRD:BRD-K94979336-001-20-0,,BRD-K94979336,-0.3333,0.0694891935195023,31,346,-0.0284,0.0631,0.7186517827439032
BRD:BRD-K53788420-001-01-1,,BRD-K53788420,-0.3332,0.03654307135924548,31,346,-0.0931,-0.0119,0.6364317435280217
BRD:BRD-K58810291-001-16-2,,BRD-K58810291,-0.3327,0.09010660048857487,31,396,-0.2218,-0.087,0.7401041101880866
BRD:BRD-K81341251-001-02-9,TRAM-39,BRD-K81341251,-0.3326,0.03511418596253745,38,573,-0.2986,-0.0524,0.6314521649588446
BRD:BRD-A95755460-001-01-3,,BRD-A95755460,-0.3326,0.10929195804353103,31,404,-0.5915,-0.3771,0.761471656896866
BRD:BRD-K00003134-001-01-9,deslorelin,BRD-K00003134,-0.3311,0.027684114732422938,38,573,-0.2944,-0.1703,0.582023638630653
BRD:BRD-K82122102-323-01-1,,BRD-K82122102,-0.331,0.12054748841073966,31,401,-0.6729,-0.5717,0.7813312245523782
BRD:BRD-A25687296-300-04-3,,BRD-A25687296,-0.3309,0.09212586255576302,32,407,-3.9849,-3.2992,0.7443304229409352
BRD:BRD-K56086081-001-01-7,,BRD-K56086081,-0.3308,0.0701184411198075,31,347,-0.124,-0.0963,0.7186517827439032
BRD:BRD-K80700417-001-04-2,,BRD-K80700417,-0.3302,0.1333572825114527,32,409,-0.391,-0.2626,0.7911972659370491
BRD:BRD-K07150325-001-01-7,,BRD-K07150325,-0.3301,0.10558558261411218,31,346,0.1508,0.2345,0.756951946836023
BRD:BRD-K40604024-001-02-9,KRCA-0008,BRD-K40604024,-0.33,0.10028277195956732,38,573,-0.5344,-0.3616,0.756951946836023
BRD:BRD-K36697397-003-02-9,GSK1562590,BRD-K36697397,-0.3293,0.021182285664302348,38,573,-0.0905,0.0625,0.5502692648511895
BRD:BRD-K00003405-001-01-9,evobrutinib,BRD-K00003405,-0.3291,0.03341706595033579,38,574,-0.2849,-0.0865,0.613248318385892
BRD:BRD-K59317601-001-05-5,,BRD-K59317601,-0.3267,0.04824220718853832,32,410,-2.3808,-1.998,0.6581091613820417
BRD:BRD-K00004717-001-01-9,R-121919,BRD-K00004717,-0.3265,0.03462105582756405,38,571,-0.141,-0.0602,0.628548045639465
BRD:BRD-K72912098-001-02-3,,BRD-K72912098,-0.3265,0.09667432082244144,27,387,-0.0637,0.1051,0.7545041820510084
BRD:BRD-K87454346-001-01-1,NVP-TNKS656,BRD-K87454346,-0.3264,0.021314321378305447,38,571,-0.3183,-0.1811,0.5502692648511895
BRD:BRD-K26921335-003-01-2,CP-640186,BRD-K26921335,-0.3259,0.02237368955250414,38,573,-0.0534,0.1309,0.5502692648511895
BRD:BRD-K73235735-001-02-7,,BRD-K73235735,-0.3254,0.04383902264364267,31,346,0.0854,0.1514,0.6425277875284288
BRD:BRD-K89015388-001-01-7,,BRD-K89015388,-0.3253,0.061567072128042404,32,407,-0.8064,-0.4555,0.7073441958534821
BRD:BRD-K78627070-001-01-5,,BRD-K78627070,-0.3252,0.11272611435888895,31,347,-0.1501,0.0064,0.7677134568674584
BRD:BRD-A30590053-003-02-9,,BRD-A30590053,-0.3247,0.06548495711230151,32,410,0.0117,0.1176,0.7186517827439032
BRD:BRD-K60371362-001-01-7,,BRD-K60371362,-0.3246,0.05356000354211879,31,346,-0.1072,0.0103,0.6759710484219081
BRD:BRD-K33453211-003-11-5,,BRD-K33453211,-0.3239,0.030875562524814253,32,409,-0.1566,-0.0162,0.5989736408711157
BRD:BRD-K00003513-363-01-9,fondaparinux,BRD-K00003513,-0.3239,0.04267380630827981,38,574,-0.1236,-0.0304,0.6408354951136063
BRD:BRD-K67102207-236-07-7,,BRD-K67102207,-0.3234,0.02928096705427818,31,406,-0.2409,-0.1176,0.582023638630653
BRD:BRD-K99749624-001-07-0,,BRD-K99749624,-0.3229,0.08438787108970121,32,408,-0.1826,-0.014,0.7253084110114825
BRD:BRD-K00003288-003-01-9,glesatinib,BRD-K00003288,-0.3224,0.12921480453622278,38,574,-0.7564,-0.6038,0.7875839522450203
BRD:BRD-K92169341-001-11-2,,BRD-K92169341,-0.3222,0.025622881110619694,31,347,0.0528,0.1105,0.5741893159772532
BRD:BRD-A17453586-003-02-3,,BRD-A17453586,-0.3218,0.11969496334461385,32,410,-0.1817,-0.0742,0.777068521791448
BRD:BRD-A99367815-001-04-9,fumagillin,BRD-A99367815,-0.3217,0.05751173701956178,38,570,-0.8635,-0.6199,0.6866904036392745
BRD:BRD-K62414032-001-12-0,,BRD-K62414032,-0.321,0.07025200995042837,32,410,-0.0873,-0.0484,0.7186517827439032
BRD:BRD-K68674163-001-01-7,,BRD-K68674163,-0.3209,0.09403379959906835,31,346,0.0554,0.0914,0.7485016961426769
BRD:BRD-K87112191-001-04-5,,BRD-K87112191,-0.3206,0.07448381103900152,32,409,-1.5982,-1.2865,0.7186517827439032
BRD:BRD-K41312087-001-02-7,,BRD-K41312087,-0.3196,0.07966205403185343,32,407,-1.2399,-1.0424,0.7186517827439032
BRD:BRD-K78978711-003-01-3,,BRD-K78978711,-0.3194,0.04059186141925863,31,346,-0.3992,-0.3146,0.6408354951136063
BRD:BRD-K66527818-001-02-6,,BRD-K66527818,-0.3191,0.01851059501691869,32,411,-0.4548,-0.2774,0.5502692648511895
BRD:BRD-K74990253-001-02-8,,BRD-K74990253,-0.319,0.07482340595710389,32,410,0.1069,0.2582,0.7186517827439032
BRD:BRD-K84698278-001-03-4,,BRD-K84698278,-0.3188,0.13007714371727483,32,393,-0.2376,-0.1399,0.7894645974532751
BRD:BRD-K17498618-344-02-6,,BRD-K17498618,-0.3187,0.15658825786549876,32,409,-0.5887,-0.3959,0.8041362258757014
BRD:BRD-K65639003-001-09-0,,BRD-K65639003,-0.3187,0.07398662253354657,31,408,-0.4651,-0.3626,0.7186517827439032
BRD:BRD-K97746869-001-27-0,,BRD-K97746869,-0.3185,0.019883648867838492,32,411,-1.2119,-1.0711,0.5502692648511895
BRD:BRD-K57708067-001-01-3,,BRD-K57708067,-0.318,0.18228426095994368,31,346,0.2881,0.2375,0.806786776426494
BRD:BRD-K16605796-001-01-9,T-025,BRD-K16605796,-0.3179,0.07810673569119056,38,573,-0.1908,-0.1164,0.7186517827439032
BRD:BRD-K24968862-001-01-0,,BRD-K24968862,-0.3172,0.09351747783965172,32,411,-0.0783,0.0549,0.7465309058527101
BRD:BRD-K77695569-001-30-0,,BRD-K77695569,-0.3167,0.0395682885012638,32,411,0.007,0.0862,0.6408354951136063
BRD:BRD-A59391172-001-07-7,,BRD-A59391172,-0.3163,0.047955914989952726,31,346,-0.0033,0.0972,0.6581091613820417
BRD:BRD-A55424491-001-19-9,,BRD-A55424491,-0.316,0.08022651713105723,32,405,-1.7312,-1.4967,0.7186517827439032
BRD:BRD-K64852730-001-01-7,,BRD-K64852730,-0.3155,0.04601751392747276,31,346,-0.2222,-0.0681,0.6552021549611294
BRD:BRD-K17894950-001-14-3,,BRD-K17894950,-0.3154,0.11178855875961011,32,409,-0.1286,-0.009,0.766038931619523
BRD:BRD-K00091095-001-01-9,Selpercatinib,BRD-K00091095,-0.3152,0.1291424902163514,38,561,-0.743,-0.6176,0.7875839522450203
BRD:BRD-K00004740-001-01-9,parcetasal,BRD-K00004740,-0.3146,0.07599690796076579,38,571,-0.0833,0.093,0.7186517827439032
BRD:BRD-K62066682-300-01-0,,BRD-K62066682,-0.3133,0.05754445355975658,31,346,0.0703,0.099,0.6866904036392745
BRD:BRD-A34358106-003-01-6,,BRD-A34358106,-0.3131,0.001043146868759484,31,406,-0.3469,-0.2122,0.23609890796256322
BRD:BRD-A55312468-001-04-7,,BRD-A55312468,-0.3126,0.08403637310441046,31,406,-0.6918,-0.4921,0.7252594820079985
BRD:BRD-K26358347-001-01-7,,BRD-K26358347,-0.3125,0.06963848917310703,31,346,0.1533,0.229,0.7186517827439032
BRD:BRD-K49807096-003-15-5,,BRD-K49807096,-0.3119,0.13523477489209487,31,404,-0.1454,-0.0445,0.7943236527160039
BRD:BRD-K42536037-001-01-3,,BRD-K42536037,-0.3114,0.15345119875196359,31,346,0.0157,0.0199,0.8027223725160499
BRD:BRD-A60402836-001-01-0,allicin,BRD-A60402836,-0.3114,0.0491346316141805,38,571,-0.1032,0.0497,0.6632686852093154
BRD:BRD-K54529596-001-26-3,,BRD-K54529596,-0.3108,0.13951566805464638,27,387,-0.1837,-0.0392,0.7966920413432186
BRD:BRD-K43428468-003-04-0,,BRD-K43428468,-0.3105,0.2189000529808428,31,346,0.057,0.0677,0.8340804487878354
BRD:BRD-K23533833-001-01-9,,BRD-K23533833,-0.3101,0.14558378725681134,31,347,0.074,0.1075,0.7991952762042459
BRD:BRD-U51753822-000-01-1,,BRD-U51753822,-0.31,0.03808766565323527,32,408,-0.1969,-0.1014,0.6408354951136063
BRD:BRD-K11428250-001-01-0,,BRD-K11428250,-0.3098,0.022996931764856562,31,346,0.077,0.18,0.5559269611584629
BRD:BRD-K21782625-001-02-4,,BRD-K21782625,-0.3097,0.2116552271624196,32,393,-0.0024,0.0135,0.827598306281554
BRD:BRD-K56334280-001-05-1,,BRD-K56334280,-0.3094,0.07936451047231834,32,410,-0.5509,-0.3426,0.7186517827439032
BRD:BRD-K00674894-001-01-4,,BRD-K00674894,-0.3087,0.0984410410950267,32,393,-0.12,-0.0304,0.756951946836023
BRD:BRD-K02475039-001-01-0,,BRD-K02475039,-0.3083,0.03875139495971274,32,407,0.0846,0.1275,0.6408354951136063
BRD:BRD-K74057164-001-01-6,hemin,BRD-K74057164,-0.3075,0.05843837233418101,38,571,-0.1083,-0.0021,0.6924896128256354
BRD:BRD-K06854232-001-19-9,,BRD-K06854232,-0.3075,0.19135028457136502,31,401,-0.0804,-0.025,0.8075005793906579
BRD:BRD-K46344388-001-01-3,,BRD-K46344388,-0.3073,0.10711967300622229,31,346,-0.2036,-0.0831,0.7578661221081524
BRD:BRD-K80036624-001-04-0,,BRD-K80036624,-0.3071,0.15961941934348223,32,408,0.1167,0.171,0.8041362258757014
BRD:BRD-K42898655-001-01-8,,BRD-K42898655,-0.3064,0.05337096417015566,32,411,-0.6002,-0.3132,0.6759710484219081
BRD:BRD-K00004642-001-01-9,PF-514273,BRD-K00004642,-0.3061,0.11419842720538285,38,571,0.016,0.1507,0.7684028456719467
BRD:BRD-K82484347-001-01-2,,BRD-K82484347,-0.3061,0.14699956247767923,31,347,0.0676,0.1614,0.7991952762042459
BRD:BRD-K70601687-001-01-3,,BRD-K70601687,-0.3058,0.07036013460988025,31,395,-0.2061,-0.0738,0.7186517827439032
BRD:BRD-K89000287-001-01-1,,BRD-K89000287,-0.3057,0.05648979928761036,31,346,0.0095,0.1272,0.6866904036392745
BRD:BRD-K00003238-001-01-9,sitravatinib,BRD-K00003238,-0.3053,0.19132977810045487,38,574,-0.5811,-0.5069,0.8075005793906579
BRD:BRD-K28217197-001-01-4,,BRD-K28217197,-0.3044,0.10065172275780394,32,411,-0.7426,-0.6431,0.756951946836023
BRD:BRD-K28428262-001-04-1,,BRD-K28428262,-0.3036,0.12188821597093752,31,405,0.381,0.3835,0.7857551023400606
BRD:BRD-K00003363-001-01-9,delpazolid,BRD-K00003363,-0.3035,0.016537427674934407,38,571,-0.3315,-0.249,0.5424595841198291
BRD:BRD-K56509348-003-04-9,BMS-182874,BRD-K56509348,-0.3035,0.12876385277191002,38,571,-0.2593,-0.0947,0.7869693518871237
BRD:BRD-K43389675-003-20-9,,BRD-K43389675,-0.3034,0.08192021127413626,32,407,-4.3379,-3.7636,0.7192920099043585
BRD:BRD-A05334458-001-02-8,,BRD-A05334458,-0.3033,0.1513446585776969,32,407,0.2441,0.3324,0.7991952762042459
BRD:BRD-K87782578-001-01-4,,BRD-K87782578,-0.3029,0.13600435862262822,32,408,-0.2022,-0.0028,0.7944972491433249
BRD:BRD-K02782351-003-01-5,,BRD-K02782351,-0.3025,0.07575244080023429,31,346,-0.2365,-0.0712,0.7186517827439032
BRD:BRD-K00091103-001-01-9,SX-682,BRD-K00091103,-0.3021,0.06577214379722729,38,561,-0.1213,0.0023,0.7186517827439032
BRD:BRD-K92303087-001-01-6,,BRD-K92303087,-0.3018,0.07766482231548547,32,411,-0.3113,-0.2012,0.7186517827439032
BRD:BRD-A28958257-001-01-2,,BRD-A28958257,-0.3015,0.1279175994755133,32,410,-0.0597,0.0012,0.7869693518871237
BRD:BRD-K30284967-001-02-9,6-aminopenicillanic-acid,BRD-K30284967,-0.301,0.045426566451510504,38,571,-0.0912,0.034,0.653810936007282
BRD:BRD-K56981171-001-01-0,,BRD-K56981171,-0.301,0.1250764616759737,31,395,-0.2963,-0.3569,0.7865938913579227
BRD:BRD-K77791657-001-01-1,,BRD-K77791657,-0.3007,0.14276578826130332,32,410,-0.0814,0.1856,0.7984674928098296
BRD:BRD-K31698212-001-02-9,,BRD-K31698212,-0.3007,0.10407884675774813,32,410,-0.3524,-0.1301,0.756951946836023
BRD:BRD-K12885236-001-02-7,,BRD-K12885236,-0.3005,0.06030422999768377,31,406,-0.785,-0.5093,0.705179035139857
BRD:BRD-K29462201-001-01-9,,BRD-K29462201,-0.3001,0.1361308475379964,31,404,0.0003,0.0665,0.7944972491433249
BRD:BRD-A94580299-001-10-4,,BRD-A94580299,-0.2999,0.14932307470738487,31,346,-0.1968,-0.0433,0.7991952762042459
BRD:BRD-K13769342-001-01-5,,BRD-K13769342,-0.2996,0.07477063480477505,31,395,-0.1172,0.0041,0.7186517827439032
BRD:BRD-K62040061-001-01-0,,BRD-K62040061,-0.2985,0.08016805363217734,31,395,0.0726,0.1815,0.7186517827439032
BRD:BRD-K60348325-065-09-9,,BRD-K60348325,-0.2984,0.11246771734096389,31,401,-4.5532,-3.9874,0.7667226915111895
BRD:BRD-A07704283-001-01-3,,BRD-A07704283,-0.2971,0.040844276207587606,32,405,-0.0094,0.1101,0.6408354951136063
BRD:BRD-K35936936-001-01-6,,BRD-K35936936,-0.2968,0.09825392746594704,31,347,-0.9487,-0.6231,0.756951946836023
BRD:BRD-K60230970-001-17-5,,BRD-K60230970,-0.2966,0.11714183990588502,27,385,-3.9317,-3.4925,0.7727188716488723
BRD:BRD-K00003235-001-01-9,veledimex,BRD-K00003235,-0.2966,0.06741883040420653,38,574,-0.288,-0.1344,0.7186517827439032
BRD:BRD-K00003394-001-01-9,ABX464,BRD-K00003394,-0.2955,0.07182878024687793,38,571,-0.4066,-0.275,0.7186517827439032
BRD:BRD-K68904758-001-03-5,,BRD-K68904758,-0.2938,0.1318743888424503,31,408,-3.4352,-3.0336,0.7911972659370491
BRD:BRD-K00091126-001-01-9,USL311,BRD-K00091126,-0.2938,0.10926289390333689,38,561,-0.0527,0.1375,0.761471656896866
BRD:BRD-K76606751-001-01-7,,BRD-K76606751,-0.2935,0.16008866999988414,32,410,-0.0585,0.0203,0.8041977624932233
BRD:BRD-K00004549-001-01-9,irganox-1010,BRD-K00004549,-0.2932,0.0448563793004146,38,571,-0.0201,0.0687,0.6507482471940176
BRD:BRD-K72420232-001-12-3,,BRD-K72420232,-0.2932,0.0861560679152102,31,406,-0.3662,-0.0747,0.7315647710850073
BRD:BRD-K94420399-001-01-9,,BRD-K94420399,-0.2928,0.10286204162502698,32,411,-1.041,-0.8294,0.756951946836023
BRD:BRD-K00091277-001-01-9,Petesicatib,BRD-K00091277,-0.2927,0.08547805763575207,38,561,0.1354,0.1887,0.7315647710850073
BRD:BRD-K20958582-001-01-4,,BRD-K20958582,-0.2925,0.1110916214836557,31,406,-1.6032,-1.2436,0.7657990963188043
BRD:BRD-K00152668-001-01-5,,BRD-K00152668,-0.2923,0.10844593137000635,32,407,-4.0942,-3.7381,0.761471656896866
BRD:BRD-K53597484-001-02-7,,BRD-K53597484,-0.2914,0.12621071616337573,31,347,-0.4374,-0.2381,0.7869693518871237
BRD:BRD-K39987650-001-24-1,,BRD-K39987650,-0.2914,0.16708743424861597,32,407,0.2283,0.2979,0.806786776426494
BRD:BRD-K96798615-001-02-9,S4,BRD-K96798615,-0.2912,0.012315767341422326,38,571,-0.1081,0.0294,0.519539205931428
BRD:BRD-K75167327-001-01-6,,BRD-K75167327,-0.2911,0.13796612586384224,31,346,0.0149,0.1442,0.7966920413432186
BRD:BRD-K95123482-001-01-6,,BRD-K95123482,-0.2905,0.07620877083925866,31,346,-0.0771,0.0543,0.7186517827439032
BRD:BRD-A47940219-001-01-4,,BRD-A47940219,-0.2903,0.07777731652043991,31,346,-0.0131,0.0834,0.7186517827439032
BRD:BRD-K08525451-003-05-2,,BRD-K08525451,-0.2899,0.1146995966485987,31,408,-0.9371,-0.6431,0.7684028456719467
BRD:BRD-K34672903-001-01-7,,BRD-K34672903,-0.2898,0.15780212883487962,32,408,0.0636,0.1002,0.8041362258757014
BRD:BRD-K72280606-001-01-2,,BRD-K72280606,-0.2895,0.20591009339055222,31,396,-0.0527,0.0037,0.827598306281554
BRD:BRD-K32164935-001-30-8,,BRD-K32164935,-0.2895,0.11526415170610446,31,406,0.1582,0.2211,0.7684028456719467
BRD:BRD-A99888680-001-04-6,,BRD-A99888680,-0.2894,0.15871729284432579,32,408,-0.3964,-0.2935,0.8041362258757014
BRD:BRD-A51964809-003-12-6,,BRD-A51964809,-0.2893,0.0885977300246041,32,411,-0.781,-0.5083,0.739013946409252
BRD:BRD-A38706605-001-01-2,,BRD-A38706605,-0.2879,0.13202304778105237,31,394,-0.2423,-0.1965,0.7911972659370491
BRD:BRD-A53539450-004-01-7,,BRD-A53539450,-0.2873,0.15251886787990795,32,409,-0.0316,0.0151,0.8009304817514115
BRD:BRD-K06890060-001-09-1,,BRD-K06890060,-0.287,0.17041145633322843,31,346,-0.0624,-0.0038,0.806786776426494
BRD:BRD-K73197500-001-02-2,,BRD-K73197500,-0.2867,0.12561721920888713,32,408,-4.1016,-3.4545,0.7869693518871237
BRD:BRD-K58262659-001-09-7,,BRD-K58262659,-0.2864,0.09933627925880338,32,393,-0.5611,-0.3682,0.756951946836023
BRD:BRD-K11848003-001-17-9,Zearalanol,BRD-K11848003,-0.2864,0.10345344732548978,38,561,0.0504,0.0511,0.756951946836023
BRD:BRD-K33502629-001-02-9,PSNCBAM-1,BRD-K33502629,-0.2859,0.059390177805818734,38,571,-0.0534,-0.0201,0.6976804624593584
BRD:BRD-A23067620-300-01-3,,BRD-A23067620,-0.2856,0.17198637207221573,31,406,0.04,0.1778,0.806786776426494
BRD:BRD-A60197193-001-14-6,,BRD-A60197193,-0.2856,0.17146831627825485,31,408,-1.2883,-1.1817,0.806786776426494
BRD:BRD-K51899933-001-02-6,,BRD-K51899933,-0.2856,0.09344354200089058,31,395,-0.0057,0.0895,0.7465309058527101
BRD:BRD-A10523515-001-07-9,,BRD-A10523515,-0.2855,0.12300418163715579,32,407,-0.1883,-0.0841,0.7857551023400606
BRD:BRD-K00004617-001-01-9,imidazoacridinone,BRD-K00004617,-0.2854,0.05190046471968876,38,571,-0.6106,-0.4583,0.6712460103746413
BRD:BRD-K00091102-001-01-9,Gusacitinib,BRD-K00091102,-0.2854,0.15405737534334696,38,561,-2.2637,-2.1129,0.8029600682980169
BRD:BRD-K50140147-001-10-1,,BRD-K50140147,-0.2853,0.05895710984933513,31,408,-2.282,-1.988,0.6948869365431811
BRD:BRD-K68402494-003-03-5,,BRD-K68402494,-0.2848,0.16723895249648285,32,408,0.0047,0.0919,0.806786776426494
BRD:BRD-K54170555-001-01-8,,BRD-K54170555,-0.2848,0.1282852235581665,31,346,-0.3114,-0.2398,0.7869693518871237
BRD:BRD-K02528732-001-02-4,,BRD-K02528732,-0.2847,0.16963667221804993,31,395,-0.0602,0.0109,0.806786776426494
BRD:BRD-M86143595-034-03-4,,BRD-M86143595,-0.2847,0.17944932622697646,31,344,0.1759,0.1504,0.806786776426494
BRD:BRD-K92606079-001-02-0,,BRD-K92606079,-0.2846,0.14574686239666082,31,347,-0.0213,0.0675,0.7991952762042459
BRD:BRD-K00003103-001-01-9,desisobutyryl-ciclesonide,BRD-K00003103,-0.2845,0.09112934720690773,38,574,-0.5072,-0.192,0.7401041101880866
BRD:BRD-K11785681-001-01-2,,BRD-K11785681,-0.2843,0.1033478768930928,31,347,0.0504,0.1322,0.756951946836023
BRD:BRD-K94948151-001-07-4,,BRD-K94948151,-0.2838,0.09706459873079823,31,346,0.079,0.1276,0.756680396535155
BRD:BRD-K54838207-001-02-0,,BRD-K54838207,-0.2838,0.14638419537888456,32,410,-0.2535,-0.1019,0.7991952762042459
BRD:BRD-K76365178-001-01-5,,BRD-K76365178,-0.2836,0.06928118969378952,31,346,0.0913,0.1171,0.7186517827439032
BRD:BRD-K00004591-001-01-9,BMS-986142,BRD-K00004591,-0.2835,0.07002297085295445,38,574,-0.726,-0.5259,0.7186517827439032
BRD:BRD-K73109821-001-20-1,,BRD-K73109821,-0.2834,0.19688854395833247,31,406,-0.085,0.0714,0.8167114548427803
BRD:BRD-K02152879-414-02-1,,BRD-K02152879,-0.2831,0.10731470756593572,31,395,-0.2647,-0.1267,0.7578661221081524
BRD:BRD-A19795905-001-08-0,,BRD-A19795905,-0.2829,0.08689605760117206,31,406,-0.0274,0.0938,0.7329493554185816
BRD:BRD-K91106808-001-03-9,SU16f,BRD-K91106808,-0.2828,0.11608893461737213,38,570,-0.2421,-0.1895,0.7705218631983937
BRD:BRD-K29395450-001-06-8,,BRD-K29395450,-0.2828,0.1037703810705829,32,407,0.0777,0.2021,0.756951946836023
BRD:BRD-K00003358-001-01-9,rogaratinib,BRD-K00003358,-0.2822,0.07041105508083119,38,571,-0.469,-0.2902,0.7186517827439032
BRD:BRD-K45385835-001-02-4,,BRD-K45385835,-0.2818,0.11053819390075233,32,408,-0.0635,0.0903,0.7656390142269507
BRD:BRD-K00090636-001-01-9,PT2399,BRD-K00090636,-0.2817,0.0632171253885583,38,561,0.0924,0.1931,0.7166014714329062
BRD:BRD-K62196610-001-01-6,,BRD-K62196610,-0.2813,0.1409874710318876,31,404,-0.6123,-0.1973,0.7967825188484908
BRD:BRD-K78303961-001-02-3,,BRD-K78303961,-0.281,0.11901053750295615,32,411,-0.0447,0.1397,0.7759455329195369
BRD:BRD-K89402695-001-02-3,,BRD-K89402695,-0.2809,0.14042370542895902,32,406,-0.1967,-0.1471,0.7967825188484908
BRD:BRD-K98736329-300-01-5,,BRD-K98736329,-0.2809,0.1791018927705178,31,346,-0.1011,0.0495,0.806786776426494
BRD:BRD-A04203391-001-08-3,,BRD-A04203391,-0.2806,0.15207073591397435,32,410,-0.0057,0.0202,0.7991952762042459
BRD:BRD-K27529556-001-04-9,epigallocatechin-(-),BRD-K27529556,-0.2803,0.13176600074405376,38,571,-0.199,-0.0869,0.7911972659370491
