gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score,uncorr_cohens_d,uncorr_pvalue,uncorr_fdr,uncorr_composite,was_significant,is_significant,lineage_artifact,fdr_change,rank_change
C10orf95,-0.3215,0.12082866178083462,23,134,-0.0197,0.0098,0.9988716805228369,0.0002,-0.4223,0.0259856795160968,0.7219270726160641,0.0598,False,False,False,0.2769446079067728,106
GPR61,-0.3212,0.00710953248672765,67,585,-0.0412,0.0176,0.9055524643035545,0.0138,-0.3502,0.004837505363626,0.560815812476221,0.088,False,False,False,0.3447366518273335,31
CDH23,-0.321,0.01434162464306266,67,585,-0.0232,0.0032,0.937064421680845,0.0091,-0.2984,0.0196189668482539,0.6967120484934631,0.0468,False,False,False,0.2403523731873819,-119
CSTA,-0.3207,0.04482894749022387,67,585,-0.0101,0.0137,0.9976759412731231,0.0003,-0.302,0.0350067357488961,0.7418511611040706,0.0392,False,False,False,0.2558247801690525,-105
STRA8,-0.3206,0.009588402879848456,67,585,-0.023,0.0145,0.9055524643035545,0.0138,-0.3386,0.0044500163042559,0.5598093086198781,0.0853,False,False,False,0.3457431556836764,10
MFN1,-0.3202,0.1527990814758186,67,585,-0.0055,0.0083,0.9988716805228369,0.0002,-0.3803,0.0257821505937323,0.7219270726160641,0.0538,False,False,False,0.2769446079067728,82
PF4V1,-0.3194,0.009240130280316708,61,570,-0.0403,-0.0078,0.9055524643035545,0.0138,-0.2956,0.0205813145462431,0.6967120484934631,0.0464,False,False,False,0.20884041581009138,-132
TPBGL,-0.3193,0.011879816926196178,67,585,-0.0474,0.0076,0.9204724187690524,0.0115,-0.3962,0.0019637563198669,0.5221159999823018,0.1118,False,False,False,0.39835641878675054,96
TAFA4,-0.3191,0.010115901879386602,67,585,-0.0309,0.001,0.9055524643035545,0.0137,-0.2302,0.0636061147969912,0.8048844350210658,0.0217,False,False,False,0.10066802928248875,-660
NOTO,-0.319,0.012860090511269899,67,585,-0.034,0.0094,0.9204724187690524,0.0115,-0.3299,0.0119492332803879,0.6780490098953341,0.0557,False,False,False,0.24242340887371827,-14
OS9,-0.3188,0.0035270232489908212,67,585,-0.0288,0.0218,0.9055524643035545,0.0137,-0.3214,0.0020897471053634,0.5221159999823018,0.0907,False,False,False,0.38343646432125267,-32
WDR87,-0.3182,0.012638979014469096,67,585,-0.0079,0.0181,0.9204724187690524,0.0115,-0.2508,0.0632159373573893,0.8029792812456437,0.0239,False,False,False,0.11749313752340873,-431
CPOX,-0.3182,0.014205892898116934,67,585,-0.0355,0.0165,0.937064421680845,0.009,-0.2176,0.0450484613878004,0.7676276529784217,0.025,False,False,False,0.1694367687024233,-828
GJA4,-0.318,0.011949229593478477,67,585,-0.0183,0.0097,0.9204724187690524,0.0114,-0.3635,0.0030078884969295,0.5559311675252981,0.0927,False,False,False,0.36454125124375425,72
DZANK1,-0.3168,0.006837031571128714,67,585,-0.0219,-0.0007,0.9055524643035545,0.0136,-0.2041,0.0848048669654786,0.8273583178811125,0.0168,False,False,False,0.07819414642244205,-1017
NAV2,-0.3167,0.033099307662154125,67,585,-0.0168,0.0065,0.9976759412731231,0.0003,-0.3146,0.0279505333521969,0.7265651525977933,0.0436,False,False,False,0.2711107886753298,-55
FAM227B,-0.3165,0.02804826803330911,67,585,-0.0035,0.0112,0.9976759412731231,0.0003,-0.3198,0.0201638272238889,0.6967120484934631,0.0502,False,False,False,0.30096389277965996,-31
GOSR1,-0.3162,0.009996496510446623,67,585,-0.0195,0.0102,0.9055524643035545,0.0136,-0.2186,0.0595143899749828,0.8017674880852123,0.021,False,False,False,0.10378497621834226,-806
AREG,-0.3161,0.009996496510446623,67,585,-0.0366,0.0014,0.9055524643035545,0.0136,-0.2769,0.0241021376607868,0.7119858820355325,0.0409,False,False,False,0.19356658226802204,-226
KPNA2,-0.3161,0.018027445121018195,67,585,-0.0277,0.0322,0.9386686983213505,0.0087,-0.2841,0.0602586578058096,0.8020157274075624,0.0272,False,False,False,0.13665297091378803,-186
ENTREP2,-0.3158,0.008166482403141322,67,585,-0.0395,-0.0032,0.9055524643035545,0.0136,-0.3545,0.0018793181937119,0.5221159999823018,0.1001,False,False,False,0.38343646432125267,67
UTP6,-0.3156,0.0514904814036962,67,585,-0.0146,-0.0045,0.9988716805228369,0.0002,-0.2869,0.1355133402211261,0.887094148871769,0.0149,False,False,False,0.11177753165106796,-166
TMEM221,-0.3151,0.062249130077290604,67,585,-0.0213,0.0023,0.9988716805228369,0.0002,-0.267,0.1090968510831273,0.8659653106558459,0.0167,False,False,False,0.132906369866991,-289
DFFA,-0.3147,0.00240759973865425,67,585,-0.0344,0.0043,0.9027528056843022,0.014,-0.356,0.0008374585172873,0.4952628302477431,0.1086,False,False,False,0.40748997543655907,73
PRAME,-0.3143,0.006752949612963443,67,585,-0.0243,-0.0045,0.9055524643035545,0.0135,-0.2473,0.0258276960141386,0.7219270726160641,0.035,False,False,False,0.18362539168749037,-453
FANCM,-0.3143,0.017828427366052755,67,585,-0.036,0.0354,0.9386686983213505,0.0086,-0.257,0.0197268985398152,0.6967120484934631,0.0403,False,False,False,0.24195664982788734,-372
LARP7,-0.3143,0.00914025273958822,67,585,-0.0682,0.0083,0.9055524643035545,0.0135,-0.3382,0.0068794267255183,0.5910446511533526,0.0772,False,False,False,0.31450781315020193,28
RAF1,-0.314,0.03602544012452604,67,585,-0.0039,0.0217,0.9976759412731231,0.0003,-0.3678,0.0181612072237631,0.6956303534759828,0.058,False,False,False,0.3020455877971403,96
EPGN,-0.3134,0.005047834946333257,67,585,-0.033,0.0071,0.9055524643035545,0.0135,-0.2629,0.0110960367055174,0.6780490098953341,0.0444,False,False,False,0.2275034544082204,-313
STAR,-0.3133,0.01740381487258227,67,585,-0.0215,0.0038,0.9386686983213505,0.0086,-0.3371,0.0123017181319078,0.6780490098953341,0.0569,False,False,False,0.26061968842601635,28
CHEK1,-0.3132,0.02605646176276922,67,585,-0.0998,0.0035,0.9976759412731231,0.0003,-0.2415,0.0923627432573892,0.8396256308390059,0.0183,False,False,False,0.1580503104341172,-508
KRIT1,-0.3131,0.0028573704868753735,67,585,-0.044,0.0088,0.9027528056843022,0.0139,-0.1824,0.0422645205700135,0.7586037220629763,0.0219,False,False,False,0.14414908362132584,-1416
TAOK2,-0.3129,0.018982140029839507,67,585,-0.0197,0.0,0.9454687579862562,0.0076,-0.346,0.0068936100302867,0.5910446511533526,0.079,False,False,False,0.3544241068329036,52
ADAMTS3,-0.312,0.02996211017634952,67,585,-0.0177,0.0032,0.9976759412731231,0.0003,-0.3567,0.0087108976556582,0.6451632751223236,0.0679,False,False,False,0.35251266615079946,85
MBL2,-0.3117,0.023803233195592605,67,585,-0.0195,0.0036,0.9920600380151693,0.0011,-0.2896,0.041165245265828,0.7570605260118588,0.035,False,False,False,0.23499951200331048,-139
CDH5,-0.3105,0.01839736909943836,67,585,-0.0223,0.0193,0.9386686983213505,0.0085,-0.3365,0.0087988311820459,0.6451632751223236,0.064,False,False,False,0.29350542319902684,32
TAOK1,-0.3104,0.0060118801696899945,67,585,-0.0718,-0.0026,0.9055524643035545,0.0134,-0.2403,0.064392438858735,0.8059624966664092,0.0225,False,False,False,0.09958996763714534,-512
NKAIN2,-0.3103,0.01994431307658618,67,585,-0.0247,0.0078,0.95634250848791,0.006,-0.3306,0.0125417960365487,0.6780490098953341,0.0558,False,False,False,0.2782934985925759,17
PATL1,-0.3097,0.010196209386182875,67,585,-0.0311,0.0037,0.9055524643035545,0.0133,-0.379,0.0013528246513794,0.5148043083045757,0.1093,False,False,False,0.39074815599897883,113
CSK,-0.3086,0.018636219764787285,67,585,-0.0544,0.0193,0.9386686983213505,0.0085,-0.2145,0.06588842222719,0.8110018573614619,0.0195,False,False,False,0.12766684095988856,-849
SAP130,-0.3084,0.042195086686449786,67,585,-0.0488,-0.001,0.9976759412731231,0.0003,-0.2263,0.2216164284952269,0.9139384037138716,0.0088,False,False,False,0.08373753755925151,-674
ANKRD2,-0.3084,0.15201420500916818,67,585,-0.0027,-0.0021,0.9988716805228369,0.0002,-0.2941,0.1514275825775466,0.8922470905174421,0.0146,False,False,False,0.10662459000539481,-102
DNAAF11,-0.3082,0.023381815589928377,67,585,-0.0236,0.0046,0.9866071533903916,0.0018,-0.3272,0.0167678821270199,0.6889998584401925,0.0529,False,False,False,0.2976072949501991,14
APH1A,-0.3081,0.018329620078250355,67,585,-0.0338,0.0127,0.9386686983213505,0.0085,-0.245,0.0509189418408744,0.7842930981194082,0.0259,False,False,False,0.1543756002019423,-454
ADH6,-0.3076,0.0075905855760449335,67,585,-0.0232,0.0111,0.9055524643035545,0.0133,-0.2723,0.0212932790717839,0.6967120484934631,0.0427,False,False,False,0.20884041581009138,-233
PRPF3,-0.3074,0.007652724863363962,67,585,-0.0513,0.0125,0.9055524643035545,0.0132,-0.2575,0.0189125153834843,0.6967120484934631,0.0404,False,False,False,0.20884041581009138,-345
POLR2I,-0.3071,0.014287195275582443,67,585,-0.1187,-0.0015,0.937064421680845,0.0087,-0.3467,0.0039512938096164,0.5559311675252981,0.0884,False,False,False,0.3811332541555469,67
DHRS3,-0.3058,0.007008023075432864,67,585,-0.0205,0.0126,0.9055524643035545,0.0132,-0.2726,0.0233818215842425,0.7119858820355325,0.0402,False,False,False,0.19356658226802204,-227
CCNA1,-0.3053,0.01220682895701364,67,585,-0.0209,0.0029,0.9204724187690524,0.011,-0.3092,0.0050585672555804,0.5616487887061005,0.0775,False,False,False,0.3588236300629519,-37
NKAIN1,-0.3051,0.025555457562841062,67,585,-0.0186,-0.0011,0.9976759412731231,0.0003,-0.233,0.0881990653224075,0.8339025888483885,0.0184,False,False,False,0.16377335242473456,-585
SMIM10,-0.3038,0.015208976264429925,67,585,-0.0266,0.0,0.9386686983213505,0.0084,-0.3263,0.0140712999891217,0.6780490098953341,0.0551,False,False,False,0.26061968842601635,19
GTF3C1,-0.3034,0.1068451837374481,67,585,-0.0191,0.0103,0.9988716805228369,0.0001,-0.2725,0.1269449126395218,0.8809014042334622,0.015,False,False,False,0.11797027628937473,-225
HK1,-0.3033,0.3517338633511311,67,585,0.006,0.0115,0.9988716805228369,0.0001,-0.3583,0.1791301165742134,0.8961692211488933,0.0171,False,False,False,0.10270245937394362,105
C6orf141,-0.3027,0.0026773974931265073,67,585,-0.0412,0.0088,0.9027528056843022,0.0134,-0.3251,0.0018619722675614,0.5221159999823018,0.0918,False,False,False,0.3806368057020003,15
AP4B1,-0.3027,0.08115826275241597,67,585,-0.0239,-0.0002,0.9988716805228369,0.0001,-0.2529,0.2003893230016534,0.9024949901071614,0.0113,False,False,False,0.09637669041567554,-375
AGO1,-0.3016,0.040223332778536194,67,585,-0.0057,0.0174,0.9976759412731231,0.0003,-0.3293,0.0206091768852147,0.6967120484934631,0.0517,False,False,False,0.30096389277965996,31
LDHD,-0.3016,0.006601209732885752,67,585,-0.0298,0.0093,0.9055524643035545,0.013,-0.3353,0.0045465951060128,0.5598093086198781,0.0845,False,False,False,0.3457431556836764,47
FAM47E,-0.3009,0.0021778139852135546,67,585,-0.0301,0.0087,0.9027528056843022,0.0134,-0.2531,0.0047151450000919,0.5598093086198781,0.0638,False,False,False,0.34294349706442406,-368
MGAT4A,-0.3009,0.03554293994384337,67,585,-0.0035,0.0108,0.9976759412731231,0.0003,-0.2624,0.0489995290063826,0.7808896751988128,0.0282,False,False,False,0.21678626607431029,-287
KRTAP19-6,-0.3003,0.014124999002547612,67,585,-0.0428,0.0034,0.937064421680845,0.0085,-0.2616,0.0387801596557684,0.7525121861001081,0.0323,False,False,False,0.18455223558073697,-294
ADRA1D,-0.3002,0.008183023351128225,67,585,-0.0367,0.0034,0.9055524643035545,0.0129,-0.3612,0.003725537091638,0.5559311675252981,0.0921,False,False,False,0.3496212967782564,117
EEF2K,-0.3001,0.04615961468703407,67,585,-0.0319,0.0001,0.9976759412731231,0.0003,-0.3183,0.0213318580035826,0.6967120484934631,0.05,False,False,False,0.30096389277965996,9
GGT1,-0.3001,0.10294696887811901,23,134,-0.0555,0.0145,0.9988716805228369,0.0001,-0.3511,0.0784426244577947,0.8244752046616158,0.0294,False,False,False,0.1743964758612211,94
POMP,-0.3,0.051819485237930715,67,585,-0.0373,0.0165,0.9988716805228369,0.0001,-0.2686,0.1115398028824172,0.8695492064204181,0.0163,False,False,False,0.12932247410241882,-231
LYSMD3,-0.2999,0.023049359231651932,67,585,-0.0223,0.001,0.9863915522261356,0.0018,-0.2915,0.0294989737488254,0.7265651525977933,0.0404,False,False,False,0.2598263996283423,-97
ARHGEF28,-0.2996,0.008589107288186605,67,585,-0.0424,0.0,0.9055524643035545,0.0129,-0.322,0.0032436679405577,0.5559311675252981,0.0821,False,False,False,0.3496212967782564,24
EXOC3L4,-0.299,0.05332184500147445,67,585,-0.0191,0.0029,0.9988716805228369,0.0001,-0.2997,0.044465120461341,0.7657630191124716,0.0347,False,False,False,0.23310866141036535,-52
GDF9,-0.2982,0.02804826803330911,67,585,-0.0256,0.0092,0.9976759412731231,0.0003,-0.3672,0.0036689539950283,0.5559311675252981,0.0936,False,False,False,0.44174477374782495,134
SNTB1,-0.2981,0.04915711635994818,67,585,-0.0314,-0.0018,0.9988716805228369,0.0001,-0.3399,0.0232983196171359,0.7119858820355325,0.0501,False,False,False,0.28688579848730444,78
SMKR1,-0.2977,0.027274522538700493,67,585,-0.0073,0.007,0.9976759412731231,0.0003,-0.3529,0.0060118823499379,0.5890659148455608,0.0811,False,False,False,0.4086100264275623,108
TRNAU1AP,-0.2976,0.025555457562841062,67,585,-0.043,0.0227,0.9976759412731231,0.0003,-0.2414,0.1089455827436031,0.8659653106558459,0.0151,False,False,False,0.13171063061727717,-470
HEPH,-0.2976,0.008117038962828834,67,585,-0.0179,0.0026,0.9055524643035545,0.0128,-0.2978,0.0115156242951418,0.6780490098953341,0.0503,False,False,False,0.2275034544082204,-55
RNF180,-0.2973,0.07140526615369384,67,585,-0.006,0.0043,0.9988716805228369,0.0001,-0.234,0.1537845261378468,0.8922470905174421,0.0116,False,False,False,0.10662459000539481,-549
ZNF772,-0.2965,0.011787822979364171,67,585,-0.0306,0.004,0.9204724187690524,0.0107,-0.283,0.020721845476318,0.6967120484934631,0.0444,False,False,False,0.22376037027558926,-135
EFNB3,-0.2963,0.022598939228499256,67,585,-0.0165,0.004,0.984041069643297,0.0021,-0.2708,0.0353037724125556,0.7425079526767184,0.035,False,False,False,0.24153311696657853,-207
RMDN2,-0.2961,0.018636219764787285,67,585,-0.0221,0.0083,0.9386686983213505,0.0081,-0.3008,0.0150945288331306,0.6780490098953341,0.0508,False,False,False,0.26061968842601635,-40
COG6,-0.296,0.0018066079275498312,67,585,-0.0721,0.0231,0.9027528056843022,0.0132,-0.2365,0.010987900926931,0.6780490098953341,0.0399,False,False,False,0.22470379578896804,-519
OTUD7A,-0.2959,0.062153126878295384,67,585,-0.0231,0.0114,0.9988716805228369,0.0001,-0.2807,0.0612946099191021,0.8020157274075624,0.0269,False,False,False,0.19685595311527448,-144
CALB1,-0.2957,0.005156070907667342,67,585,-0.0469,0.0009,0.9055524643035545,0.0127,-0.2794,0.0075135503639216,0.6133609693268873,0.0593,False,False,False,0.2921914949766672,-150
ZDHHC14,-0.2944,0.021216297876864104,67,585,-0.0181,0.0099,0.9680138351909676,0.0042,-0.3429,0.0089591120587453,0.6451632751223236,0.0653,False,False,False,0.322850560068644,95
CYSLTR1,-0.2944,0.0314972197043639,67,585,-0.0069,0.0052,0.9976759412731231,0.0003,-0.2658,0.052067400943228,0.7888960112466801,0.0274,False,False,False,0.20877993002644302,-238
CSDE1,-0.2943,0.028343262024720567,67,585,-0.0602,0.0221,0.9976759412731231,0.0003,-0.2039,0.1400537456610665,0.8886425029895908,0.0105,False,False,False,0.10903343828353229,-955
INTS12,-0.2942,0.02934596017748433,67,585,-0.0665,0.0034,0.9976759412731231,0.0003,-0.2592,0.0338398328557867,0.7376382091097203,0.0343,False,False,False,0.26003773216340276,-293
RIMS2,-0.2942,0.07119041711418182,67,585,-0.0136,-0.0019,0.9988716805228369,0.0001,-0.3165,0.0294989737488254,0.7265651525977933,0.0439,False,False,False,0.2723065279250436,24
VGLL1,-0.2941,0.043673434886519986,67,585,-0.0182,0.0038,0.9976759412731231,0.0003,-0.2813,0.0700182126349873,0.818258030768385,0.0245,False,False,False,0.1794179105047381,-134
H2AC12,-0.2941,0.0025135202005824677,67,585,-0.0587,0.02,0.9027528056843022,0.0131,-0.2262,0.0169881009466196,0.6889998584401925,0.0366,False,False,False,0.21375294724410965,-631
STX8,-0.2939,0.009588402879848456,67,585,-0.0146,0.0098,0.9055524643035545,0.0127,-0.2936,0.0110743342255443,0.6780490098953341,0.0495,False,False,False,0.2275034544082204,-59
SLC38A6,-0.2934,0.027418180782745515,67,585,-0.0144,0.009,0.9976759412731231,0.0003,-0.2816,0.0140712999891217,0.6780490098953341,0.0475,False,False,False,0.31962693137778897,-128
DLG2,-0.292,0.052900917727163196,67,585,-0.017,0.0008,0.9988716805228369,0.0001,-0.2874,0.0451218306976329,0.7676276529784217,0.033,False,False,False,0.2312440275444152,-95
ELAC2,-0.2917,0.02247743294959662,67,585,-0.0512,0.0176,0.984041069643297,0.002,-0.4245,0.0011691555984378,0.5047088523415719,0.1261,False,False,False,0.47933221730172504,196
SLC25A27,-0.2915,0.10144845028881659,67,585,-0.0122,-0.0069,0.9988716805228369,0.0001,-0.3548,0.0275624980688767,0.7248447529296369,0.0496,False,False,False,0.2740269275932,138
POMK,-0.2913,0.10360955630791027,67,585,-0.0214,0.0037,0.9988716805228369,0.0001,-0.347,0.0309604262640172,0.7294432941056088,0.0475,False,False,False,0.2694283864172281,113
CHSY3,-0.2909,0.012159629886671212,67,585,-0.0171,0.0077,0.9204724187690524,0.0105,-0.2975,0.0113372692493805,0.6780490098953341,0.0502,False,False,False,0.24242340887371827,-36
MACF1,-0.2908,0.10346435337363237,67,585,-0.0367,0.0063,0.9988716805228369,0.0001,-0.3082,0.0897423523716603,0.8388826991670802,0.0235,False,False,False,0.15998898135575668,3
SNW1,-0.2906,0.062249130077290604,67,585,-0.0321,0.0055,0.9988716805228369,0.0001,-0.2623,0.0982046560240169,0.8497881174843471,0.0185,False,False,False,0.1490835630384898,-253
TNRC18,-0.29,0.03769531625067111,67,585,-0.0211,0.0138,0.9976759412731231,0.0003,-0.2786,0.042056535080867,0.7586037220629763,0.0334,False,False,False,0.23907221921014676,-139
RAB43,-0.2898,0.02094878899511399,67,585,-0.0286,-0.0031,0.9676910822763416,0.0041,-0.3207,0.0071828478571182,0.6018488080653603,0.0707,False,False,False,0.36584227421098126,52
CHST10,-0.2896,0.006922053043002437,67,585,-0.035,0.0205,0.9055524643035545,0.0125,-0.2388,0.0274662184102981,0.7248447529296369,0.0334,False,False,False,0.1807077113739176,-471
SYNGR2,-0.2895,0.045712410511635077,67,585,-0.0323,0.0003,0.9976759412731231,0.0003,-0.3531,0.0103585323478593,0.6780490098953341,0.0596,False,False,False,0.31962693137778897,139
TBC1D2B,-0.2895,0.04446511124646467,67,585,-0.0189,0.011,0.9976759412731231,0.0003,-0.3646,0.0113816265615077,0.6780490098953341,0.0615,False,False,False,0.31962693137778897,160
SUPT5H,-0.2893,0.03231738162891013,67,585,-0.0583,0.0423,0.9976759412731231,0.0003,-0.2826,0.0389743289883703,0.7525121861001081,0.0349,False,False,False,0.24516375517301503,-110
GPN1,-0.2892,0.02929510995749187,67,585,-0.0596,0.0236,0.9976759412731231,0.0003,-0.2982,0.0204597832353151,0.6967120484934631,0.0468,False,False,False,0.30096389277965996,-22
TMEM74B,-0.2885,0.030536650749427765,67,585,-0.0271,0.0,0.9976759412731231,0.0003,-0.2313,0.0955879410755729,0.8447448848822566,0.0169,False,False,False,0.15293105639086646,-550
CD44,-0.2884,0.008434761105454809,67,585,-0.0172,0.0244,0.9055524643035545,0.0124,-0.3183,0.0058875386096881,0.5864969711684321,0.0738,False,False,False,0.3190554931351224,50
PAX1,-0.2883,0.018636219764787285,67,585,-0.0204,0.0106,0.9386686983213505,0.0079,-0.4116,0.0008562348858223,0.4952628302477431,0.1256,False,False,False,0.4434058680736074,205
TMTC2,-0.2883,0.02874074272076637,67,585,-0.028,0.0008,0.9976759412731231,0.0003,-0.2964,0.0246658755594963,0.7145134324027924,0.0433,False,False,False,0.2831625088703307,-27
GINS3,-0.2882,0.052233211629070596,67,585,-0.0548,0.014,0.9988716805228369,0.0001,-0.3126,0.0324281146179703,0.7297637036844843,0.0428,False,False,False,0.26910797683835264,32
GNAI2,-0.2882,0.05520729891191966,67,585,-0.0273,0.014,0.9988716805228369,0.0001,-0.3038,0.0458610806415313,0.7699766263888559,0.0345,False,False,False,0.22889505413398104,3
MYL11,-0.288,0.017019762294052575,67,585,-0.0318,0.0066,0.9386686983213505,0.0079,-0.2779,0.0296013589144284,0.7265651525977933,0.0386,False,False,False,0.21210354572355716,-130
FAM98A,-0.2878,0.019475855191935558,67,585,-0.0232,0.0088,0.95634250848791,0.0056,-0.2245,0.0606336755757475,0.8020157274075624,0.0215,False,False,False,0.15432678108034759,-629
TM4SF1,-0.2876,0.008350089322439693,67,585,-0.0546,0.0094,0.9055524643035545,0.0124,-0.32,0.003832728960327,0.5559311675252981,0.0816,False,False,False,0.3496212967782564,65
