cancer_type,gene,cohens_d,p_value,n_mut,n_wt,fdr,n_cancer_types,category
Lymphoid,MAPK4,-1.5681001187016994,0.014974328139148412,6,87,0.6496301819781287,3,universal
Biliary Tract,CSF2,-1.5656818982293124,0.003061928583750216,4,30,0.4125948766603416,3,universal
Biliary Tract,FBRSL1,-1.5655286052942308,0.012722097636708644,4,30,0.5178213974007704,1,cancer_specific
Breast,RBM39,-1.5639794770529403,0.012083556209130968,5,48,0.8776493075459502,1,cancer_specific
Biliary Tract,ZIC2,-1.5616963918870304,0.0011643953769190961,4,30,0.35708794084930967,1,cancer_specific
Biliary Tract,DUSP28,-1.5610659498209547,0.026263584612730727,4,30,0.5898363377609109,1,cancer_specific
Biliary Tract,RRP1B,-1.560548625663964,0.022209763670864243,4,30,0.5684101675016724,1,cancer_specific
Skin,MED30,-1.5597611227983939,0.023250647908182154,3,72,0.9969807075405016,1,cancer_specific
Breast,GLRA3,-1.5596549264341144,0.034133363069465815,5,48,0.8914748538826587,1,cancer_specific
Skin,ACSL3,-1.5533823684506443,0.030833024805627544,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,CNBD1,-1.5523134344166252,0.026263584612730727,4,30,0.5898363377609109,1,cancer_specific
Bowel,SRRT,-1.5511025070903115,0.00017368716883657935,12,51,0.2538567676471896,3,universal
Breast,TRIML1,-1.5503792688523184,0.014843441004848966,5,48,0.8776493075459502,1,cancer_specific
Biliary Tract,FBXO30,-1.5492692337641891,0.015482145937553909,4,30,0.5255361255558615,2,cancer_specific
Biliary Tract,C20orf141,-1.5482169059750392,0.004053820941866483,4,30,0.43700189753320684,1,cancer_specific
Breast,PTPRU,-1.5480483092364634,0.00423321723464422,5,48,0.8776493075459502,1,cancer_specific
Skin,MIOX,-1.5474678101965382,0.028137726767863754,3,72,0.9969807075405016,2,cancer_specific
Skin,OR6F1,-1.547292472834964,0.01252622485499198,3,71,0.9969807075405016,1,cancer_specific
Lung,TENT4B,-1.5457203572193727,0.0021438505838123254,8,118,0.9997943488153372,1,cancer_specific
Skin,RBM25,-1.5454919977402561,0.03367641614216957,3,72,0.9969807075405016,2,cancer_specific
Ovary/Fallopian Tube,ARID1B,-1.5453754312731078,0.0016773976711029152,15,44,0.3133064337556914,6,universal
Biliary Tract,TLR6,-1.545136300861883,0.010393306882870452,4,30,0.5120934889906281,1,cancer_specific
Biliary Tract,ZBTB40,-1.5446296716615946,0.012722097636708644,4,30,0.5178213974007704,1,cancer_specific
Lymphoid,TTC16,-1.5395345601010326,0.0007495196914803894,6,87,0.6037285603548525,1,cancer_specific
Biliary Tract,LIAS,-1.5393496074944866,0.026263584612730727,4,30,0.5898363377609109,3,universal
Skin,SIX4,-1.536509017428752,0.012025175860792298,3,72,0.9969807075405016,2,cancer_specific
Biliary Tract,ADARB1,-1.5352687222629084,0.006684491978609626,4,30,0.4644416360294118,1,cancer_specific
Uterus,SLC9A2,-1.5349988901014446,0.0005058891814942299,22,12,0.2868184153209086,3,universal
Biliary Tract,SPATA6L,-1.5331616703080844,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Breast,PAPSS1,-1.5326964865468407,0.037138570958136524,5,48,0.8914748538826587,1,cancer_specific
Lymphoid,CDC42BPA,-1.5309156953608423,0.0016272657903998813,6,87,0.6137357200341474,1,cancer_specific
Biliary Tract,KCNMB3,-1.5283229698361391,0.041961359323788174,4,30,0.6214543699352375,3,universal
Uterus,CCDC80,-1.5282649765382208,0.0003361351795765486,22,12,0.2868184153209086,1,cancer_specific
Skin,COG5,-1.5279876341217593,0.0210292484265087,3,72,0.9969807075405016,3,universal
Breast,PRDM2,-1.5273204676186805,0.01808491175860765,5,48,0.8776493075459502,2,cancer_specific
Breast,HPD,-1.5254424303287868,0.0005359473252290756,5,48,0.8776493075459502,2,cancer_specific
Biliary Tract,OASL,-1.5249881899058217,0.006684491978609626,4,30,0.4644416360294118,1,cancer_specific
Skin,CDC42,-1.5245366066676806,0.008115512773047019,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,KLHL17,-1.5237375704720169,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
Biliary Tract,FHDC1,-1.5232908917017076,0.041961359323788174,4,30,0.6214543699352375,1,cancer_specific
Skin,NUDCD2,-1.5221615006648417,0.018955942243613477,3,72,0.9969807075405016,1,cancer_specific
Skin,DOCK5,-1.5216116236106016,0.017030729359496483,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,RHOXF2,-1.520447402044769,0.006684491978609626,4,30,0.4644416360294118,2,cancer_specific
Skin,HOXC4,-1.5203070515203854,0.00435394298407997,3,72,0.9969807075405016,1,cancer_specific
Breast,IQSEC3,-1.5185191023611426,0.0005359473252290756,5,48,0.8776493075459502,1,cancer_specific
Skin,DMXL1,-1.5180426830455704,0.03989633469085524,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,ZNF587B,-1.5171598731682334,0.018587200276004832,4,30,0.5537864846051892,1,cancer_specific
Breast,ABCC2,-1.5167527358513622,0.006158864126202004,5,48,0.8776493075459502,1,cancer_specific
Breast,USH1G,-1.515907260892537,0.0032421676943636666,5,48,0.8776493075459502,2,cancer_specific
Bladder/Urinary Tract,C2CD3,-1.513141170210576,0.000544717386960402,8,26,1.0,1,cancer_specific
Skin,GCC1,-1.5123594277851327,0.0030211032950758976,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,RELL1,-1.5115705366636796,0.00836639641193721,4,30,0.494395657737964,1,cancer_specific
Skin,LRRC26,-1.509560966009625,0.0036430951499444647,3,72,0.9969807075405016,1,cancer_specific
Skin,MAGEA11,-1.5093816904066515,0.010603480192521287,3,72,0.9969807075405016,1,cancer_specific
Skin,HNRNPH1,-1.508745567193453,0.005153646797482413,3,72,0.9969807075405016,1,cancer_specific
Skin,HERC2,-1.5074464466171467,0.012025175860792298,3,72,0.9969807075405016,1,cancer_specific
Breast,CEP104,-1.5071996678517159,0.002445564582872336,5,48,0.8776493075459502,1,cancer_specific
Lymphoid,CWC27,-1.5052170738288715,0.009896315764856667,6,87,0.6137357200341474,1,cancer_specific
Lymphoid,PLD3,-1.504770560815579,0.006336210710826594,6,87,0.6137357200341474,1,cancer_specific
Breast,DGLUCY,-1.5047688121870482,0.010866000972232144,5,48,0.8776493075459502,2,cancer_specific
Skin,DMTF1,-1.5041243843369017,0.043272861902998894,3,72,0.9969807075405016,1,cancer_specific
Breast,LIMD1,-1.5036531990583109,0.037138570958136524,5,48,0.8914748538826587,2,cancer_specific
Skin,CDK1,-1.502460164499343,0.005153646797482413,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,ASB7,-1.5022355130546539,0.010393306882870452,4,30,0.5120934889906281,1,cancer_specific
Skin,SIX2,-1.501301723485217,0.005153646797482413,3,72,0.9969807075405016,1,cancer_specific
Breast,BDP1,-1.500924907860032,0.006935952900753915,5,48,0.8776493075459502,2,cancer_specific
Skin,SLC26A6,-1.500853223073274,0.00930025916327286,3,72,0.9969807075405016,2,cancer_specific
Biliary Tract,C6,-1.497520773518302,0.012722097636708644,4,30,0.5178213974007704,1,cancer_specific
Ovary/Fallopian Tube,RPL23A,-1.4959778189697028,0.0011676566472299387,9,19,0.29922646127886526,2,cancer_specific
Biliary Tract,FAM133A,-1.4958848293120748,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
Breast,MYCN,-1.4958281104030973,0.012083556209130968,5,48,0.8776493075459502,1,cancer_specific
Breast,LGALS7B,-1.49531901168123,0.010001027854866893,4,44,0.8776493075459502,2,cancer_specific
Lymphoid,XK,-1.4945122049741315,0.016532634518041957,6,87,0.6560885262082808,1,cancer_specific
Breast,CEP44,-1.493230227528908,0.012083556209130968,5,48,0.8776493075459502,2,cancer_specific
Biliary Tract,APPL2,-1.4927256086143403,0.022209763670864243,4,30,0.5684101675016724,1,cancer_specific
Breast,MXRA5,-1.4927004218108448,0.0021110330924822758,5,48,0.8776493075459502,1,cancer_specific
Ovary/Fallopian Tube,ACR,-1.492494782099746,3.2993955598979965e-05,15,44,0.28668162742265574,1,cancer_specific
Biliary Tract,CASP2,-1.4924001767725277,0.018587200276004832,4,30,0.5537864846051892,2,cancer_specific
Breast,SRRM1,-1.490530819430337,0.016399709375767724,5,48,0.8776493075459502,1,cancer_specific
Lymphoid,CORO6,-1.488622495656913,0.013538916551980517,6,87,0.6396936097382857,2,cancer_specific
Lung,SYS1,-1.4883495444734771,0.00012201227370484836,8,118,0.723410770796046,1,cancer_specific
Biliary Tract,SRGAP3,-1.4854727888866603,0.005218216318785579,4,30,0.4640820683111955,1,cancer_specific
Breast,ERCC4,-1.485306462920461,0.0013186116246208205,5,48,0.8776493075459502,1,cancer_specific
Skin,ANKRD52,-1.485241864633614,0.017030729359496483,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,SLC67A1,-1.48519643654932,0.03092116612040711,4,30,0.6004309844800014,2,cancer_specific
Skin,ARFGAP3,-1.4846928845274965,0.0030211032950758976,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,AGAP3,-1.4844842329861534,0.018587200276004832,4,30,0.5537864846051892,1,cancer_specific
Skin,NKD2,-1.484161449670806,0.013565346168085893,3,72,0.9969807075405016,1,cancer_specific
Uterus,OR4K13,-1.4829362541070323,0.0005731680958018996,21,10,0.2868184153209086,3,universal
Lymphoid,CLCNKB,-1.4826583228749177,0.0003381036757969169,6,87,0.4830438782894777,1,cancer_specific
Skin,PCBP2,-1.4818607855031076,0.028137726767863754,3,72,0.9969807075405016,1,cancer_specific
Pancreas,IRS2,-1.4815401112772368,0.0016062913358713194,12,36,0.9994757549302502,1,cancer_specific
Breast,OR4C13,-1.481499113267295,0.0052934525644978934,4,44,0.8776493075459502,1,cancer_specific
Bowel,VBP1,-1.4810714734957464,0.0002454286538747742,12,51,0.2538567676471896,2,cancer_specific
Biliary Tract,SLC40A1,-1.480950528497213,0.010393306882870452,4,30,0.5120934889906281,1,cancer_specific
Bladder/Urinary Tract,AIMP1,-1.4803962202339052,0.004433195397011402,8,26,1.0,1,cancer_specific
Biliary Tract,KIRREL3,-1.4803342146995164,0.026263584612730727,4,30,0.5898363377609109,1,cancer_specific
Biliary Tract,SLC10A1,-1.4803216272927884,0.00836639641193721,4,30,0.494395657737964,1,cancer_specific
Bladder/Urinary Tract,MAD2L1,-1.4800841310521673,0.000664786537978974,8,26,1.0,1,cancer_specific
Biliary Tract,INTS14,-1.47938525491993,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Biliary Tract,EPB41L2,-1.4789345044999977,0.005218216318785579,4,30,0.4640820683111955,1,cancer_specific
Biliary Tract,CLDN9,-1.4775129035699408,0.00836639641193721,4,30,0.494395657737964,2,cancer_specific
Breast,UAP1L1,-1.477083603867568,0.006935952900753915,5,48,0.8776493075459502,1,cancer_specific
Breast,RBMX,-1.4770473921815148,0.009749502123055318,5,48,0.8776493075459502,1,cancer_specific
Biliary Tract,FN3KRP,-1.4758228846018395,0.005218216318785579,4,30,0.4640820683111955,1,cancer_specific
Skin,CERKL,-1.4754983187029,0.043272861902998894,3,72,0.9969807075405016,1,cancer_specific
Skin,PEX11B,-1.4748086309164723,0.00435394298407997,3,72,0.9969807075405016,1,cancer_specific
Skin,UBALD1,-1.473204086250364,0.017030729359496483,3,72,0.9969807075405016,2,cancer_specific
Bowel,TCEAL3,-1.4723449526881311,0.00034429708435324534,12,51,0.2538567676471896,1,cancer_specific
Biliary Tract,HHAT,-1.4718463055519884,0.004053820941866483,4,30,0.43700189753320684,1,cancer_specific
Biliary Tract,SIN3B,-1.4690525633059226,0.004053820941866483,4,30,0.43700189753320684,2,cancer_specific
Breast,KIF13A,-1.467503483087695,0.006158864126202004,5,48,0.8776493075459502,2,cancer_specific
Biliary Tract,ZDHHC6,-1.4669168436543893,0.003061928583750216,4,30,0.4125948766603416,2,cancer_specific
Skin,SIX1,-1.466534672096486,0.00930025916327286,3,72,0.9969807075405016,1,cancer_specific
Ovary/Fallopian Tube,SFXN2,-1.4663177360601858,3.2993955598979965e-05,15,44,0.28668162742265574,2,cancer_specific
Lymphoid,ACOD1,-1.466176814192015,0.004709448695139794,6,87,0.6137357200341474,2,cancer_specific
Biliary Tract,CELF2,-1.4660053311561057,0.012722097636708644,4,30,0.5178213974007704,2,cancer_specific
Uterus,F3,-1.4654062300386534,0.00010704974714847484,22,12,0.2868184153209086,1,cancer_specific
Biliary Tract,ISG15,-1.4649878517632877,0.001638778678626876,4,30,0.36436195445920305,1,cancer_specific
Skin,MAGEA6,-1.464816697170775,0.02146210596914822,3,69,0.9969807075405016,3,universal
Lymphoid,KRT4,-1.463631646415964,0.037452771579818245,6,87,0.7019730749106714,1,cancer_specific
Lymphoid,SPEG,-1.46308109549519,0.003912529575576994,6,87,0.6137357200341474,3,universal
Uterus,CDK16,-1.4600606104821459,0.0009757360623822111,22,12,0.2868184153209086,1,cancer_specific
Breast,PIGK,-1.4599569811957673,0.0032421676943636666,5,48,0.8776493075459502,1,cancer_specific
Breast,CNTN4,-1.4597350541936573,0.005452166352753002,5,48,0.8776493075459502,3,universal
Biliary Tract,EPOR,-1.4592242927773131,0.022209763670864243,4,30,0.5684101675016724,1,cancer_specific
Bladder/Urinary Tract,ELOF1,-1.4589219117930314,0.0008076578121726326,8,26,1.0,1,cancer_specific
Biliary Tract,PLSCR3,-1.4573121065094092,0.006684491978609626,4,30,0.4644416360294118,2,cancer_specific
Biliary Tract,RBBP9,-1.4571729361842087,0.004053820941866483,4,30,0.43700189753320684,2,cancer_specific
Biliary Tract,HPS5,-1.456583459840971,0.012722097636708644,4,30,0.5178213974007704,1,cancer_specific
Breast,ZNF676,-1.456233705560476,0.012575250836120402,4,22,0.8776493075459502,1,cancer_specific
Biliary Tract,NFATC3,-1.4557594242139915,0.041961359323788174,4,30,0.6214543699352375,1,cancer_specific
Breast,RHOU,-1.4550805780395588,0.01808491175860765,5,48,0.8776493075459502,1,cancer_specific
Biliary Tract,APAF1,-1.4550724223052827,0.012722097636708644,4,30,0.5178213974007704,2,cancer_specific
Uterus,KDF1,-1.4526791368259984,0.0012581606016591812,22,12,0.30080103664467706,1,cancer_specific
Lymphoid,KLHDC8A,-1.4517586975646004,0.0015124681276563654,6,87,0.6137357200341474,1,cancer_specific
Biliary Tract,LMAN1L,-1.4514427742897102,0.015482145937553909,4,30,0.5255361255558615,1,cancer_specific
Breast,RSBN1L,-1.4511157851865129,0.0032421676943636666,5,48,0.8776493075459502,1,cancer_specific
Biliary Tract,HOXB1,-1.4505163040897289,0.026263584612730727,4,30,0.5898363377609109,2,cancer_specific
Biliary Tract,MTHFSD,-1.450032356437791,0.041961359323788174,4,30,0.6214543699352375,1,cancer_specific
Biliary Tract,PGBD2,-1.4500174793210299,0.018587200276004832,4,30,0.5537864846051892,1,cancer_specific
Bowel,MRPL32,-1.4497900450469003,0.00011360903804359306,12,51,0.1851930601054243,2,cancer_specific
Skin,CHRM4,-1.44841892792387,0.023250647908182154,3,72,0.9969807075405016,2,cancer_specific
Skin,YAP1,-1.4479917491624574,0.010603480192521287,3,72,0.9969807075405016,1,cancer_specific
Breast,CCDC97,-1.445709695309528,0.00022580875601329066,5,48,0.8776493075459502,1,cancer_specific
Ovary/Fallopian Tube,RPL35A,-1.4437108045314913,0.002289194013661817,9,19,0.3340022423981802,1,cancer_specific
Biliary Tract,WNT11,-1.4434470456277428,0.015482145937553909,4,30,0.5255361255558615,1,cancer_specific
Skin,INO80,-1.4431285504649451,0.017030729359496483,3,72,0.9969807075405016,1,cancer_specific
Lymphoid,CLSPN,-1.4429027869770024,0.00671198991321279,6,87,0.6137357200341474,1,cancer_specific
Biliary Tract,URM1,-1.4424622843997106,0.005218216318785579,4,30,0.4640820683111955,2,cancer_specific
Biliary Tract,GPD1L,-1.4398551786417513,0.03092116612040711,4,30,0.6004309844800014,2,cancer_specific
Uterus,DHRS7B,-1.4387198765826223,0.0009757360623822111,22,12,0.2868184153209086,1,cancer_specific
Uterus,LUZP1,-1.4362715718466537,0.000292595792681391,22,12,0.2868184153209086,1,cancer_specific
Uterus,FRMD6,-1.4353800855487011,0.0008577034856504607,22,12,0.2868184153209086,1,cancer_specific
Breast,SRPK1,-1.4335789362704827,0.0032421676943636666,5,48,0.8776493075459502,1,cancer_specific
Skin,LMNB2,-1.4335292179406744,0.008115512773047019,3,72,0.9969807075405016,1,cancer_specific
Uterus,DUSP15,-1.4333787413883434,0.0005058891814942299,22,12,0.2868184153209086,3,universal
Bladder/Urinary Tract,CCNK,-1.4332945133364692,0.0011739238003714873,8,26,1.0,2,cancer_specific
Bladder/Urinary Tract,ALOX5,-1.4328892417067902,0.0016756806654078132,8,26,1.0,1,cancer_specific
Breast,GATA3,-1.4289924438512454,0.037138570958136524,5,48,0.8914748538826587,2,cancer_specific
Biliary Tract,IQCJ,-1.4286137345584504,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Breast,TTC34,-1.4285638866902741,0.0015506928460789248,5,48,0.8776493075459502,1,cancer_specific
Lymphoid,PLCD1,-1.4283486561056435,0.0016272657903998813,6,87,0.6137357200341474,1,cancer_specific
Ovary/Fallopian Tube,MDM2,-1.4281890974120754,0.0009710889482938402,15,44,0.29849194327383294,3,universal
Biliary Tract,PITPNM3,-1.427396896164522,0.002285664999137485,4,30,0.39857964058488676,1,cancer_specific
Biliary Tract,CLPSL1,-1.427126486177316,0.022209763670864243,4,30,0.5684101675016724,1,cancer_specific
Biliary Tract,GCLM,-1.4263371834234801,0.041961359323788174,4,30,0.6214543699352375,1,cancer_specific
Breast,ZNF707,-1.4252094867204954,0.001813439454156118,5,48,0.8776493075459502,1,cancer_specific
Biliary Tract,FUT4,-1.4251647404889551,0.010393306882870452,4,30,0.5120934889906281,1,cancer_specific
Lymphoid,RNF25,-1.425024416961931,0.030218435508632024,6,87,0.6949361184835696,1,cancer_specific
Breast,FARP2,-1.424827235557597,0.013406349477381665,5,48,0.8776493075459502,1,cancer_specific
Skin,MTBP,-1.4246354857054568,0.0006812291743798593,3,72,0.9969807075405016,1,cancer_specific
Lymphoid,GTPBP1,-1.42458620871153,0.04983358090974273,6,87,0.7241882556896287,1,cancer_specific
Biliary Tract,DNAJB7,-1.4238572391603903,0.010393306882870452,4,30,0.5120934889906281,1,cancer_specific
Biliary Tract,TMEM214,-1.4235366119057058,0.00836639641193721,4,30,0.494395657737964,1,cancer_specific
Biliary Tract,SLC17A1,-1.42205148856872,0.015482145937553909,4,30,0.5255361255558615,1,cancer_specific
Breast,CXCL9,-1.421491862439662,0.002445564582872336,5,48,0.8776493075459502,1,cancer_specific
Breast,CREG1,-1.4213073633841111,0.0028219125095611535,5,48,0.8776493075459502,2,cancer_specific
Skin,OR9Q2,-1.4212771246256963,0.02931013204985808,3,71,0.9969807075405016,1,cancer_specific
Uterus,WDR74,-1.4199413788306654,0.0016144625006636751,22,12,0.3011442637689808,2,cancer_specific
Biliary Tract,PPM1G,-1.4197303184370993,0.026263584612730727,4,30,0.5898363377609109,2,cancer_specific
Bladder/Urinary Tract,EFTUD2,-1.419528816536875,0.0016756806654078132,8,26,1.0,1,cancer_specific
Biliary Tract,OAZ3,-1.418199375703479,0.001638778678626876,4,30,0.36436195445920305,2,cancer_specific
Lymphoid,TBL1XR1,-1.4175721817605773,0.005003309406290953,6,87,0.6137357200341474,1,cancer_specific
Biliary Tract,DUSP19,-1.417292857408778,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Biliary Tract,GCGR,-1.417270554637096,0.012722097636708644,4,30,0.5178213974007704,1,cancer_specific
Breast,BTBD3,-1.416849219839999,0.002445564582872336,5,48,0.8776493075459502,1,cancer_specific
Biliary Tract,USP12,-1.4157267486898426,0.018587200276004832,4,30,0.5537864846051892,2,cancer_specific
Uterus,WNT8A,-1.4148918833925799,0.0003361351795765486,22,12,0.2868184153209086,1,cancer_specific
Biliary Tract,AGO2,-1.4139089357977705,0.012722097636708644,4,30,0.5178213974007704,1,cancer_specific
Skin,OR6C3,-1.413000436282711,0.005368382080710848,3,71,0.9969807075405016,1,cancer_specific
Skin,CISD1,-1.412744738932315,0.01774034308280884,3,71,0.9969807075405016,1,cancer_specific
Biliary Tract,ZNF264,-1.4125866003547858,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
