gene,n_cancer_types,mean_cohens_d,min_fdr,cancer_types,is_swisnf
CCNF,2,-1.081606326460189,0.8776493075459502,Breast;Skin,False
BIN3,2,-1.0811467483482602,0.4305875475402824,Bowel;Skin,False
PRDM2,2,-1.080848412151965,0.8776493075459502,Breast;Pancreas,False
NEUROG2,2,-1.0787134523271247,0.405932533739189,Lymphoid;Uterus,False
MGAT2,2,-1.0775078947978005,0.40355751662327194,Biliary Tract;Uterus,False
HS3ST3B1,2,-1.0733807300758103,0.5255361255558615,Biliary Tract;Bladder/Urinary Tract,False
SYBU,2,-1.0733313968683291,0.4671400716214491,Skin;Uterus,False
CFAP126,2,-1.0733176944291758,0.33214855032288565,Breast;Uterus,False
MYO16,2,-1.0732596276505226,0.9041286739135341,Breast;Skin,False
RBM42,2,-1.073194242104142,0.3776842131076968,Breast;Uterus,False
OR6C75,2,-1.0726495188550629,0.41017649628713837,Ovary/Fallopian Tube;Skin,False
PLEKHO2,2,-1.0724822430133203,0.33214855032288565,Biliary Tract;Uterus,False
BDH2,2,-1.072165310025308,0.3011442637689808,Bowel;Uterus,False
PLEKHB1,2,-1.0699703506662206,0.6004309844800014,Biliary Tract;Skin,False
KLF15,2,-1.0678429420254159,0.33214855032288565,Lymphoid;Uterus,False
ZBTB11,2,-1.0676612767608675,1.0,Bladder/Urinary Tract;Esophagus/Stomach,False
CASP2,2,-1.0667176170147428,0.5537864846051892,Biliary Tract;Lung,False
BDKRB1,2,-1.0659646991374183,0.8776493075459502,Breast;Skin,False
COA3,2,-1.065771896808182,0.308013596486265,Bladder/Urinary Tract;Ovary/Fallopian Tube,False
PLSCR3,2,-1.0647108012448137,0.4644416360294118,Biliary Tract;Ovary/Fallopian Tube,False
CTRB2,2,-1.064284924102311,0.42263181460455723,Biliary Tract;Uterus,False
WNT7B,2,-1.0625860045826014,0.6214543699352375,Biliary Tract;Lung,False
WDR36,2,-1.0612930627595087,0.35263192777650443,Esophagus/Stomach;Ovary/Fallopian Tube,False
EOMES,2,-1.0611318341243463,0.6214543699352375,Biliary Tract;Skin,False
YIF1A,2,-1.059891520570444,0.4352158137284654,Skin;Uterus,False
CEP44,2,-1.0566553617953132,0.5002598405163333,Bowel;Breast,False
ATXN7L3B,2,-1.0557966618276664,0.3011442637689808,Bowel;Uterus,False
RPL22,2,-1.055695223266994,0.3011442637689808,Bowel;Uterus,False
GDPGP1,2,-1.0555527862079646,0.4352158137284654,Lymphoid;Uterus,False
FUT7,2,-1.0549917280356984,0.8949562803774491,Breast;Pancreas,False
DBI,2,-1.0542701366745573,0.3068176027874803,Bowel;Uterus,False
RPL36A,2,-1.0521177969449595,0.48897571387687483,Esophagus/Stomach;Ovary/Fallopian Tube,False
AP3B2,2,-1.0512708377085305,0.405932533739189,Breast;Uterus,False
EP400,2,-1.0510996916065305,1.0,Bladder/Urinary Tract;Esophagus/Stomach,False
WAPL,2,-1.0505249525312106,0.9997943488153372,Bladder/Urinary Tract;Lung,False
PUS7,2,-1.0483823425410077,0.4657590334189346,Bowel;Esophagus/Stomach,False
BTBD2,2,-1.0482293727735463,0.45653118291549,Ovary/Fallopian Tube;Skin,False
MORF4L1,2,-1.046707465245623,0.5684101675016724,Biliary Tract;Bladder/Urinary Tract,False
OBP2A,2,-1.0443163088962975,0.3991841203346926,Ovary/Fallopian Tube;Pancreas,False
TSC22D3,2,-1.0437014709275698,0.45929509393460755,Biliary Tract;Uterus,False
CCL19,2,-1.0414755024229017,0.45929509393460755,Biliary Tract;Uterus,False
TMEM170A,2,-1.0403280128960208,0.5898363377609109,Biliary Tract;Pancreas,False
TKTL2,2,-1.0395440824754034,0.6034249226006193,Biliary Tract;Lymphoid,False
HP1BP3,2,-1.0391149579278909,0.5178213974007704,Biliary Tract;Lymphoid,False
ABCA2,2,-1.0377278871639024,0.9969807075405016,Pancreas;Skin,False
SCYL2,2,-1.0367150000129928,0.8776493075459502,Breast;Pancreas,False
MRPL32,2,-1.0365743162645247,0.1851930601054243,Bowel;Ovary/Fallopian Tube,False
PHC1,2,-1.0350536365615104,0.45929509393460755,Skin;Uterus,False
RAET1L,2,-1.03416179687722,0.48675795409026884,Bowel;Pancreas,False
PLEKHH3,2,-1.0312753354261384,0.3011442637689808,Ovary/Fallopian Tube;Uterus,False
DPPA2,2,-1.0302933958196125,0.3011442637689808,Esophagus/Stomach;Uterus,False
SRFBP1,2,-1.0295687898840087,0.5231840928706755,Bladder/Urinary Tract;Bowel,False
SAFB,2,-1.0290040547569983,0.4772856300060255,Lymphoid;Ovary/Fallopian Tube,False
MLN,2,-1.0285180681461377,0.6560885262082808,Breast;Lymphoid,False
MSMP,2,-1.0264127469997772,0.6278632420710221,Biliary Tract;Lymphoid,False
SCLT1,2,-1.0250390343701898,0.3865237714951714,Ovary/Fallopian Tube;Skin,False
CCND1,2,-1.0240399359410972,0.405932533739189,Breast;Uterus,False
USP12,2,-1.0238287336914502,0.48675795409026884,Biliary Tract;Bowel,False
RBBP9,2,-1.0237594190066845,0.43700189753320684,Biliary Tract;Bowel,False
ZP3,2,-1.0212624251182463,0.2991215025092648,Bowel;Uterus,False
KCNF1,2,-1.0205210762612806,0.6137357200341474,Biliary Tract;Lymphoid,False
IQCA1,2,-1.0188168648699993,0.9997943488153372,Bladder/Urinary Tract;Lung,False
ZNF37A,2,-1.0181465372397784,0.278725294121959,Bowel;Lymphoid,False
CCDC102A,2,-1.0180362338433262,0.3774466836933286,Bowel;Uterus,False
SMIM17,2,-1.0176778844303203,0.47441208139503066,Bowel;Lymphoid,False
PIAS3,2,-1.0167455530510705,0.6137357200341474,Breast;Lymphoid,False
ANXA2R,2,-1.016199862630786,0.2991215025092648,Bowel;Uterus,False
TCF15,2,-1.0158252579748117,0.4644416360294118,Biliary Tract;Ovary/Fallopian Tube,False
TTC29,2,-1.0156586277466304,0.9969807075405016,Bladder/Urinary Tract;Skin,False
GABRA3,2,-1.014842620583615,0.6034249226006193,Biliary Tract;Lymphoid,False
FIP1L1,2,-1.0141442842986355,0.8776493075459502,Bladder/Urinary Tract;Breast,False
KIF13A,2,-1.0139259180388027,0.44595352962588775,Breast;Uterus,False
PKD1L1,2,-1.0131364868916095,0.4671400716214491,Biliary Tract;Uterus,False
SLC25A19,2,-1.0130508758179837,0.37247201604888536,Ovary/Fallopian Tube;Pancreas,False
DPY19L3,2,-1.013034937199518,1.0,Bladder/Urinary Tract;Esophagus/Stomach,False
PTAR1,2,-1.0126125550842155,0.42105057003703594,Ovary/Fallopian Tube;Skin,False
CASTOR2,2,-1.0120755331329796,0.32797536311417086,Ovary/Fallopian Tube;Uterus,False
CFAP107,2,-1.009763755557457,0.4609315554615419,Biliary Tract;Ovary/Fallopian Tube,False
MERTK,2,-1.008575601274488,0.44119347510768253,Bowel;Skin,False
CPAP,2,-1.0072462044682648,0.48927306948333416,Bowel;Breast,False
SCNN1D,2,-1.0068015683503726,0.6137357200341474,Bladder/Urinary Tract;Lymphoid,False
NUP155,2,-1.0067857402079334,0.6137357200341474,Breast;Lymphoid,False
H2BC1,2,-1.006223243465676,0.8914748538826587,Bladder/Urinary Tract;Breast,False
ZBTB20,2,-1.0048122682116196,0.3340022423981802,Ovary/Fallopian Tube;Uterus,False
MAP3K1,2,-1.0039807513589514,0.2549745243304255,Bowel;Esophagus/Stomach,False
CD164L2,2,-1.0032953495390724,0.4644416360294118,Biliary Tract;Lung,False
PTPRB,2,-1.0020532067137797,0.6004309844800014,Biliary Tract;Breast,False
TRNAU1AP,2,-1.0018031297929249,0.3774466836933286,Bowel;Lung,False
MICOS13,2,-1.0016044166643954,0.9994757549302502,Lung;Pancreas,False
PRDM13,2,-1.0014115571700801,0.49965723451532185,Breast;Ovary/Fallopian Tube,False
FMR1,2,-1.0013776711068514,0.6004309844800014,Biliary Tract;Breast,False
YIPF2,2,-1.0012978101387664,0.3011442637689808,Pancreas;Uterus,False
WDR86,2,-1.0000262368609834,0.4671400716214491,Lymphoid;Uterus,False
USP10,2,-0.9994050566069368,0.3011442637689808,Ovary/Fallopian Tube;Uterus,False
PLBD2,2,-0.9993721720270191,0.3955130763002683,Biliary Tract;Ovary/Fallopian Tube,False
RASGEF1A,2,-0.9986176660254693,0.2991215025092648,Bowel;Esophagus/Stomach,False
C6orf52,2,-0.9974672674274814,0.8776493075459502,Bladder/Urinary Tract;Breast,False
CYP17A1,2,-0.9961181008455917,0.4701133725818718,Lymphoid;Ovary/Fallopian Tube,False
LRRC38,2,-0.9959020286344467,0.3517122069902322,Lymphoid;Uterus,False
TMEM138,2,-0.9951483029057895,0.8914748538826587,Bladder/Urinary Tract;Breast,False
IGFBP7,2,-0.9946009160943072,0.4919663593407747,Bowel;Breast,False
ORMDL2,2,-0.9941861520934712,0.8776493075459502,Bladder/Urinary Tract;Breast,False
ULBP3,2,-0.9933151270816414,0.35321402552304804,Lymphoid;Uterus,False
EIF4B,2,-0.9931747143296249,0.33214855032288565,Biliary Tract;Uterus,False
URM1,2,-0.9930550494005765,0.4640820683111955,Biliary Tract;Pancreas,False
RETREG3,2,-0.991386134539126,0.9969807075405016,Lung;Skin,False
TTLL7,2,-0.9913828611753119,0.38764025149183423,Bowel;Pancreas,False
CYRIA,2,-0.9911850578802944,0.5898363377609109,Biliary Tract;Breast,False
MYG1,2,-0.9910117234054995,0.45653118291549,Bladder/Urinary Tract;Ovary/Fallopian Tube,False
RAB17,2,-0.9903623186637722,0.6214543699352375,Biliary Tract;Lymphoid,False
PRKCD,2,-0.9899623977714677,0.9969807075405016,Lung;Skin,False
PF4,2,-0.9875775602669301,0.35321402552304804,Bowel;Uterus,False
CARD18,2,-0.9873250407576797,0.8776493075459502,Breast;Lung,False
CCSAP,2,-0.987273689970533,0.37829287207713486,Skin;Uterus,False
SRD5A3,2,-0.9869702321365252,0.33214855032288565,Ovary/Fallopian Tube;Uterus,False
B3GALNT1,2,-0.9865826305178009,0.8776493075459502,Breast;Esophagus/Stomach,False
FGF9,2,-0.9850016970565654,0.3627397982273871,Bladder/Urinary Tract;Bowel,False
FAM76A,2,-0.9849540536726908,0.3675929183244149,Lymphoid;Ovary/Fallopian Tube,False
FCHSD2,2,-0.9844347396096541,0.9969807075405016,Esophagus/Stomach;Skin,False
SPA17,2,-0.9841506546927931,0.9997943488153372,Bladder/Urinary Tract;Lung,False
KIF26A,2,-0.9839660775589563,0.6214543699352375,Biliary Tract;Pancreas,False
OR14A16,2,-0.9838422784637613,0.40916442293223493,Bowel;Breast,False
TRMT1,2,-0.9837522748689674,0.44662453857016415,Bowel;Esophagus/Stomach,False
SF3A3,2,-0.983664978753279,0.40201927324629744,Lymphoid;Ovary/Fallopian Tube,False
LRRC15,2,-0.9830648958385679,0.35321402552304804,Breast;Uterus,False
CDK4,2,-0.9829619754663631,0.41567091797877737,Pancreas;Uterus,False
FGFBP1,2,-0.9823176844645732,0.43006248272353814,Biliary Tract;Uterus,False
SPG7,2,-0.9815080786283654,0.41017649628713837,Lymphoid;Ovary/Fallopian Tube,False
AATF,2,-0.9812385417709106,0.3248148603762443,Bowel;Uterus,False
GDF11,2,-0.9787113113735229,0.42263181460455723,Biliary Tract;Uterus,False
TTC12,2,-0.9766294834478009,0.8776493075459502,Breast;Lung,False
EVA1A,2,-0.9765595743522925,0.42105057003703594,Ovary/Fallopian Tube;Skin,False
B4GALNT4,2,-0.9735471457179399,0.3438652154763171,Biliary Tract;Ovary/Fallopian Tube,False
SDHAF2,2,-0.9722122665020427,0.8776493075459502,Bladder/Urinary Tract;Breast,False
IFT140,2,-0.9707954349636585,0.32797536311417086,Ovary/Fallopian Tube;Uterus,False
DLD,2,-0.9698867799642314,0.33214855032288565,Ovary/Fallopian Tube;Uterus,False
CADM4,2,-0.9696501290605966,0.36553642057137226,Lymphoid;Ovary/Fallopian Tube,False
TAFA4,2,-0.9690874314128317,0.3011442637689808,Bowel;Uterus,False
NPAS4,2,-0.9672247031294414,0.3776842131076968,Lymphoid;Uterus,False
UBXN7,2,-0.9667340915394954,0.9994757549302502,Bladder/Urinary Tract;Pancreas,False
IL24,2,-0.9658026792488983,0.2991215025092648,Bowel;Uterus,False
DHDDS,2,-0.9652880835989289,0.35702346963883996,Lung;Uterus,False
USP13,2,-0.9631894506819993,0.33214855032288565,Biliary Tract;Uterus,False
BICDL2,2,-0.962953875048705,0.35321402552304804,Ovary/Fallopian Tube;Uterus,False
HS6ST1,2,-0.9611797756864423,0.3438652154763171,Ovary/Fallopian Tube;Uterus,False
SOX7,2,-0.9609761452504397,0.405932533739189,Lymphoid;Uterus,False
CCNB1,2,-0.9608247499363755,0.43006248272353814,Skin;Uterus,False
PHF19,2,-0.9599756374296422,0.9041286739135341,Bladder/Urinary Tract;Breast,False
BTF3,2,-0.9598816714074925,0.35263192777650443,Esophagus/Stomach;Ovary/Fallopian Tube,False
PNCK,2,-0.9588052249315666,0.40355751662327194,Lymphoid;Uterus,False
OR6B3,2,-0.9578480435619572,0.8776493075459502,Breast;Pancreas,False
GNL3L,2,-0.9574710588963569,0.3776842131076968,Lymphoid;Uterus,False
NFYC,2,-0.9571587814221597,0.35321402552304804,Bladder/Urinary Tract;Uterus,False
ZMYM3,2,-0.9569766901113251,0.9994757549302502,Bladder/Urinary Tract;Pancreas,False
SNX22,2,-0.9557789054619588,0.4644416360294118,Biliary Tract;Lymphoid,False
NMT2,2,-0.9550522436600696,0.437214735105422,Bladder/Urinary Tract;Uterus,False
GLI1,2,-0.9549265932550168,0.35702346963883996,Lymphoid;Uterus,False
MPST,2,-0.9536968808602,0.6034249226006193,Biliary Tract;Esophagus/Stomach,False
ID3,2,-0.952582763858687,0.8776493075459502,Breast;Skin,False
EME1,2,-0.9520993996827376,0.48675795409026884,Bowel;Skin,False
GPR148,2,-0.9517889026373308,0.3248148603762443,Ovary/Fallopian Tube;Uterus,False
CCSER1,2,-0.9511544627912794,0.42263181460455723,Esophagus/Stomach;Uterus,False
UROC1,2,-0.9507276143659,0.32797536311417086,Ovary/Fallopian Tube;Uterus,False
APOL2,2,-0.9498618210307421,0.37829287207713486,Bowel;Uterus,False
NOVA1,2,-0.9492976964566245,0.9969807075405016,Bladder/Urinary Tract;Skin,False
ATMIN,2,-0.9484829983444031,0.42263181460455723,Esophagus/Stomach;Uterus,False
SNRNP25,2,-0.9462371932162527,0.3433014002938997,Bowel;Uterus,False
FAM149B1,2,-0.9452380280330923,0.6278632420710221,Biliary Tract;Skin,False
NLRP1,2,-0.9445569663276449,0.38764025149183423,Bowel;Uterus,False
OR1C1,2,-0.9444687423247239,0.4333801283286457,Pancreas;Uterus,False
PPDPFL,2,-0.9443274932483752,0.4919663593407747,Bowel;Lymphoid,False
BTNL3,2,-0.9436759303157152,0.8776493075459502,Bladder/Urinary Tract;Breast,False
TEX264,2,-0.9433335769535585,0.6137357200341474,Esophagus/Stomach;Lymphoid,False
MDM4,2,-0.9431705169572486,0.49353730095034015,Breast;Ovary/Fallopian Tube,False
RGS18,2,-0.9430681364863676,0.437214735105422,Bladder/Urinary Tract;Uterus,False
LRFN2,2,-0.9427806628087481,0.45929509393460755,Biliary Tract;Uterus,False
MRGPRG,2,-0.9417654863794318,0.6278632420710221,Biliary Tract;Breast,False
ZNF780A,2,-0.9413799641596134,0.4919663593407747,Bowel;Lymphoid,False
TULP3,2,-0.9412462214158933,0.6949361184835696,Lymphoid;Skin,False
HLA-DRA,2,-0.9383410049148893,0.34736395963401884,Bowel;Pancreas,False
ATG12,2,-0.9374292160837541,0.3011442637689808,Bowel;Uterus,False
SNX9,2,-0.9365835222395553,0.5124066107380654,Bowel;Lymphoid,False
HMX3,2,-0.9363221476121522,0.7241882556896287,Breast;Lymphoid,False
TMEM116,2,-0.9358457998336613,0.3776842131076968,Biliary Tract;Uterus,False
PPP1R12C,2,-0.9354269063424481,0.6263327077443914,Lymphoid;Skin,False
PDK1,2,-0.9353633632094918,0.8776493075459502,Breast;Skin,False
PSMB11,2,-0.935050645130801,0.6396936097382857,Bladder/Urinary Tract;Lymphoid,False
MC1R,2,-0.9336693378441896,0.3865237714951714,Biliary Tract;Ovary/Fallopian Tube,False
B3GNT6,2,-0.9331273899665413,0.3865237714951714,Ovary/Fallopian Tube;Skin,False
ZNF396,2,-0.9321460339754752,0.2923439264864039,Lymphoid;Uterus,False
GJB4,2,-0.9301195607410739,0.6949361184835696,Bladder/Urinary Tract;Lymphoid,False
VASH1,2,-0.9294612699274787,0.33214855032288565,Bowel;Uterus,False
NDN,2,-0.9279911975156886,0.350170566091264,Ovary/Fallopian Tube;Uterus,False
CAPS,2,-0.9274255454290554,0.33214855032288565,Bowel;Uterus,False
HPX,2,-0.9274109479588554,0.4671400716214491,Skin;Uterus,False
UFSP1,2,-0.9273426868808279,0.37829287207713486,Bowel;Uterus,False
TMEM106A,2,-0.926745549326218,0.2991215025092648,Bowel;Uterus,False
F10,2,-0.9238789682031198,0.6034249226006193,Biliary Tract;Pancreas,False
TBC1D22A,2,-0.9238261411019818,0.3865237714951714,Ovary/Fallopian Tube;Uterus,False
CMTM5,2,-0.9226076562963026,0.3677629550929511,Bowel;Uterus,False
INPP4A,2,-0.9158022825881944,0.3865237714951714,Bowel;Ovary/Fallopian Tube,False
H1-10,2,-0.9148747089593705,0.5279673177528519,Biliary Tract;Bowel,False
MICOS10,2,-0.9147343099938691,0.4701133725818718,Lung;Ovary/Fallopian Tube,False
SIGIRR,2,-0.9143481851362245,0.8776493075459502,Breast;Lung,False
GARIN5A,2,-0.9140150804061375,0.437214735105422,Ovary/Fallopian Tube;Uterus,False
GALC,2,-0.9133550985494419,0.43700189753320684,Biliary Tract;Breast,False
PROS1,2,-0.9129834853809804,0.48081782207607465,Bladder/Urinary Tract;Bowel,False
PLPP6,2,-0.9127173430725557,0.9969807075405016,Lung;Skin,False
SMG8,2,-0.9118064304567006,0.3865237714951714,Biliary Tract;Ovary/Fallopian Tube,False
TXNDC17,2,-0.9116507869137328,0.39465688759629697,Bladder/Urinary Tract;Bowel,False
DCAF11,2,-0.9113728332682125,0.35321402552304804,Lung;Uterus,False
BTBD1,2,-0.9111722134138481,0.36538501067420426,Breast;Uterus,False
PPP1R1A,2,-0.9105753113416429,0.35321402552304804,Bowel;Uterus,False
DDX11,2,-0.9102525722416577,0.9969807075405016,Pancreas;Skin,False
DNAJC8,2,-0.9100092025052187,1.0,Bladder/Urinary Tract;Esophagus/Stomach,False
SENP7,2,-0.9084567678215106,0.2991215025092648,Bowel;Esophagus/Stomach,False
PRKAR1B,2,-0.9078123784025051,0.4546852872109124,Breast;Uterus,False
ALKBH3,2,-0.9076275003089556,0.5684101675016724,Biliary Tract;Bladder/Urinary Tract,False
ZNF140,2,-0.9071432621844148,0.8949562803774491,Breast;Pancreas,False
DDX24,2,-0.9058135259501593,0.4017371067906146,Bowel;Breast,False
PAWR,2,-0.9053676671077859,0.48131027844134133,Biliary Tract;Bowel,False
DDR1,2,-0.9048934587045687,0.45252278424771464,Lymphoid;Ovary/Fallopian Tube,False
CBARP,2,-0.9044601464767663,0.9041286739135341,Breast;Esophagus/Stomach,False
ADPRH,2,-0.9044120854687129,0.3343174285145299,Ovary/Fallopian Tube;Uterus,False
AKAP6,2,-0.904052876148476,0.3273248990744671,Bowel;Uterus,False
TJAP1,2,-0.903439772170249,0.3340022423981802,Ovary/Fallopian Tube;Uterus,False
ZNHIT2,2,-0.9029721814524014,1.0,Bladder/Urinary Tract;Esophagus/Stomach,False
IL27,2,-0.9015204318462372,0.44662453857016415,Bowel;Skin,False
SMARCD1,2,-0.9010239671389471,0.39318181437050126,Ovary/Fallopian Tube;Pancreas,True
ACCSL,2,-0.8987200177557845,0.9969807075405016,Bladder/Urinary Tract;Skin,False
STIL,2,-0.8985281354118977,0.4671400716214491,Breast;Uterus,False
ALDOC,2,-0.8972757688862539,0.3517122069902322,Bowel;Uterus,False
PRMT3,2,-0.8972160000727581,0.5178213974007704,Biliary Tract;Skin,False
COG7,2,-0.89559700772434,0.9969807075405016,Lung;Skin,False
CENPU,2,-0.8948707254503374,0.3438652154763171,Breast;Ovary/Fallopian Tube,False
PRG3,2,-0.8938655134922757,0.49853642334139936,Biliary Tract;Bowel,False
SPHK2,2,-0.8934493637985663,0.3550372064424245,Ovary/Fallopian Tube;Uterus,False
GLTP,2,-0.8931493408007345,0.5002598405163333,Bowel;Skin,False
CRYGC,2,-0.8920871648066666,0.308013596486265,Ovary/Fallopian Tube;Uterus,False
TOM1L1,2,-0.892051794527636,0.9997943488153372,Bladder/Urinary Tract;Lung,False
ADGRL3,2,-0.8915575725801665,0.405932533739189,Pancreas;Uterus,False
ADRM1,2,-0.8914485514924637,0.3865237714951714,Ovary/Fallopian Tube;Uterus,False
SNCG,2,-0.8913994698643475,0.35321402552304804,Ovary/Fallopian Tube;Uterus,False
SKOR1,2,-0.8903500909045474,0.4478645389084365,Lymphoid;Ovary/Fallopian Tube,False
VWA2,2,-0.8902594320070876,0.6214543699352375,Biliary Tract;Lymphoid,False
DNAH11,2,-0.8901977561302344,0.9997943488153372,Esophagus/Stomach;Lung,False
RBMXL3,2,-0.8896189453068292,0.8776493075459502,Breast;Lung,False
ACOT13,2,-0.8891731663873277,0.9969807075405016,Pancreas;Skin,False
SCGB2B2,2,-0.8889043296101389,0.41374348416805434,Biliary Tract;Bowel,False
WDFY2,2,-0.8880419160839957,0.4546852872109124,Breast;Uterus,False
UGT1A8,2,-0.8852315114942284,0.6214543699352375,Biliary Tract;Lung,False
LRRC55,2,-0.8851807138851748,0.48081782207607465,Bowel;Breast,False
ZNF428,2,-0.8834880159929146,0.5279673177528519,Bladder/Urinary Tract;Bowel,False
SCRT2,2,-0.8826252631283409,0.3438652154763171,Lymphoid;Ovary/Fallopian Tube,False
RPL7,2,-0.8825698465549072,0.4601947079182166,Bowel;Esophagus/Stomach,False
SORCS1,2,-0.8824324626369915,0.42105057003703594,Ovary/Fallopian Tube;Uterus,False
MEGF10,2,-0.8823979221464227,0.35321402552304804,Ovary/Fallopian Tube;Uterus,False
SLC29A3,2,-0.8818496876176236,0.40355751662327194,Bladder/Urinary Tract;Uterus,False
SDHD,2,-0.8816462481081779,0.43006248272353814,Bowel;Uterus,False
AZIN1,2,-0.8810604999104769,0.8949562803774491,Breast;Lung,False
LGALS16,2,-0.8788025744058432,0.6214543699352375,Biliary Tract;Breast,False
PDZK1IP1,2,-0.8783346258423022,0.3011442637689808,Lymphoid;Uterus,False
AP3M1,2,-0.8779654134156121,0.5231840928706755,Bowel;Esophagus/Stomach,False
FAM20B,2,-0.8775391683718714,0.35321402552304804,Ovary/Fallopian Tube;Uterus,False
AMD1,2,-0.8770063213829062,0.4671400716214491,Pancreas;Uterus,False
OR5B17,2,-0.876844607866468,0.9994757549302502,Lung;Pancreas,False
TEX15,2,-0.8765425748061563,0.44662453857016415,Bowel;Esophagus/Stomach,False
FOXJ2,2,-0.8762489520964656,0.32797536311417086,Ovary/Fallopian Tube;Uterus,False
TSPAN9,2,-0.8761706703966414,0.3865237714951714,Ovary/Fallopian Tube;Skin,False
KLHDC8B,2,-0.8748127896207534,0.37829287207713486,Lymphoid;Uterus,False
PRAMEF12,2,-0.8747638879888731,0.4718123375383657,Biliary Tract;Ovary/Fallopian Tube,False
TTC1,2,-0.8741895910048019,0.33942765829814897,Bowel;Uterus,False
ZNF319,2,-0.8731391485192902,0.3994722784130023,Bladder/Urinary Tract;Uterus,False
GNG10,2,-0.873126537212402,0.9969807075405016,Pancreas;Skin,False
EID1,2,-0.8722833978156146,0.4671400716214491,Lung;Uterus,False
SCGB1A1,2,-0.8717792722594979,0.48675795409026884,Bowel;Esophagus/Stomach,False
SPIN4,2,-0.871330851363378,0.5002598405163333,Bladder/Urinary Tract;Bowel,False
TMEM35A,2,-0.8709747801591827,0.4638267689040502,Biliary Tract;Bowel,False
PLXNA3,2,-0.8691915693228667,0.6771147605983607,Lymphoid;Skin,False
MN1,2,-0.8684006717464726,0.8949562803774491,Breast;Lung,False
LOXHD1,2,-0.8681391283544897,0.3011442637689808,Bowel;Uterus,False
