comparison,treatment_id,drug_name,cohens_d,p_value,n_group_a,n_group_b,median_a,median_b,fdr,Drug.Name,MOA,repurposing_target,Synonyms
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04327189-001-15-1,SYNEPHRINE,0.1375,0.4173723556099716,113,44,-0.1594,-0.2595,0.8584978556014115,SYNEPHRINE,ADRENERGIC RECEPTOR AGONIST,ADRA1A,SYNEPHRINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04327189-003-03-3,SYNEPHRINE,-0.0999,0.603269003195783,41,265,0.116,0.08,0.8992747599779071,SYNEPHRINE,ADRENERGIC RECEPTOR AGONIST,ADRA1A,SYNEPHRINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04327189-003-03-3,SYNEPHRINE,0.016,0.9474710333148604,108,41,0.0594,0.116,0.9956725852641204,SYNEPHRINE,ADRENERGIC RECEPTOR AGONIST,ADRA1A,SYNEPHRINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04352665-001-05-3,MARAVIROC,-0.0624,0.8823859373678786,41,265,0.2499,0.2126,0.9749342995127562,MARAVIROC,CC CHEMOKINE RECEPTOR ANTAGONIST,CCR5,MARAVIROC
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04352665-001-05-3,MARAVIROC,0.0341,0.8867702763561595,108,41,0.2687,0.2499,0.98792435023778,MARAVIROC,CC CHEMOKINE RECEPTOR ANTAGONIST,CCR5,MARAVIROC
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04447196-001-01-8,GEPEFRINE,-0.1319,0.5435257539297581,45,261,0.0358,0.0298,0.8839616453133071,GEPEFRINE,ADRENERGIC RECEPTOR AGONIST,,GEPEFRINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04447196-001-01-8,GEPEFRINE,0.1019,0.7750305487634639,110,45,0.0214,0.0358,0.9679412611947278,GEPEFRINE,ADRENERGIC RECEPTOR AGONIST,,GEPEFRINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04497688-001-04-2,TRILOSTANE,-0.496,0.0017846634503144,44,271,-0.0088,0.1746,0.1864286896559228,TRILOSTANE,3BETA-HYDROXY-DELTA5-STEROID DEHYDROGENASE INHIBITOR,"ESR1, ESR2, HSD3B1, HSD3B2",TRILOSTANE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04497688-001-04-2,TRILOSTANE,0.2556,0.1897697020914135,113,44,0.0662,-0.0088,0.7299093109769049,TRILOSTANE,3BETA-HYDROXY-DELTA5-STEROID DEHYDROGENASE INHIBITOR,"ESR1, ESR2, HSD3B1, HSD3B2",TRILOSTANE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04506385-001-01-2,STEPRONIN,0.3157,0.0620304361491734,44,269,-0.1578,-0.2891,0.4870108409943617,STEPRONIN,MUCOLYTIC AGENT,,STEPRONIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04506385-001-01-2,STEPRONIN,-0.3816,0.0195153260020191,111,44,-0.2939,-0.1578,0.483729403930345,STEPRONIN,MUCOLYTIC AGENT,,STEPRONIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04553218-050-16-2,CHLORPHENAMINE,-0.3181,0.0553973109531849,44,271,0.053,0.1109,0.4773448494570123,CHLORPHENAMINE,HISTAMINE RECEPTOR ANTAGONIST,"HRH1, SLC6A2, SLC6A3, SLC6A4",CHLORPHENAMINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04553218-050-16-2,CHLORPHENAMINE,0.2457,0.2481208985200755,113,44,0.0903,0.053,0.7591588283498681,CHLORPHENAMINE,HISTAMINE RECEPTOR ANTAGONIST,"HRH1, SLC6A2, SLC6A3, SLC6A4",CHLORPHENAMINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04649065-001-01-7,LM11A-31,0.0346,0.9343013023293562,41,226,0.0704,0.1146,0.986777720061382,LM11A-31,NEUROTROPHIC AGENT,NGFR,LM11A-31
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04649065-001-01-7,LM11A-31,0.1045,0.5285451086033135,101,41,0.1354,0.0704,0.9008431918238092,LM11A-31,NEUROTROPHIC AGENT,NGFR,LM11A-31
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04661934-001-02-9,2-PMDQ,0.0317,0.9670005271155966,44,275,-0.0228,-0.0389,0.9928827429479662,2-PMDQ,ADRENERGIC RECEPTOR ANTAGONIST,ADRA1A,2-PMDQ
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04661934-001-02-9,2-PMDQ,-0.059,0.7692155939166088,112,44,-0.0369,-0.0228,0.9649777487836668,2-PMDQ,ADRENERGIC RECEPTOR ANTAGONIST,ADRA1A,2-PMDQ
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04843135-001-09-9,OXAMNIQUINE,-0.2713,0.0662229452886034,51,384,-0.1788,-0.073,0.4991361025856807,OXAMNIQUINE,,,OXAMNIQUINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04843135-001-09-9,OXAMNIQUINE,0.4336,0.008918920254945,149,51,-0.0269,-0.1788,0.4309127550992946,OXAMNIQUINE,,,OXAMNIQUINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A04971881-003-01-3,CLORANOLOL,0.2189,0.063552341565259,45,261,0.1617,0.0844,0.4931661705464099,CLORANOLOL,ADRENERGIC RECEPTOR ANTAGONIST,"ADRB1, ADRB2, ADRB3",CLORANOLOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A04971881-003-01-3,CLORANOLOL,-0.2448,0.111132326510904,109,45,0.0896,0.1617,0.651754660656698,CLORANOLOL,ADRENERGIC RECEPTOR ANTAGONIST,"ADRB1, ADRB2, ADRB3",CLORANOLOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05186015-003-19-8,BUPROPION,-0.1798,0.2530287547016057,44,271,0.1367,0.2076,0.7218664041246325,BUPROPION,DOPAMINE UPTAKE INHIBITOR,"CHRNA3, SLC6A2, SLC6A3",BUPROPION
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05186015-003-19-8,BUPROPION,0.2214,0.2340067011524904,113,44,0.2292,0.1367,0.7526507569571769,BUPROPION,DOPAMINE UPTAKE INHIBITOR,"CHRNA3, SLC6A2, SLC6A3",BUPROPION
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05334458-001-02-8,LISOFYLLINE,-0.4126,0.0082400742346961,44,271,0.2284,0.3712,0.2944742318609821,LISOFYLLINE,"INTERLEUKIN RECEPTOR ANTAGONIST, STAT INHIBITOR",,LISOFYLLINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05334458-001-02-8,LISOFYLLINE,0.1377,0.4471473267581458,113,44,0.2712,0.2284,0.8701077425318628,LISOFYLLINE,"INTERLEUKIN RECEPTOR ANTAGONIST, STAT INHIBITOR",,LISOFYLLINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05457250-001-08-4,BAY-K-8644-(+/-),-0.5965,0.0007108975100003,44,274,-0.5269,-0.3251,0.1325924461806759,BAY-K-8644-(+/-),"L-TYPE CALCIUM CHANNEL ACTIVATOR, L-TYPE CALCIUM CHANNEL BLOCKER",,BAY-K-8644-(+/-)
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05457250-001-08-4,BAY-K-8644-(+/-),0.5965,0.002085644054473,112,44,-0.3142,-0.5269,0.3150462413796093,BAY-K-8644-(+/-),"L-TYPE CALCIUM CHANNEL ACTIVATOR, L-TYPE CALCIUM CHANNEL BLOCKER",,BAY-K-8644-(+/-)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05515753-001-03-2,ERDOSTEINE,-0.207,0.1634858758976556,44,272,0.0256,0.0954,0.6472077630157166,ERDOSTEINE,MUCOLYTIC AGENT,,ERDOSTEINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05515753-001-03-2,ERDOSTEINE,0.0932,0.4626518052578374,112,44,0.0893,0.0256,0.879094549005501,ERDOSTEINE,MUCOLYTIC AGENT,,ERDOSTEINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05523972-001-01-5,TELMESTEINE,-0.2526,0.1015568499092564,44,271,0.194,0.2625,0.5624559632005313,TELMESTEINE,MUCOLYTIC AGENT,,TELMESTEINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05523972-001-01-5,TELMESTEINE,0.1929,0.3676515703814779,113,44,0.2434,0.194,0.8342031355676549,TELMESTEINE,MUCOLYTIC AGENT,,TELMESTEINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05674712-001-06-0,"MEVALONIC-D,-L-ACID-LACTONE",-0.1291,0.1876844036671572,41,258,0.0101,0.0977,0.6740871311040632,"MEVALONIC-D,-L-ACID-LACTONE",,,"D,L-MEVALONIC-ACID-LACTONE, MEVALONIC-D,-L-ACID-LACTONE"
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05674712-001-06-0,"MEVALONIC-D,-L-ACID-LACTONE",-0.0372,0.7938810140698758,105,41,0.0222,0.0101,0.9700291678125708,"MEVALONIC-D,-L-ACID-LACTONE",,,"D,L-MEVALONIC-ACID-LACTONE, MEVALONIC-D,-L-ACID-LACTONE"
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05729358-001-02-0,CPCCOET,0.2165,0.1588570037707469,44,271,0.0492,-0.0391,0.6452238135512713,CPCCOET,GLUTAMATE RECEPTOR ANTAGONIST,GRM1,CPCCOET
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05729358-001-02-0,CPCCOET,-0.1188,0.3412542455280518,113,44,-0.002,0.0492,0.8240100736612632,CPCCOET,GLUTAMATE RECEPTOR ANTAGONIST,GRM1,CPCCOET
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A05906449-004-01-1,LAPPACONITE,0.1787,0.3110866876443818,44,273,0.2148,0.1103,0.7604908948764504,LAPPACONITE,SODIUM CHANNEL BLOCKER,,LAPPACONITE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A05906449-004-01-1,LAPPACONITE,0.0665,0.6893521756721102,112,44,0.218,0.2148,0.9469353171785612,LAPPACONITE,SODIUM CHANNEL BLOCKER,,LAPPACONITE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06352418-001-25-9,TERFENADINE,0.0818,0.1515918491379511,41,265,-0.2376,-0.4453,0.6299745190130417,TERFENADINE,HISTAMINE RECEPTOR ANTAGONIST,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, KCNH1, KCNH2",TERFENADINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06352418-001-25-9,TERFENADINE,0.0712,0.8666657255015313,108,41,-0.245,-0.2376,0.9832834649479916,TERFENADINE,HISTAMINE RECEPTOR ANTAGONIST,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, KCNH1, KCNH2",TERFENADINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06352508-001-03-7,SB-218078,0.052,0.9553240606614852,44,272,-0.3706,-0.2585,0.9920052494581802,SB-218078,CHK INHIBITOR,CHEK1,SB-218078
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06352508-001-03-7,SB-218078,-0.0753,0.8313218294524246,113,44,-0.3424,-0.3706,0.9777874095664608,SB-218078,CHK INHIBITOR,CHEK1,SB-218078
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06390036-001-04-6,HYDROQUINIDINE,-0.0607,0.7684986723368954,44,272,0.0938,0.1158,0.9466810568155878,HYDROQUINIDINE,ANTIARRHYTHMIC,,HYDROQUINIDINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06390036-001-04-6,HYDROQUINIDINE,0.1534,0.4684495449143993,113,44,0.1561,0.0938,0.879764097213257,HYDROQUINIDINE,ANTIARRHYTHMIC,,HYDROQUINIDINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06426627-001-03-5,DICLAZURIL,-0.1636,0.0767650277161936,44,273,-0.6184,-0.4858,0.5227710861156938,DICLAZURIL,ANTIPROTOZOAL AGENT,,DICLAZURIL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06426627-001-03-5,DICLAZURIL,0.1679,0.1723755250228839,112,44,-0.4907,-0.6184,0.7055032036801577,DICLAZURIL,ANTIPROTOZOAL AGENT,,DICLAZURIL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06627858-236-03-0,MONENSIN,-0.1026,0.5459795115190659,44,272,-2.4799,-2.4671,0.8842341019237087,MONENSIN,BACTERIAL PERMEABILITY INDUCER,,MONENSIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06627858-236-03-0,MONENSIN,-0.1342,0.4018358448412248,113,44,-2.9014,-2.4799,0.8531786699411872,MONENSIN,BACTERIAL PERMEABILITY INDUCER,,MONENSIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06771424-004-01-7,ANISOTROPINE,-0.3926,0.0135349923509675,44,268,-0.0825,0.0685,0.3183635169194802,ANISOTROPINE,ACETYLCHOLINE RECEPTOR ANTAGONIST,"CHRM1, CHRM2, CHRM3",ANISOTROPINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06771424-004-01-7,ANISOTROPINE,0.2319,0.1083209576314586,110,44,0.0189,-0.0825,0.648058996301601,ANISOTROPINE,ACETYLCHOLINE RECEPTOR ANTAGONIST,"CHRM1, CHRM2, CHRM3",ANISOTROPINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06784547-001-03-9,MRS-1334,-0.1378,0.4007925110222077,52,392,-0.003,0.0339,0.8137440189339452,MRS-1334,ADENOSINE RECEPTOR ANTAGONIST,ADORA3,MRS-1334
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06784547-001-03-9,MRS-1334,0.0539,0.5604017505900893,150,52,0.0559,-0.003,0.9137627057232824,MRS-1334,ADENOSINE RECEPTOR ANTAGONIST,ADORA3,MRS-1334
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06916187-001-02-9,CPI-613,-0.2423,0.045156748071118,44,271,0.0182,0.1566,0.4516679784188213,CPI-613,PYRUVATE DEHYDROGENASE INHIBITOR,PDHA1,CPI-613
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06916187-001-02-9,CPI-613,0.3468,0.0486351241754051,113,44,0.176,0.0182,0.559652096571897,CPI-613,PYRUVATE DEHYDROGENASE INHIBITOR,PDHA1,CPI-613
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A06935312-001-04-3,FUSIDIC-ACID,-0.3393,0.044965614621812,44,271,0.1471,0.2312,0.4516679784188213,FUSIDIC-ACID,BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR,,FUSIDIC-ACID
MTAP-confound_within_CDKN2A-del,BRD:BRD-A06935312-001-04-3,FUSIDIC-ACID,0.2457,0.2033102658852505,113,44,0.1937,0.1471,0.7408573805099357,FUSIDIC-ACID,BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR,,FUSIDIC-ACID
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07000685-001-04-4,HYDROCORTISONE-HEMISUCCINATE,-0.519,0.004274824701757,44,272,0.1947,0.2958,0.2398847911151256,HYDROCORTISONE-HEMISUCCINATE,,,HYDROCORTISONE-HEMISUCCINATE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07000685-001-04-4,HYDROCORTISONE-HEMISUCCINATE,0.464,0.0119172516088153,112,44,0.2942,0.1947,0.4446051561750349,HYDROCORTISONE-HEMISUCCINATE,,,HYDROCORTISONE-HEMISUCCINATE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07164067-001-01-2,MELUADRINE,-0.0665,0.8157033919840552,44,273,0.0864,0.0843,0.9597387209194588,MELUADRINE,,,MELUADRINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07164067-001-01-2,MELUADRINE,-0.1275,0.4413404001874808,112,44,0.0555,0.0864,0.8690391978848452,MELUADRINE,,,MELUADRINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07207424-001-13-2,RO-20-1724,-0.0694,0.5418652011785989,44,275,-0.3555,-0.2752,0.8827410547031398,RO-20-1724,PHOSPHODIESTERASE INHIBITOR,"PDE3A, PDE4A, PDE4B, PDE4C, PDE4D",RO-20-1724
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07207424-001-13-2,RO-20-1724,-0.0246,0.938785627683867,112,44,-0.3341,-0.3555,0.9956421130446648,RO-20-1724,PHOSPHODIESTERASE INHIBITOR,"PDE3A, PDE4A, PDE4B, PDE4C, PDE4D",RO-20-1724
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07232941-001-02-7,8-M-PDOT,-0.3079,0.0307545229121845,44,271,0.012,0.1304,0.3962489764207465,8-M-PDOT,MELATONIN RECEPTOR AGONIST,"MTNR1A, MTNR1B",8-M-PDOT
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07232941-001-02-7,8-M-PDOT,0.1782,0.3614497039137777,113,44,0.054,0.012,0.8324689582832596,8-M-PDOT,MELATONIN RECEPTOR AGONIST,"MTNR1A, MTNR1B",8-M-PDOT
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07395371-003-10-0,ESMOLOL,-0.1906,0.1407049192209234,44,271,0.2154,0.2821,0.6175736273497546,ESMOLOL,ADRENERGIC RECEPTOR ANTAGONIST,ADRB1,ESMOLOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07395371-003-10-0,ESMOLOL,0.2256,0.11300107093943,113,44,0.2889,0.2154,0.6564990053015213,ESMOLOL,ADRENERGIC RECEPTOR ANTAGONIST,ADRB1,ESMOLOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07440155-003-25-4,LABETALOL,-0.2066,0.0858589135145466,44,271,0.1099,0.2575,0.536300703342803,LABETALOL,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA1A, ADRA1B, ADRA1D, ADRB1, ADRB2",LABETALOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07440155-003-25-4,LABETALOL,0.0618,0.4448149054879892,113,44,0.2155,0.1099,0.8697717110123443,LABETALOL,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA1A, ADRA1B, ADRA1D, ADRB1, ADRB2",LABETALOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07563059-035-01-3,BOPINDOLOL,-0.0085,0.8665754729766695,44,269,0.3917,0.3602,0.971980033668836,BOPINDOLOL,ADRENERGIC RECEPTOR ANTAGONIST,"ADRB1, ADRB2, ADRB3, HTR1A, HTR1B",BOPINDOLOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07563059-035-01-3,BOPINDOLOL,-0.0714,0.6601598468879679,113,44,0.3332,0.3917,0.9406448265101292,BOPINDOLOL,ADRENERGIC RECEPTOR ANTAGONIST,"ADRB1, ADRB2, ADRB3, HTR1A, HTR1B",BOPINDOLOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07600638-060-05-2,MECLOCYCLINE-SULFOSALICYLATE,-0.2186,0.2762748788145065,41,265,-0.2192,-0.1472,0.7395833556562488,MECLOCYCLINE-SULFOSALICYLATE,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,,MECLOCYCLINE-SULFOSALICYLATE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07600638-060-05-2,MECLOCYCLINE-SULFOSALICYLATE,0.4036,0.050806562563634,108,41,-0.0896,-0.2192,0.5631613100149326,MECLOCYCLINE-SULFOSALICYLATE,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,,MECLOCYCLINE-SULFOSALICYLATE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07704283-001-01-3,ISOFLOXYTHEPIN,-0.1839,0.3958623175458277,44,269,0.0128,0.093,0.8111387537163264,ISOFLOXYTHEPIN,DOPAMINE RECEPTOR ANTAGONIST,,ISOFLOXYTHEPIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07704283-001-01-3,ISOFLOXYTHEPIN,0.3809,0.1094919979775922,113,44,0.164,0.0128,0.648058996301601,ISOFLOXYTHEPIN,DOPAMINE RECEPTOR ANTAGONIST,,ISOFLOXYTHEPIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07780951-001-08-9,METAPROTERENOL,-0.0957,0.7985589040293519,44,272,0.3101,0.2964,0.9559154069925992,METAPROTERENOL,ADRENERGIC RECEPTOR AGONIST,ADRB2,METAPROTERENOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07780951-001-08-9,METAPROTERENOL,0.1161,0.4845252456690985,112,44,0.3411,0.3101,0.8854836929008201,METAPROTERENOL,ADRENERGIC RECEPTOR AGONIST,ADRB2,METAPROTERENOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07780951-065-10-0,METAPROTERENOL,-0.0915,0.4688447180887404,41,258,0.0824,0.1212,0.8539722413347938,METAPROTERENOL,ADRENERGIC RECEPTOR AGONIST,ADRB2,METAPROTERENOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07780951-065-10-0,METAPROTERENOL,-0.0931,0.9143406242900092,104,41,0.0831,0.0824,0.990559914452008,METAPROTERENOL,ADRENERGIC RECEPTOR AGONIST,ADRB2,METAPROTERENOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07815743-001-01-1,KAKONEIN,-0.0379,0.6561370819823245,44,271,-0.06,-0.0094,0.917115626806582,KAKONEIN,"GABA RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",,KAKONEIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07815743-001-01-1,KAKONEIN,-0.0477,0.7500808356563214,113,44,-0.0353,-0.06,0.9604442717224452,KAKONEIN,"GABA RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST",,KAKONEIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07870296-001-07-4,BICUCULLINE-(+),-0.0356,0.7064399363121348,44,273,0.2093,0.1886,0.9286830463429296,BICUCULLINE-(+),GABA RECEPTOR ANTAGONIST,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, KCNN1",BICUCULLINE-(+)
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07870296-001-07-4,BICUCULLINE-(+),0.0244,0.6777851028830405,112,44,0.2167,0.2093,0.943645857817479,BICUCULLINE-(+),GABA RECEPTOR ANTAGONIST,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, KCNN1",BICUCULLINE-(+)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07893380-213-01-7,VIGABATRIN,-0.1706,0.1976445567406152,41,258,-0.1731,-0.0627,0.6834692845289404,VIGABATRIN,GABA AMINOTRANSFERASE INHIBITOR,"ABAT, GABBR1, SLC32A1",VIGABATRIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07893380-213-01-7,VIGABATRIN,0.3913,0.0149245316064971,105,41,0.0562,-0.1731,0.4633601266373839,VIGABATRIN,GABA AMINOTRANSFERASE INHIBITOR,"ABAT, GABBR1, SLC32A1",VIGABATRIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07932845-050-15-8,METITEPINE,-0.0282,0.8060055511467088,44,275,0.0034,0.0273,0.9568114407659216,METITEPINE,ANTI-HCVE2,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7",METITEPINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07932845-050-15-8,METITEPINE,-0.0336,0.9106325712562824,112,44,0.017,0.0034,0.9902092891904636,METITEPINE,ANTI-HCVE2,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7",METITEPINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07947329-001-01-4,BUPARVAQUONE,0.1041,0.5822235725583228,44,275,-0.089,-0.1216,0.8954242486231058,BUPARVAQUONE,ANTIPROTOZOAL AGENT,,BUPARVAQUONE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07947329-001-01-4,BUPARVAQUONE,-0.0175,0.938785627683867,112,44,-0.0824,-0.089,0.9956421130446648,BUPARVAQUONE,ANTIPROTOZOAL AGENT,,BUPARVAQUONE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A07986123-001-02-8,GALETERONE,-0.0003,0.2826057994579738,41,264,-0.2142,-0.1314,0.7459856015307759,GALETERONE,ANDROGEN RECEPTOR MODULATOR,"AR, CYP17A1",GALETERONE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A07986123-001-02-8,GALETERONE,-0.2146,0.1927357607954057,107,41,-0.2772,-0.2142,0.7342210088840074,GALETERONE,ANDROGEN RECEPTOR MODULATOR,"AR, CYP17A1",GALETERONE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A08079565-001-01-8,CDBA,-0.1041,0.596655738131298,44,268,-0.1523,-0.124,0.8970797526811505,CDBA,,,CDBA
MTAP-confound_within_CDKN2A-del,BRD:BRD-A08079565-001-01-8,CDBA,-0.0505,0.7384131569888173,110,44,-0.1707,-0.1523,0.9578642380236116,CDBA,,,CDBA
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A08187463-001-12-9,RACECADOTRIL,-0.0721,0.6152211470658384,41,265,-0.1691,-0.1374,0.9057859242246707,RACECADOTRIL,ENKEPHALINASE INHIBITOR,MME,RACECADOTRIL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A08187463-001-12-9,RACECADOTRIL,-0.0574,0.7741816002331305,108,41,-0.152,-0.1691,0.9677270002914132,RACECADOTRIL,ENKEPHALINASE INHIBITOR,MME,RACECADOTRIL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A08255417-001-14-7,FAMPROFAZONE,-0.0975,0.4017186968286574,44,272,0.0965,0.2091,0.8137440189339452,FAMPROFAZONE,CYCLOOXYGENASE INHIBITOR,,FAMPROFAZONE
MTAP-confound_within_CDKN2A-del,BRD:BRD-A08255417-001-14-7,FAMPROFAZONE,0.0112,0.9361404310869516,113,44,0.1621,0.0965,0.9956421130446648,FAMPROFAZONE,CYCLOOXYGENASE INHIBITOR,,FAMPROFAZONE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A08302182-001-01-7,ETONOGESTREL,-0.5689,0.0049294801457655,44,271,-0.2136,-0.1007,0.2548609726256647,ETONOGESTREL,PROGESTERONE RECEPTOR AGONIST,"ESR1, PGR",ETONOGESTREL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A08302182-001-01-7,ETONOGESTREL,0.5156,0.0251620142028558,112,44,-0.1137,-0.2136,0.4915651452338871,ETONOGESTREL,PROGESTERONE RECEPTOR AGONIST,"ESR1, PGR",ETONOGESTREL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A08316590-001-01-3,BROXATEROL,-0.0249,0.5556955317622796,45,261,-0.081,-0.0367,0.8871790878593648,BROXATEROL,ADRENERGIC RECEPTOR AGONIST,ADRB2,BROXATEROL
MTAP-confound_within_CDKN2A-del,BRD:BRD-A08316590-001-01-3,BROXATEROL,0.0812,0.3511801931889836,110,45,-0.0042,-0.081,0.829107618829346,BROXATEROL,ADRENERGIC RECEPTOR AGONIST,ADRB2,BROXATEROL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-A08545410-003-07-8,DOXYCYCLINE,-0.3076,0.1818889324357493,41,258,0.1572,0.2213,0.6703818514534958,DOXYCYCLINE,METALLOPROTEINASE INHIBITOR,MMP8,DOXYCYCLINE
