ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,MTAP_CN,MTAP_deleted,MTAP_expression
ACH-000213,HUP-T4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,0.1708941669066531
ACH-000214,Hs 675.T,Fibroblast,Non-Cancerous,"Fibroblast, Colorectal",,False,4.2698934185971975
ACH-000215,LN382,CNS/Brain,Diffuse Glioma,Glioblastoma,1.2518837397889626e-05,True,0.1671138179888712
ACH-000216,JH-EsoAd1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,1.5948258261765425e-05,True,0.1149866176993542
ACH-000217,JHH-6,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,1.0577307689727404,False,5.264603985376631
ACH-000218,PL-21,Myeloid,Acute Myeloid Leukemia,AML with Myelodysplasia-Related Changes,,False,4.567843544615235
ACH-000219,A-375,Skin,Melanoma,Melanoma,1.4304108927726336,False,7.765143521413206
ACH-000220,Mino,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,,False,5.186088481322985
ACH-000221,SNU-398,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0.8760316802109172,False,4.78135971352466
ACH-000222,AsPC-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0.5479544484419906,False,4.86118618481876
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,1.0451094497863564,False,5.478476804559943
ACH-000224,Hs 819.T,Fibroblast,Non-Cancerous,"Fibroblast, Bone",,False,4.020253270802454
ACH-000225,ECC12,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Small Cell Carcinoma of the Stomach,,False,4.804100036796029
ACH-000226,SUP-M2,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,0.6315788776922969,False,0.3954116372058252
ACH-000227,KP-N-YN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.975392064973578,False,4.945865170559054
ACH-000228,BICR 31,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.0660689322663514,True,4.106666575223432
ACH-000229,Hs 822.T,Fibroblast,Non-Cancerous,"Fibroblast, Bone",,False,3.5485475969695393
ACH-000230,Hs 742.T,Fibroblast,Non-Cancerous,"Fibroblast, Breast",,False,3.161120190177115
ACH-000231,KALS-1,CNS/Brain,Diffuse Glioma,Glioblastoma,1.203591311822349,False,5.6214629039370765
ACH-000232,U-251 MG,CNS/Brain,Diffuse Glioma,Astrocytoma,0.2208108619362738,True,5.259479647691556
ACH-000233,DEL,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,0.949443112819459,False,1.671900218571502
ACH-000234,Caki-2,Kidney,Renal Cell Carcinoma,Papillary Renal Cell Carcinoma,0.8191977316897487,False,4.666921299632713
ACH-000235,Panc 04.03,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0.8815555261104199,False,4.982852149434564
ACH-000236,SW1417,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,4.919602280118917
ACH-000237,JHOM-1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,4.1689555862677285e-05,True,0.7815359738601525
ACH-000238,SCC-4,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.8984240082999092,False,4.032991229714911
ACH-000239,HuG1-N,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,,False,0.3158212442669501
ACH-000240,Hs 600.T,Fibroblast,Non-Cancerous,"Fibroblast, Skin",,False,4.560323662082363
ACH-000241,JK-1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",,False,2.28839104830784
ACH-000242,RT4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,0.178464796701911
ACH-000243,DAN-G,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,1.1961521129186327e-05,True,0.0458846586001237
ACH-000244,DK-MG,CNS/Brain,Diffuse Glioma,Glioblastoma,1.264617004954493e-05,True,0.302330750405022
ACH-000245,BL-41,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,5.6894669060207494
ACH-000246,SLR 23,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,0.7662692609390256,False,
ACH-000247,OCUM-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,1.0175012826642946,False,5.467357743890879
ACH-000248,AU565,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,0.9344016905052788,False,4.872311660119752
ACH-000249,CL-11,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.0294443183116126,False,5.533965079107937
ACH-000250,KMRC-20,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,1.1684971811186349,False,4.891443490803103
ACH-000251,NCI-H2887,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,0.9565405664584004,False,5.897160542597566
ACH-000252,LS1034,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,5.293164454290267
ACH-000253,COLO 201,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.1068059874277352,False,5.65208489368732
ACH-000254,SCC-15,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,3.8247882156677777
ACH-000255,LMSU,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,0.3808812448343746
ACH-000256,COV318,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,0.9124969620289336,False,3.8767428487820736
ACH-000257,COR-L279,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0958070579771533,False,5.575799400097466
ACH-000258,Du4475,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,1.0267701508931837,False,4.577996730210377
ACH-000259,KELLY,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9536004115815068,False,5.144491023256634
ACH-000260,SK-N-AS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.6491893760215319,False,4.193180353742616
ACH-000261,RERF-LC-AI,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.650379872122987,False,4.45049205834146
ACH-000262,UOK101,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,0.0161386034279439,True,5.008217945199283
ACH-000263,KASUMI-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.6301811354451722,False,3.214135687709742
ACH-000264,Calu-6,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.8723293915258441,False,4.607129062251169
ACH-000265,KP-4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,1.1955718794839067e-05,True,0.2059529655873125
ACH-000266,SNU-213,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,4.411446584328978
ACH-000267,HDLM-2,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,False,0.2601702194113465
ACH-000268,SNU-245,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,,False,4.163386017329825
ACH-000269,AM-38,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,0.1032854581287318
ACH-000270,HPAC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,1.093320193729795,False,6.119740042224672
ACH-000271,SU-DHL-10,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,5.374253556910504
ACH-000272,SLR 24,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,0.6977882056375679,False,3.6965836835317063
ACH-000273,SF539,CNS/Brain,Diffuse Glioma,Gliosarcoma,1.118361842579156,False,4.661983266477263
ACH-000274,Hs 852.T,Skin,Melanoma,Melanoma,,False,4.032682742135995
ACH-000275,Hs 834.T,Fibroblast,Non-Cancerous,"Fibroblast, Skin",,False,4.300292151214048
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,0.0016382340244512,True,3.680065503779744
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,0.7079546169234888,False,3.769676543620759
ACH-000278,COV362,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,0.7592790076730337,False,4.422185896997647
ACH-000279,EWS502,Bone,Ewing Sarcoma,Ewing Sarcoma,0.6879359056873371,False,4.44740727947267
ACH-000280,SNU-840,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,"Brenner Tumor, Malignant",1.116823545933868e-05,True,0.0978831301716904
ACH-000281,KP-2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0.077154660856538,True,4.2734039907110795
ACH-000282,NCI-H1755,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,0.1366140248328061
ACH-000283,A1207,CNS/Brain,Diffuse Glioma,Glioblastoma,7.552054033510753e-05,True,0.0182438958451315
ACH-000284,Hs 840.T,Fibroblast,Non-Cancerous,"Fibroblast, Upper Aerodigestive",,False,5.0456264413853065
ACH-000285,Toledo,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,4.893134041083352
ACH-000286,SNU-1033,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,1.1066613603450448,False,5.545440231240279
ACH-000287,NU-DUL-1,Lymphoid,Mature B-Cell Neoplasms,Activated B-cell Type,,False,5.520585681844398
ACH-000288,BT-549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",1.256481509243218,False,5.81471703640218
ACH-000289,SNU-466,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,0.119842195404323
ACH-000290,NCI-H209,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.043913022114771,False,4.854703850556338
ACH-000291,OV-90,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,0.7296009837370934,False,3.6410488610067073
ACH-000292,NCI-H841,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,1.052783089612999,False,7.930281988997352
ACH-000293,KLE,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,0.8424737788553209,False,4.06899748649911
ACH-000294,NB-4,Myeloid,Acute Myeloid Leukemia,Acute Promyelocytic Leukemia,,False,0.2913630888174255
ACH-000295,EM-2,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",1.2074812694012652e-05,True,0.13284002414397
ACH-000296,OUMS-23,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,4.935709604720812
ACH-000297,NCI-H889,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.481713832205306,False,6.328457721429055
ACH-000298,NCI-H2029,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1509514677827517,False,5.226589447934284
ACH-000299,HNT-34,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.0003193828445538,False,4.891633047617569
ACH-000300,SLR 25,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,False,4.362294538395585
ACH-000301,LAMA-84,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",0.7621328002216822,False,4.019025770678199
ACH-000302,SNU-1077,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,1.0578341753713163,False,4.567253374550151
ACH-000303,SNU-5,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,5.509670509050027
ACH-000304,WM-115,Skin,Melanoma,Melanoma,0.6853614743096405,False,4.779175657032363
ACH-000305,EC-GI-10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,4.471532156974322
ACH-000306,Hs 688(A).T,Fibroblast,Non-Cancerous,"Fibroblast, Skin",,False,4.182644630593025
ACH-000307,PK-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0.6067886016996333,False,5.468231397248798
ACH-000308,EFO-21,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,0.8272039026352346,False,5.075215990748764
ACH-000309,SK-LU-1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,
ACH-000310,IMR-32,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9133376817024168,False,4.200253231593687
ACH-000311,NCI-H2122,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.7975700350019588,False,5.612591355303947
ACH-000312,SK-N-BE(2),Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9745455935810712,False,5.557474423644549
ACH-000313,KMRC-3,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,0.6545060568616147,False,4.589973165793702
ACH-000314,HCC-2108,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.7846896084571204,False,6.634906863717264
ACH-000315,KARPAS-422,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",0.9886268849524912,False,5.342689849589642
ACH-000316,SNU-886,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0.6604093271697424,False,4.467409917152887
ACH-000317,TUHR14TKB,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,0.6990430724593726,False,4.846061997503893
ACH-000318,TE-10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,1.1876427327161428e-05,True,0.6223081716438669
ACH-000319,MPP 89,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",1.154006991265946,False,4.591679416935737
ACH-000320,PSN1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0.0001498276444914,True,0.8477107436597485
ACH-000321,MOLM-6,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",,False,4.5000180437330854
ACH-000322,HT-144,Skin,Melanoma,Melanoma,0.0106353067325194,True,5.503151527923018
ACH-000323,42-MG-BA,CNS/Brain,Diffuse Glioma,Glioblastoma,1.116823545933868e-05,True,0.1671035387773893
ACH-000324,JHOC-5,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,0.7031695722855348,False,4.647608084811182
ACH-000325,SNU-620,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,1.339237379688593,False,6.066474575415834
ACH-000326,JURL-MK1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",1.3497573740390915e-05,True,0.1006493888538859
ACH-000327,NCI-H1395,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,3.507528271910241
ACH-000328,LN-215,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,5.270869019520146
ACH-000329,CCF-STTG1,CNS/Brain,Diffuse Glioma,Astrocytoma,0.632388683957783,False,3.743008632627489
ACH-000330,EFM-19,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,1.190279921376378e-05,True,0.2816851953185715
ACH-000331,IST-MES2,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",1.2720016017905073e-05,True,0.2822381398068864
ACH-000332,YAPC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,0.7935245746128854,False,5.5333328474334635
ACH-000333,JHOM-2B,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,,False,5.4939578949599825
ACH-000334,DB,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",1.1289391441653738,False,5.675228799649725
ACH-000335,MSTO-211H,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",0.8160789046426603,False,5.227490800134993
ACH-000336,OCI-AML3,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.018868597264998,False,4.434081067274432
ACH-000337,NCI-H3122,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.0001523619408576,True,0.0
ACH-000338,SR-786,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,0.4252549053268386,True,0.4715787172183034
ACH-000339,HCC-461,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,5.294576640343491
ACH-000340,Hs 870.T,Fibroblast,Non-Cancerous,"Fibroblast, Bone",,False,4.57514892895896
ACH-000341,SK-N-FI,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9715114050935564,False,5.0221236439758785
ACH-000342,CL-14,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,4.449640605117181
ACH-000343,NCI-H522,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.9851963886328852,False,6.994839910805181
ACH-000344,SNU-668,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,1.1911052431588398e-05,True,0.0735309799226664
ACH-000345,KP-N-RT-BM-1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9555656340222666,False,5.228345408900044
ACH-000346,JVM-3,Lymphoid,Mature B-Cell Neoplasms,B-Cell Prolymphocytic Leukemia,,False,4.29019583125064
ACH-000347,QGP-1,Pancreas,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,0.8557669403008545,False,4.38326882657972
ACH-000348,RPMI-7951,Skin,Melanoma,Melanoma,0.9444777985848654,False,4.949903730238244
ACH-000349,HCC1500,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,1.1829597053385532e-05,True,0.1919567482282006
ACH-000350,COLO-678,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.27253072008591e-05,True,0.1282353224558049
ACH-000351,MKN1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenosquamous Carcinoma of the Stomach,0.7949910942406038,False,4.58142958687775
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,0.9245787145758856,False,4.693046415236387
ACH-000353,TE-15,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,1.350751817865176
ACH-000354,Capan-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,1.116823545933868e-05,True,0.0764222754586023
ACH-000355,NCI-H82,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.8927315025663708,False,4.916342878431432
ACH-000356,MKN-45,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,1.3320979668925196e-05,True,0.3089933646590519
ACH-000357,JeKo-1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,,False,4.342156470267794
ACH-000358,NCI-H69,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.216272192555396,False,5.762372736328959
ACH-000359,MG-63,Bone,Osteosarcoma,Osteosarcoma,0.0027932869533891,True,5.058771054763062
ACH-000360,NCI-H508,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.0415875510255794,False,4.527814768284716
ACH-000361,SK-HEP-1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,1.2486772303864824e-05,True,0.1345810756190787
ACH-000362,MOLM-13,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,0.3657634705836007,True,4.00215341778353
ACH-000363,SK-MM-2,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,0.6544498938822315,False,4.097661357482519
ACH-000364,U-2 OS,Bone,Osteosarcoma,Osteosarcoma,0.8861078559899422,False,5.036380246644568
ACH-000365,SU-DHL-4,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",0.9492738826208954,False,4.3463754405614115
ACH-000366,SK-N-DZ,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.4096708320420125,True,4.143948445815575
ACH-000367,NCI-H226,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",0.6955300353852755,False,4.222480010876418
ACH-000368,SNU-1105,CNS/Brain,Diffuse Glioma,Glioblastoma,1.1944122568314858e-05,True,0.2728772028700925
ACH-000369,MOLM-16,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,5.110789173110367
ACH-000370,SNU-626,CNS/Brain,Diffuse Glioma,Glioblastoma,1.1686509546726558,False,4.80830781652021
ACH-000371,RL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",1.0000636904058025,False,5.230276037961608
ACH-000372,P12-ICHIKAWA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,0.0001364346921506,True,1.7447036191474512
ACH-000373,SKM-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.0312547879323917,False,5.511196021846382
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,0.4581343131868741,True,4.019710808959156
ACH-000375,G-402,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,1.006869678185471,False,4.788142770964891
ACH-000376,SF-295,CNS/Brain,Diffuse Glioma,Glioblastoma,0.2287803227310976,True,4.664807068981249
ACH-000377,SNU-478,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,0.8720290560278994,False,4.884485587619073
ACH-000378,NCI-H647,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,1.116823545933868e-05,True,0.2063769134057017
ACH-000379,NCI-H1781,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,4.741774369045022
ACH-000380,KMS-12-BM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,False,5.832750800031937
ACH-000381,T84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,0.5435606590273722,False,4.119962014936392
ACH-000382,COR-L24,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.7361101751591788,False,4.0295588974491166
ACH-000383,OE33,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,0.9882831688988664,False,7.977657722729552
ACH-000384,SW 780,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,0.3748169262795462
ACH-000385,SK-RC-52,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,0.7187002156969268,False,4.976634001145348
ACH-000386,KG-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,5.280165731916516
ACH-000387,TF-1,Myeloid,Acute Myeloid Leukemia,"AML, NOS",0.9415871141569412,False,5.266527956592981
ACH-000388,NU-DHL-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,0.1748959696656994
ACH-000389,H4,CNS/Brain,Diffuse Glioma,Astrocytoma,1.116823545933868e-05,True,0.0719589503248982
ACH-000390,LUDLU-1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,1.1924269484612896e-05,True,0.07381886255939
ACH-000391,MHH-ES-1,Bone,Ewing Sarcoma,Ewing Sarcoma,0.9754179127685249,False,4.374267469914544
ACH-000392,Calu-3,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,5.537581844003972
ACH-000393,HLF,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0.8665031323940005,False,5.2110978801711365
ACH-000394,NCI-H2081,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0598948964713024,False,4.980372675471238
ACH-000395,NCI-H520,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,1.13703482039672,False,5.438286197066379
ACH-000396,J82,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,5.557468296770463
